,q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
0,-0.213629,0.0,-0.0655547,80,14.424
1,-0.213629,0.0,0.018348,176,6.303
2,-0.213629,0.0,0.00541829,80,11.337
3,-0.213629,0.0,-0.0755961,63,7.961
4,-0.213629,0.0,0.0544078,47,9.845
5,-0.213629,0.0,-0.0997716,63,9.865
6,-0.213629,0.0,0.0107155,47,9.998
7,-0.213629,0.0,0.0158723,31,9.886
8,-0.213629,0.0,-0.0883094,47,10.098
9,-0.213629,0.0,0.0417333,31,9.944
10,-0.214526,0.0,-0.117013,63,10.085
11,-0.214526,0.0,-0.0199762,47,9.916
12,-0.214526,0.0,-0.0339359,80,10.084
13,-0.215424,0.0,-0.0769659,31,9.972
14,-0.215424,0.0,0.0407513,47,10.087
15,-0.215424,0.0,-0.101088,31,10.009
16,-0.215424,0.0,-0.00857263,31,10.016
17,-0.215424,0.0,0.0128869,47,9.878
18,-0.215424,0.0,-0.0974626,31,10.069
19,-0.215424,0.0,0.0622075,47,9.906
20,-0.215424,0.0,-0.105094,47,10.12
21,-0.215424,0.0,-0.00538409,47,9.94
22,-0.215424,0.0,-0.0216387,47,10.353
23,-0.215424,0.0,-0.0895517,15,9.692
24,-0.215424,0.0,0.0443216,15,9.929
25,-0.215424,0.0,-0.0954279,47,10.014
26,-0.215424,0.0,-0.0117529,15,10.038
27,-0.215424,0.0,-0.112745,47,10.445
28,-0.215424,0.0,-0.0786445,15,9.79
29,-0.215424,0.0,0.0410973,15,9.667
30,-0.215424,0.0,-0.1001,15,10.107
31,-0.215424,0.0,0.00404566,-17,9.93
32,-0.215424,0.0,0.0100504,15,9.927
33,-0.215424,0.0,-0.0855298,-17,10.018
34,-0.215424,0.0,0.0604804,15,10.037
35,-0.215424,0.0,-0.0837257,15,9.967
36,-0.215424,0.0,0.00861486,-17,10.421
37,-0.215424,0.0,0.00214489,-17,10.002
38,-0.215424,0.0,-0.0581121,-17,9.683
39,-0.215424,0.0,0.0995792,-17,9.905
40,-0.214526,0.0,-0.0643947,-17,10.59
41,-0.212731,0.0,0.0708888,-17,9.313
42,-0.210038,0.897599,-0.0591188,15,10.0
43,-0.20555,0.897599,-0.00688954,15,9.989
44,-0.191189,0.897599,0.123488,-17,10.247
45,-0.180417,0.897599,-0.0266521,-114,9.86
46,-0.177725,0.897599,-0.0266521,-146,10.036
47,-0.151694,1.7952,0.08233,-291,9.798
48,-0.149899,1.7952,0.0228488,-404,10.101
49,-0.132845,1.7952,0.168732,-420,10.032
50,-0.0960431,1.7952,0.0467039,-742,10.044
51,-0.0736031,2.6928,0.0467039,-807,10.018
52,-0.0709103,1.7952,0.0467039,-887,9.934
53,-0.031416,1.7952,0.125381,-1290,9.896
54,-0.0287232,1.7952,0.165555,-1290,10.203
55,0.00718079,1.7952,0.162816,-1403,10.041
56,0.00987359,0.897599,0.244852,-1822,9.856
57,0.0251328,1.7952,0.244852,-1822,9.991
58,0.0376992,0.897599,0.298402,-2144,9.989
59,0.0466751,0.897599,0.406596,-2080,10.028
60,0.0547535,0.897599,0.245879,-2241,9.941
61,0.0610367,0.897599,0.335149,-2209,10.11
62,0.0673199,0.897599,0.358225,-2273,9.913
63,0.0718079,0.0,0.423016,-2289,10.033
64,0.0771935,0.0,0.312954,-2273,9.974
65,0.0825791,0.897599,0.281886,-2257,10.158
66,0.0960431,0.897599,0.374994,-2112,10.212
67,0.0969407,0.897599,0.378311,-2112,9.748
68,0.114893,1.7952,0.325473,-2144,9.958
69,0.124766,0.897599,0.418065,-2241,10.057
70,0.126561,0.897599,0.275375,-2144,9.901
71,0.144513,0.897599,0.362023,-2273,10.19
72,0.147206,0.897599,0.339111,-2273,9.746
73,0.156182,0.897599,0.297139,-2289,10.56
74,0.164261,0.897599,0.404468,-2305,9.489
75,0.171441,0.0,0.250413,-2337,10.127
76,0.176827,0.0,0.371249,-2305,9.861
77,0.180417,0.0,0.32585,-2305,10.24
78,0.18311,0.0,0.255851,-2273,9.943
79,0.184008,0.0,0.418624,-2241,9.874
80,0.184905,0.0,0.267063,-2176,10.1
81,0.185803,0.0,0.324537,-2176,9.88
82,0.185803,0.0,0.370287,-2064,10.048
83,0.187598,0.0,0.264537,-2047,9.866
84,0.193881,0.897599,0.390466,-1935,10.435
85,0.199267,0.897599,0.352205,-1886,9.723
86,0.200165,0.897599,0.343714,-1822,10.172
87,0.208243,0.897599,0.300374,-1886,9.761
88,0.217219,1.7952,0.234049,-1870,10.13
89,0.226195,0.897599,0.34656,-1822,9.791
90,0.235171,0.0,0.204155,-1838,10.055
91,0.243249,0.897599,0.286292,-1951,9.992
92,0.24684,0.0,0.249106,-1918,10.34
93,0.248635,0.0,0.139147,-1918,9.789
94,0.247737,0.0,0.263532,-1951,10.035
95,0.244147,-0.897599,0.236545,-1886,9.761
96,0.239659,-0.897599,0.209757,-1886,10.178
97,0.231581,-0.897599,0.169693,-1838,9.814
98,0.222605,-0.897599,0.166779,-1661,10.275
99,0.215424,0.0,0.255734,-1564,9.82
100,0.209141,0.0,0.0728746,-1500,9.992
101,0.20555,0.0,0.176313,-1306,10.046
102,0.20555,0.0,0.16353,-1274,10.267
103,0.20555,0.0,0.0847408,-1210,9.72
104,0.20555,0.0,0.195819,-1113,10.036
105,0.20555,0.0,0.0506221,-1081,9.968
106,0.20555,0.0,0.145375,-1081,10.075
107,0.20555,0.0,0.155363,-984,9.904
108,0.20555,0.0,0.0501703,-1016,10.342
109,0.20555,0.0,0.204882,-952,9.881
110,0.20555,0.0,0.0649588,-936,10.443
111,0.20555,0.0,0.168145,-968,9.784
112,0.20555,0.0,0.171662,-871,9.638
113,0.208243,0.897599,0.0881822,-919,10.012
114,0.208243,0.897599,0.210305,-855,9.903
115,0.210936,0.0,0.0745392,-791,9.955
116,0.212731,0.0,0.167385,-903,10.097
117,0.215424,0.0,0.173626,-871,9.866
118,0.217219,0.0,0.0810299,-791,10.31
119,0.218117,0.0,0.209987,-791,9.819
120,0.219912,0.897599,0.061775,-807,10.133
121,0.221707,0.0,0.149533,-823,9.734
122,0.223502,0.897599,0.176122,-791,10.454
123,0.225297,0.0,0.099749,-823,9.657
124,0.22799,0.0,0.195885,-742,10.013
125,0.229785,0.0,0.0512607,-758,9.964
126,0.230683,0.0,0.146541,-678,10.176
127,0.231581,0.0,0.0457393,-726,11.417
128,0.231581,0.0,0.0320955,-710,8.556
129,0.231581,0.0,0.163073,-710,9.975
130,0.231581,0.0,0.0453989,-726,10.095
131,0.231581,0.0,0.115004,-742,9.9
132,0.231581,0.0,0.142862,-694,10.006
133,0.231581,0.0,0.0599486,-662,10.245
134,0.231581,0.0,0.188697,-646,9.865
135,0.232478,0.0,0.0614237,-629,9.791
136,0.233376,0.897599,0.169494,-629,10.241
137,0.236069,0.897599,0.116304,-452,9.648
138,0.240556,0.0,0.0534405,-581,10.309
139,0.245044,0.0,0.0404933,-613,9.74
140,0.25043,0.0,0.0689798,-629,10.19
141,0.254918,0.0,0.195432,-629,9.81
142,0.260304,0.897599,0.128097,-629,10.386
143,0.263894,0.0,0.0637686,-678,9.777
144,0.267484,0.0,0.192472,-710,10.122
145,0.268382,0.0,0.0753149,-791,10.337
146,0.268382,0.0,0.129545,-710,9.779
147,0.268382,0.0,0.182588,-774,9.656
148,0.26928,0.0,0.0600674,-758,10.356
149,0.26928,0.0,0.191277,-774,9.532
150,0.271972,0.0,0.0664538,-694,10.334
151,0.274665,0.0,0.141747,-678,9.814
152,0.279153,0.897599,0.0852268,-694,10.071
153,0.285436,0.897599,0.0553647,-678,9.894
154,0.292617,0.897599,0.203033,-694,10.047
155,0.2989,0.897599,0.0648164,-758,9.957
156,0.305184,0.897599,0.204224,-839,10.181
157,0.308774,0.0,0.172698,-839,9.833
158,0.310569,0.0,0.0343575,-919,10.142
159,0.310569,0.0,0.158304,-952,9.981
160,0.310569,-0.897599,0.0176235,-919,10.111
161,0.309672,0.0,0.10395,-919,10.108
162,0.309672,0.0,0.13889,-855,9.859
163,0.308774,0.0,0.0149772,-871,9.96
164,0.308774,0.0,0.148538,-855,10.007
165,0.307876,0.0,0.017307,-823,9.802
166,0.307876,0.0,0.0831129,-774,10.35
167,0.305184,0.0,0.130127,-774,9.805
168,0.305184,0.0,0.00538196,-758,10.138
169,0.304286,0.0,0.136435,-758,9.704
170,0.303388,0.0,0.0193773,-710,10.311
171,0.303388,0.0,0.0929846,-742,9.916
172,0.302491,0.0,0.117266,-694,10.03
173,0.302491,0.0,-0.00037562,-662,9.785
174,0.302491,0.0,0.136263,-662,10.199
175,0.302491,0.0,0.0133563,-662,9.831
176,0.302491,0.0,0.0755314,-629,10.167
177,0.302491,0.0,0.0978175,-662,9.76
178,0.302491,0.0,-0.0285037,-662,10.124
179,0.302491,0.0,0.117747,-597,10.023
180,0.302491,0.0,-0.0231741,-533,10.051
181,0.301593,0.0,0.0540903,-597,9.857
182,0.300696,0.0,0.107453,-565,10.765
183,0.299798,0.0,-0.0126629,-597,9.241
184,0.299798,0.0,0.13199,-597,10.162
185,0.299798,0.0,0.008224,-501,9.769
186,0.299798,0.0,0.0382636,-517,10.239
187,0.299798,0.0,0.115747,-501,9.784
188,0.299798,0.0,-0.00634056,-533,10.158
189,0.299798,0.0,0.125569,-436,9.834
190,0.299798,0.0,0.00648646,-484,10.11
191,0.299798,0.0,0.0438131,-533,9.889
192,0.299798,0.0,0.130862,-452,10.187
193,0.299798,0.0,-0.000288983,-452,9.905
194,0.299798,0.0,0.146857,-533,10.212
195,0.299798,0.0,0.0172007,-452,9.713
196,0.299798,0.0,0.0479957,-404,10.224
197,0.299798,0.0,0.126084,-436,9.723
198,0.299798,0.0,-0.0112789,-388,10.427
199,0.299798,0.0,0.103627,-356,9.603
200,0.299798,0.0,0.00621473,-468,10.024
201,0.299798,0.0,0.0294367,-372,9.974
202,0.299798,0.0,0.080453,-291,10.242
203,0.299798,0.0,-0.0606551,-517,9.783
204,0.299798,0.0,0.113224,-356,10.236
205,0.299798,0.0,-0.0176568,-404,9.937
206,0.299798,0.0,0.0478121,-291,9.919
207,0.299798,0.0,0.111693,-372,9.943
208,0.299798,0.0,-0.0215242,-501,10.167
209,0.299798,0.0,0.133804,-517,9.693
210,0.299798,0.0,0.00506354,-291,10.578
211,0.299798,0.0,0.074329,-404,9.663
212,0.299798,0.0,0.137502,-356,10.01
213,0.299798,0.0,-0.0108026,-291,9.811
214,0.299798,0.0,0.119621,-420,10.323
215,0.300696,0.0,-0.0116696,-291,9.991
216,0.300696,0.0,0.0362836,-372,9.979
217,0.300696,0.0,0.136256,-243,10.308
218,0.300696,0.0,-0.00406721,-339,9.834
219,0.300696,0.0,0.118087,-307,9.585
220,0.301593,0.0,0.00330502,-388,10.31
221,0.302491,0.0,0.061046,-307,9.74
222,0.303388,0.0,0.11371,-291,10.239
223,0.304286,0.0,-0.0130444,-307,9.817
224,0.304286,0.0,0.111873,-420,10.171
225,0.304286,0.0,0.00455654,-243,9.773
226,0.304286,0.0,0.0161136,-420,10.203
227,0.304286,0.0,0.0449621,-243,12.171
228,0.304286,0.0,-0.0301803,-259,7.823
229,0.304286,0.0,0.0970065,-259,9.743
230,0.304286,0.0,0.0207735,-259,10.308
231,0.304286,0.0,0.0253101,-227,9.793
232,0.304286,0.0,0.10729,-243,10.136
233,0.304286,0.0,-0.0242705,-388,9.78
234,0.304286,0.0,0.0983501,-307,10.216
235,0.304286,0.0,0.0142919,-339,9.813
236,0.304286,0.0,0.0152317,-372,10.221
237,0.304286,0.0,0.100109,-210,9.837
238,0.304286,0.0,-0.0592622,-356,10.143
239,0.304286,0.0,0.108533,-210,9.83
240,0.304286,0.0,0.0206126,-356,10.061
241,0.304286,0.0,0.0126386,-372,9.983
242,0.304286,0.0,0.100325,-227,10.022
243,0.304286,0.0,-0.053684,-323,9.914
244,0.304286,0.0,0.0979047,-356,10.279
245,0.304286,0.0,0.0126335,-339,9.681
246,0.304286,0.0,0.0464138,-339,10.335
247,0.304286,0.0,0.102759,-194,9.648
248,0.304286,0.0,-0.0649241,-227,10.254
249,0.304286,0.0,0.0924632,-194,9.967
250,0.304286,0.0,-0.003207,-210,9.826
251,0.304286,0.0,-0.00196701,-323,10.051
252,0.304286,0.0,0.0855376,-275,10.431
253,0.304286,0.0,-0.0501767,-162,9.543
254,0.304286,0.0,0.0956988,-194,10.059
255,0.304286,0.0,-0.0173932,-307,9.889
256,0.304286,0.0,-0.0114719,-275,10.01
257,0.304286,0.0,0.106482,-388,9.985
258,0.304286,0.0,-0.0532094,-194,10.11
259,0.304286,0.0,0.0800564,-356,9.97
260,0.304286,0.0,-0.0270282,-275,10.137
261,0.304286,0.0,-0.00178651,-323,9.778
262,0.304286,0.0,0.0894988,-307,10.229
263,0.304286,0.0,-0.0410387,-307,9.889
264,0.304286,0.0,0.0929544,-372,9.917
265,0.304286,0.0,0.00900595,-307,10.03
266,0.304286,0.0,0.0075578,-227,9.945
267,0.304286,0.0,0.100515,-356,9.993
268,0.304286,0.0,-0.0721741,-227,10.084
269,0.304286,0.0,0.0666403,-275,10.046
