q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.208243,0,-0.0547252,1071,14.697
-0.208243,0,-0.145156,1119,5.083
-0.208243,0,-0.0669394,1087,10.297
-0.208243,0,-0.0811274,1071,10.479
-0.208243,0,-0.155672,1071,9.215
-0.208243,0,-0.0662658,1119,10.172
-0.208243,0,-0.127983,1119,10.004
-0.208243,0,-0.118952,1054,9.91
-0.208243,0,-0.0669655,1054,10.399
-0.208243,0,-0.143625,1119,9.756
-0.208243,0,-0.069162,1054,9.733
-0.208243,0,-0.130758,1087,10.04
-0.208243,0,-0.0997738,1087,10.022
-0.208243,0,-0.0827998,1119,10.087
-0.208243,0,-0.154178,1087,9.862
-0.208243,0,-0.0699861,1119,9.97
-0.208243,0,-0.150969,1103,10.141
-0.208243,0,-0.112553,1103,9.998
-0.208243,0,-0.0739434,1087,9.873
-0.208243,0,-0.134709,1103,10.404
-0.208243,0,-0.0672564,1103,9.595
-0.208243,0,-0.123133,1087,10.184
-0.208243,0,-0.0947442,1087,9.82
-0.208243,0,-0.0583288,1087,10.019
-0.208243,0,-0.114332,1054,9.925
-0.207345,0,-0.0522055,1087,10.42
-0.207345,0,-0.128611,1119,9.674
-0.206448,0,-0.0675935,1119,9.911
-0.20555,0,-0.0479548,1087,9.992
-0.202857,0.897599,-0.0794091,1087,10.228
-0.192086,0.897599,-0.0244912,1087,10.223
-0.184008,1.7952,-0.0950153,1054,9.634
-0.174134,0.897599,-0.0265352,909,10.032
-0.171441,0.897599,-0.0565542,829,9.939
-0.16067,0.897599,-0.00712188,635,10.078
-0.149001,0.897599,-0.0639624,684,10.119
-0.127459,0.897599,0.00914511,652,9.726
-0.124766,0.897599,0.00914511,587,10.199
-0.111302,1.7952,-0.0126252,410,9.77
-0.0969407,0.897599,-0.0126252,217,10.057
-0.0834767,0.897599,0.0462592,249,9.971
-0.0565487,1.7952,0.085315,88,10.067
-0.0538559,1.7952,0.0620583,-74,9.99
-0.0278256,0.897599,0.0753934,-138,10.308
-0.0161568,1.7952,0.152629,-412,9.628
-0.0143616,0.897599,0.160306,-541,10.648
-0.00538559,0,0.117516,-589,9.634
-0.000897599,0.897599,0.168867,-766,9.769
0.000897599,0,0.158299,-702,10.089
0.0017952,0,0.128348,-557,9.987
0.0026928,0.897599,0.18957,-686,9.921
0.0035904,0.897599,0.120587,-557,10.294
0.00628319,0,0.176634,-525,9.763
0.0170544,0.897599,0.177246,-621,10.159
0.0251328,0.897599,0.136192,-589,9.943
0.026928,0.897599,0.150028,-541,9.876
0.0376992,0.897599,0.149144,-605,9.95
0.0484703,1.7952,0.143801,-750,10.166
0.0610367,0.897599,0.161422,-686,9.791
0.0807839,1.7952,0.172934,-670,10.111
0.0897599,0.897599,0.228872,-944,10.2
0.0906575,0.897599,0.16649,-879,9.861
0.0978383,0,0.223552,-1169,9.958
0.0978383,0,0.213033,-1105,10.214
0.0978383,0,0.187375,-1105,9.704
0.0987359,0,0.23707,-1040,10.178
0.0987359,0.897599,0.163649,-976,10.057
0.104121,0,0.231788,-895,9.872
0.104121,0,0.173461,-879,9.811
0.114893,0.897599,0.190766,-960,10.254
0.11579,0.897599,0.232408,-911,9.862
0.123869,0.897599,0.181511,-799,9.991
0.132845,0.897599,0.240448,-1073,9.99
0.146309,0.897599,0.207574,-1008,10.293
0.147206,0.897599,0.250514,-1073,9.714
0.151694,0,0.262903,-1073,9.962
0.155285,0,0.192199,-1185,9.956
0.15708,0,0.207453,-1169,10.234
0.15708,0,0.204336,-1089,9.95
0.15708,0,0.190418,-1040,10.026
0.15708,0,0.250619,-1073,10.725
0.15708,0,0.186578,-1040,9.171
0.157977,0.897599,0.225261,-1008,9.956
0.159773,0,0.229282,-944,10.211
0.162465,0,0.192063,-960,9.875
0.164261,0,0.238401,-1024,10.032
0.167851,0.897599,0.154982,-911,10.09
0.170544,0,0.228337,-863,14.416
0.175032,0.897599,0.18122,-863,5.669
0.176827,0.897599,0.164999,-992,10.105
0.17952,0,0.23738,-944,9.709
0.181315,0,0.165537,-1008,9.941
0.181315,0,0.222086,-1024,11.105
0.181315,0,0.18999,-976,9.56
0.181315,0,0.133982,-944,9.507
0.181315,0,0.197528,-911,10.123
0.181315,0,0.118055,-928,9.727
0.181315,0,0.18447,-911,10.836
0.181315,0,0.185248,-879,9.206
0.181315,0,0.119995,-815,10.233
0.181315,0,0.195145,-847,9.988
0.181315,0,0.129623,-815,10.045
0.181315,0,0.197344,-831,9.652
0.181315,0,0.177473,-815,10.312
0.181315,0,0.138046,-783,9.716
0.181315,0,0.192153,-766,10.147
0.181315,0,0.119871,-766,9.936
0.181315,0,0.169768,-783,10.08
0.181315,0,0.154949,-734,9.908
0.181315,0,0.125059,-750,10.345
0.181315,0,0.187056,-766,9.579
0.181315,0,0.114181,-750,10.627
0.181315,0,0.150076,-686,9.376
0.181315,0,0.164909,-670,10.173
0.181315,0,0.117737,-686,9.898
0.181315,0,0.181924,-670,10.189
0.181315,0,0.10512,-686,9.744
0.181315,0,0.161407,-718,10.238
0.181315,0,0.173601,-718,9.753
0.181315,0,0.125803,-621,10.087
0.181315,0,0.183914,-654,10.086
0.181315,0,0.113169,-621,9.919
0.181315,0,0.161257,-621,10.274
0.181315,0,0.15847,-621,9.667
0.181315,0,0.112941,-686,9.974
0.181315,0,0.172604,-637,10.011
0.181315,0,0.0960587,-589,10.074
0.181315,0,0.146893,-621,9.926
0.181315,0,0.154081,-573,9.986
0.181315,0,0.106338,-654,10.02
0.181315,0,0.169163,-621,9.983
0.181315,0,0.103755,-621,10.01
0.181315,0,0.145184,-621,9.953
0.181315,0,0.1377,-589,10.139
0.181315,0,0.100578,-621,9.833
0.181315,0,0.170669,-605,10.055
0.181315,0,0.0891178,-637,10.33
0.181315,0,0.142409,-589,9.772
0.181315,0,0.145319,-573,9.933
0.181315,0,0.107556,-557,10.181
0.181315,0,0.162989,-621,10.104
0.181315,0,0.0933143,-637,9.699
0.181315,0,0.146532,-525,10.036
0.181315,0,0.14453,-605,9.97
0.181315,0,0.113037,-605,9.993
0.181315,0,0.164139,-573,10.029
0.181315,0,0.0808283,-589,10.32
0.181315,0,0.141414,-557,9.619
0.181315,0,0.137416,-621,10.558
0.181315,0,0.104562,-637,9.635
0.181315,0,0.159589,-621,9.837
0.181315,0,0.0886353,-541,10.023
0.181315,0,0.142387,-541,10.017
0.181315,0,0.141783,-525,10.127
0.181315,0,0.101295,-573,9.927
0.181315,0,0.158429,-573,10.122
0.181315,0,0.0821733,-637,9.97
0.181315,0,0.138807,-621,9.892
0.181315,0,0.144219,-525,10.019
0.181315,0,0.101492,-621,10.016
0.181315,0,0.160464,-557,9.926
0.181315,0,0.0907468,-589,10.018
0.181315,0,0.13961,-621,9.944
0.181315,0,0.136435,-557,10.018
0.181315,0,0.0959854,-525,9.971
0.181315,0,0.158136,-525,10
0.181315,0,0.0823383,-541,10.1
0.181315,0,0.136002,-637,9.929
0.181315,0,0.137253,-637,10.03
0.181315,0,0.0992596,-637,10.045
0.181315,0,0.163424,-589,9.928
0.181315,0,0.0783709,-573,10.125
0.181315,0,0.138352,-557,9.893
0.181315,0,0.141079,-605,9.986
0.181315,0,0.103136,-605,10.012
0.181315,0,0.157115,-541,10.057
0.181315,0,0.0799821,-557,9.946
0.181315,0,0.151781,-573,9.973
0.181315,0,0.119471,-541,10.078
0.181315,0,0.113797,-525,10.044
0.181315,0,0.159755,-557,9.902
0.181315,0,0.0838441,-589,9.991
0.181315,0,0.147582,-589,10.188
0.181315,0,0.139288,-573,10.076
0.181315,0,0.107554,-589,9.872
0.181315,0,0.156378,-557,10.413
0.181315,0,0.0755586,-557,9.578
0.181315,0,0.134705,-637,9.84
0.181315,0,0.100184,-541,10.235
0.181315,0,0.0959785,-589,9.891
0.181315,0,0.156051,-557,9.986
0.181315,0,0.0838487,-589,9.923
0.181315,0,0.136936,-605,10.031
0.181315,0,0.126727,-541,10.032
0.181315,0,0.0995706,-589,9.978
0.181315,0,0.15926,-589,9.92
0.181315,0,0.0846679,-621,10.01
0.181315,0,0.143281,-621,10.098
0.181315,0,0.121058,-525,10.27
0.181315,0,0.108292,-589,9.85
0.181315,0,0.158435,-589,10.138
0.181315,0,0.0819224,-589,9.649
0.181315,0,0.137959,-621,9.993
0.181315,0,0.131161,-557,10.121
0.181315,0,0.109501,-573,9.881
0.181315,0,0.164805,-621,10.054
0.181315,0,0.0855076,-589,10.282
0.181315,0,0.138881,-589,9.71
0.181315,0,0.121925,-557,10.592
0.181315,0,0.0986417,-573,9.426
0.181315,0,0.156033,-589,10.005
0.181315,0,0.0771412,-621,9.986
0.181315,0,0.138286,-621,9.921
0.181315,0,0.125121,-605,10.101
0.181315,0,0.096716,-589,9.907
0.181315,0,0.158576,-621,10.055
0.181315,0,0.0796345,-589,9.886
0.181315,0,0.146983,-605,10.275
0.181315,0,0.121193,-621,9.979
0.181315,0,0.0971339,-621,9.949
0.181315,0,0.158951,-589,9.946
0.181315,0,0.0754955,-589,9.946
0.181315,0,0.146731,-605,10.104
0.181315,0,0.136808,-589,9.912
0.181315,0,0.0971853,-557,10.059
0.181315,0,0.160111,-637,10.119
0.181315,0,0.0791719,-589,9.76
0.181315,0,0.147641,-621,10.138
0.181315,0,0.138927,-621,9.872
0.181315,0,0.101089,-589,10.002
0.181315,0,0.163892,-621,10.066
0.181315,0,0.0735646,-621,10.213
0.181315,0,0.143613,-589,9.793
0.181315,0,0.123481,-621,10.169
0.181315,0,0.0903383,-589,9.945
0.181315,0,0.135722,-573,9.919
0.180417,0,0.0421792,-589,9.797
0.178622,-0.897599,0.0952303,-621,10.257
0.175032,-0.897599,0.0786293,-621,9.777
0.167851,-0.897599,0.0365054,-621,10.135
0.157977,-1.7952,0.01783,-509,10.041
0.131947,-0.897599,0.0522216,-460,9.904
0.128357,-1.7952,0.0655981,-460,9.944
0.0969407,-1.7952,-0.0132392,-202,10.487
0.0924527,-0.897599,0.0136332,-154,9.571
0.0771935,-1.7952,-0.0308384,88,10.145
0.0637295,-0.897599,0.0106208,329,9.757
0.0547535,-0.897599,-0.00902454,249,10.257
0.0466751,-0.897599,-0.0814342,507,9.752
0.0421871,0,-0.0745313,523,10.246
0.0385968,-0.897599,-0.0393222,635,9.94
0.035904,0,-0.114397,652,9.902
0.031416,0,-0.0666255,507,9.989
0.0197472,-0.897599,-0.0956487,732,10.128
0.0188496,-0.897599,-0.0534306,603,10.028
0.000897599,-0.897599,-0.056958,587,10.008
-0.000897599,-0.897599,-0.143592,748,9.912
-0.0107712,-0.897599,-0.0905326,732,9.893
-0.0206448,-0.897599,-0.122864,893,10.002
-0.0287232,0,-0.121713,861,10.36
-0.0394943,0,-0.15515,958,9.603
-0.040392,0,-0.116441,1006,10.016
-0.0439823,0,-0.0903023,942,9.984
-0.0511631,0,-0.148046,990,10.188
-0.0511631,0,-0.122631,974,9.794
-0.0547535,0,-0.110985,990,10.1
-0.0583439,0,-0.176551,990,10.022
-0.0619343,0,-0.0935938,990,9.912
-0.0655247,0,-0.147505,942,10.026
-0.0691151,0,-0.149924,990,10.132
-0.0727055,-0.897599,-0.103665,990,9.811
-0.0753983,0,-0.175582,974,10.153
-0.0780911,0,-0.109057,990,10.06
-0.0798863,0,-0.158604,1119,9.979
-0.0816815,-0.897599,-0.14288,974,9.914
-0.0834767,0,-0.0984137,990,9.97
-0.0843743,0,-0.180477,1006,10.047
-0.0861695,0,-0.101384,1054,10.186
-0.0879647,-0.897599,-0.149919,958,10.049
-0.0906575,0,-0.136773,942,9.752
-0.0933503,0,-0.0998769,926,10.556
-0.0969407,-0.897599,-0.168352,1038,9.454
-0.100531,0,-0.0918284,909,9.93
-0.104121,0,-0.144421,958,10.101
-0.106814,0,-0.132353,1054,9.956
-0.108609,0,-0.0936426,942,10.176
-0.110405,-0.897599,-0.172194,990,9.872
-0.1122,0,-0.108717,958,9.878
-0.1122,0,-0.110521,974,10.269
-0.1122,0,-0.144914,1054,10.04
-0.1122,0,-0.0911916,958,9.786
-0.1122,0,-0.166554,942,10.104
-0.113097,0,-0.101803,942,9.845
-0.113097,0,-0.124697,861,10.071
-0.113995,0,-0.127702,877,10.136
-0.114893,0,-0.0715669,861,9.771
-0.11579,0,-0.15004,829,10.056
-0.11579,0,-0.0826381,813,9.976
-0.11579,0,-0.0830973,845,9.985
-0.11579,0,-0.101002,829,10.111
-0.11579,0,-0.0491686,845,10.038
-0.11579,0,-0.0727017,780,10.125
-0.11579,0,-0.0257083,797,10.016
-0.11579,0,-0.0727001,797,9.842
-0.11579,0,-0.0668433,732,9.88
-0.11579,0,-0.0138494,748,10.235
-0.114893,0.897599,-0.0761808,764,9.83
-0.113097,0.897599,-0.00252755,748,10.069
-0.109507,0,-0.0478126,764,9.872
-0.105019,0,0.00857573,619,10.065
-0.100531,0,-0.0482871,635,9.802
-0.0915551,0,0.000987365,700,10.335
