q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.198369,0,-0.174388,1071,20.734
-0.198369,0,-0.174388,1071,0.131
-0.198369,0,-0.108501,926,5.418
-0.198369,0,-0.133287,942,9.629
-0.198369,0,-0.154245,958,10.813
-0.198369,0,-0.0827849,926,9.11
-0.198369,0,-0.107455,942,9.872
-0.198369,0,-0.137441,861,10.198
-0.198369,0,-0.0611201,909,9.853
-0.198369,0,-0.164155,909,10.212
-0.198369,0,-0.0700359,926,9.788
-0.198369,0,-0.118642,909,10.155
-0.198369,0,-0.108973,893,9.882
-0.198369,0,-0.0282552,926,10.573
-0.198369,0,-0.111692,926,9.431
-0.198369,0,-0.0141898,926,10.028
-0.196574,0,-0.0690966,909,9.837
-0.193881,0,-0.0498205,926,10.276
-0.180417,0.897599,0.0143537,926,9.847
-0.166953,0.897599,0.0143537,926,10.115
-0.153489,1.7952,0.0143537,926,9.768
-0.150797,0.897599,-0.00364745,668,10.096
-0.135537,0.897599,-0.00364745,571,9.904
-0.123869,1.7952,-0.0185916,329,10.165
-0.113097,0.897599,0.0479094,410,9.956
-0.101429,1.7952,-0.0293867,313,10.053
-0.0888623,1.7952,-0.0293867,23,9.885
-0.0583439,1.7952,0.0983571,88,10.155
-0.0547535,1.7952,0.0459711,-106,9.994
-0.0341088,2.6928,0.0459711,-202,10.018
-0.0107712,2.6928,0.0459711,-557,9.779
0.0125664,1.7952,0.157969,-492,10.167
0.0350064,1.7952,0.188267,-815,9.912
0.0529583,1.7952,0.160007,-1121,10.074
0.0673199,0.897599,0.137926,-1105,9.938
0.0762959,0,0.273425,-1298,10.124
0.0798863,0,0.200356,-1427,9.922
0.0798863,0,0.198242,-1427,10.664
0.0798863,0,0.29823,-1330,9.297
0.0798863,0,0.200512,-1330,10.025
0.0816815,0,0.298289,-1266,9.844
0.0906575,0.897599,0.214535,-1201,10.378
0.0915551,0.897599,0.235271,-1185,9.69
0.100531,0.897599,0.209636,-1137,10.21
0.1122,0.897599,0.225913,-1266,9.748
0.122971,0.897599,0.186619,-1218,10.075
0.143616,0.897599,0.270327,-1282,10.05
0.145411,0.897599,0.265185,-1379,10.001
0.154387,0,0.308291,-1395,10.008
0.164261,0.897599,0.213738,-1556,10.195
0.164261,0,0.305254,-1475,9.814
0.166056,0,0.26401,-1427,10.137
0.166056,0,0.266568,-1588,10.177
0.166056,0,0.327431,-1459,9.674
0.167851,0,0.241217,-1363,9.88
0.170544,0,0.318414,-1346,10.176
0.175929,0.897599,0.243448,-1298,9.812
0.184905,1.7952,0.283865,-1314,10.336
0.197472,0.897599,0.283865,-1266,9.673
0.210038,0.897599,0.283865,-1379,10.243
0.2244,1.7952,0.233696,-1588,9.927
0.237864,1.7952,0.261609,-1524,9.856
0.24684,0.897599,0.316428,-1620,9.981
0.25402,0,0.36759,-1830,10.022
0.255816,0,0.222183,-1943,10.057
0.255816,0,0.305042,-1878,10.213
0.255816,0,0.272267,-1782,9.793
0.255816,0,0.264676,-1733,10.162
0.255816,0,0.323395,-1717,10.018
0.255816,0,0.239073,-1669,9.941
0.255816,0,0.338021,-1653,9.845
0.256713,0,0.266235,-1604,10.13
0.257611,0,0.274228,-1588,9.971
0.258508,0.897599,0.332633,-1491,10.135
0.260304,0,0.229327,-1491,10.473
0.262996,0,0.338955,-1459,9.453
0.265689,0,0.235567,-1588,9.829
0.26928,0,0.27868,-1459,10.243
0.273768,0.897599,0.232379,-1379,9.815
