q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.0843743,0,-0.0254173,571,9.421
-0.0843743,0,0.0038533,603,9.028
-0.0843743,0,-0.0614712,603,10.031
-0.0843743,0,0.0163052,555,9.493
-0.0843743,0,-0.0436564,603,9.979
-0.0834767,0,-0.0351911,571,9.85
-0.0834767,0,0.00821514,603,10.174
-0.0834767,0,-0.0677063,555,9.845
-0.0834767,0,0.00559065,619,10.072
-0.0834767,0,-0.0464831,603,9.953
-0.0834767,0,-0.0399558,539,9.996
-0.0834767,0,0.00750719,619,9.96
-0.0834767,0,-0.0629069,539,10.083
-0.0834767,0,0.00967248,539,10.098
-0.0834767,0,-0.0474296,635,9.828
-0.0834767,0,-0.039284,635,9.986
-0.0834767,0,0.00193438,587,10.268
-0.0834767,0,-0.0702342,619,9.72
-0.0834767,0,0.00311791,571,10.585
-0.0834767,0,-0.0465151,603,9.47
-0.0834767,0,-0.0304415,555,10.694
-0.0834767,0,-0.000311124,539,9.315
-0.0834767,0,-0.0631332,603,10.059
-0.0834767,0,0.0123785,635,9.943
-0.0834767,0,-0.049859,587,10.333
-0.0834767,0,-0.0296746,571,9.68
-0.0834767,0,-4.37282e-05,603,10.411
-0.0825791,0,-0.0496878,571,9.649
-0.0807839,0.897599,0.0242268,507,10.056
-0.0789887,0,-0.053849,571,9.781
-0.0718079,0,0.00423579,587,10.08
-0.0718079,0.897599,0.00505443,442,9.918
-0.0664223,0.897599,-0.038075,571,10.096
-0.0610367,0.897599,0.0446523,474,10.025
-0.0547535,0.897599,-0.00463446,329,10.069
-0.0493679,0.897599,0.0285874,345,9.889
-0.0430847,0.897599,0.0476207,265,10.129
-0.0368016,0,0.00931391,217,9.818
-0.031416,0.897599,0.0876272,217,10.003
-0.0242352,0.897599,0.0125968,39,10.139
-0.0152592,0.897599,0.0759942,184,9.941
-0.00538559,0.897599,0.0550619,88,10.054
0.00718079,1.7952,0.119724,-41,9.879
0.0206448,1.7952,0.119724,-122,9.967
0.0332112,1.7952,0.0785439,-202,10.107
0.0475727,0.897599,0.14169,-412,9.907
0.0565487,0.897599,0.150333,-525,10.347
0.0646271,0,0.107068,-670,9.625
0.0700127,0,0.184693,-654,10.457
0.0727055,0,0.150015,-718,11.899
0.0736031,0,0.14462,-654,7.943
0.0745007,0,0.191086,-686,9.775
0.0753983,0,0.12726,-686,10.044
0.0780911,0,0.212403,-670,10.346
0.0816815,0.897599,0.127933,-621,9.631
0.0879647,0.897599,0.186545,-589,10.492
0.0960431,0.897599,0.207701,-621,9.644
0.1122,0.897599,0.134912,-766,10.014
0.113995,0.897599,0.209779,-766,9.861
0.122073,0.897599,0.140933,-831,10.16
0.133742,0.897599,0.231747,-976,9.947
0.133742,0,0.212721,-976,9.782
0.137333,0,0.171562,-1008,10.02
0.13823,0,0.235511,-1056,10.047
0.139128,0,0.170412,-911,10.42
0.142718,0,0.217955,-944,9.762
0.142718,0,0.221379,-944,9.781
0.146309,0,0.194932,-879,10.085
0.150797,0,0.202099,-911,10.338
0.156182,0,0.16267,-895,9.536
0.162465,0.897599,0.2312,-863,10.034
0.173237,0.897599,0.142809,-928,10.017
0.173237,0.897599,0.178375,-911,9.975
0.176827,0,0.25076,-1073,10.147
0.177725,0,0.167678,-1218,10.137
0.177725,0,0.207535,-1153,9.754
0.177725,0,0.249936,-1024,10.169
0.178622,0,0.191598,-1040,10.047
0.17952,0,0.245075,-1040,9.888
0.181315,0,0.182964,-976,9.771
0.184008,0,0.204121,-976,10.432
0.185803,0,0.213617,-944,9.675
0.188496,0,0.170641,-944,10.008
0.190291,0,0.232597,-944,10.073
0.191189,0,0.150782,-911,10.059
0.191189,0,0.193766,-976,9.907
0.192086,0,0.217693,-944,10.027
0.192086,0,0.157564,-928,9.941
0.192086,0,0.231012,-944,10.043
0.192984,0,0.16182,-911,10.008
0.192984,0,0.201197,-879,10.26
0.193881,0,0.205921,-847,9.939
0.193881,0,0.142204,-847,10.277
0.193881,0,0.22065,-847,9.665
0.193881,0,0.161059,-815,9.812
0.193881,0,0.173874,-863,9.999
0.193881,0,0.20618,-815,10.04
0.194779,0,0.155209,-799,9.993
0.195677,0,0.217476,-831,10.092
0.196574,0.897599,0.138213,-750,9.827
0.198369,0,0.182202,-750,10.142
0.199267,0,0.208388,-750,10.059
0.201062,0,0.135671,-895,9.945
0.201062,0,0.208371,-783,9.91
0.201062,0,0.14893,-766,10.17
0.20196,0,0.171695,-799,10.014
0.20196,0,0.183279,-750,10.032
0.20196,0,0.126558,-783,9.862
0.20196,0,0.204987,-750,10.109
0.20196,0,0.141144,-718,9.797
0.20196,0,0.161987,-783,10.241
0.20196,0,0.195363,-718,9.841
0.20196,0,0.133009,-750,10.196
0.20196,0,0.194824,-734,9.771
0.20196,0,0.126245,-702,9.964
0.20196,0,0.149354,-718,10.013
0.20196,0,0.177877,-637,10.063
0.20196,0,0.115572,-686,9.928
0.20196,0,0.192863,-734,10.011
0.20196,0,0.112543,-734,10.206
0.20196,0,0.151677,-654,9.787
0.20196,0,0.176775,-670,10.09
0.20196,0,0.129859,-702,10.125
0.20196,0,0.193105,-654,9.867
0.20196,0,0.127438,-702,10.753
0.20196,0,0.169198,-686,9.175
0.20196,0,0.184723,-670,10.024
0.20196,0,0.120671,-654,10.231
0.20196,0,0.19316,-686,9.722
0.20196,0,0.131616,-654,10.568
0.20196,0,0.160736,-702,9.449
0.20196,0,0.170526,-621,10.084
0.20196,0,0.114618,-621,10.102
0.20196,0,0.191588,-654,9.881
0.20196,0,0.114277,-654,10.039
0.20196,0,0.147114,-621,9.864
0.20196,0,0.166972,-654,10.243
0.20196,0,0.112206,-654,9.833
0.20196,0,0.188475,-621,9.982
0.20196,0,0.110259,-654,10.161
0.20196,0,0.148322,-654,9.871
0.20196,0,0.176746,-654,9.945
0.20196,0,0.12104,-654,10.014
0.20196,0,0.188196,-621,9.973
0.20196,0,0.117602,-654,10.027
0.20196,0,0.161474,-605,10.021
0.20196,0,0.1824,-573,10.064
0.20196,0,0.109579,-589,9.963
0.20196,0,0.184669,-589,10.035
0.20196,0,0.128914,-573,9.954
0.20196,0,0.139505,-589,10.312
0.20196,0,0.176634,-541,9.706
0.20196,0,0.10903,-557,9.937
0.20196,0,0.186235,-589,9.974
0.20196,0,0.122572,-557,10.031
0.20196,0,0.146123,-589,9.97
0.20196,0,0.17613,-621,10.451
0.20196,0,0.119415,-557,9.598
0.20196,0,0.187912,-637,10.606
0.20196,0,0.104463,-637,9.745
0.20196,0,0.147524,-589,9.886
0.20196,0,0.169012,-541,9.821
0.20196,0,0.117089,-621,10.22
0.20196,0,0.18093,-621,9.752
0.20196,0,0.111712,-637,10.46
0.20196,0,0.156521,-605,9.651
0.20196,0,0.1751,-605,10.512
0.20196,0,0.105561,-637,9.368
0.20196,0,0.17907,-589,10.302
0.20196,0,0.104628,-654,9.677
0.20196,0,0.142911,-621,10.178
0.20196,0,0.15684,-621,10.094
0.20196,0,0.105667,-573,9.958
0.20196,0,0.177387,-573,9.774
0.20196,0,0.108959,-621,10.202
0.20196,0,0.157718,-621,9.738
0.20196,0,0.168697,-557,10.263
0.20196,0,0.114631,-654,9.755
0.20196,0,0.177314,-589,10.187
0.20196,0,0.101809,-637,9.807
0.20196,0,0.136961,-654,10.171
0.20196,0,0.160352,-605,9.894
0.20196,0,0.111457,-621,10.048
0.20196,0,0.178373,-589,9.868
0.20196,0,0.101159,-621,10.206
0.20196,0,0.154407,-589,9.862
0.20196,0,0.164307,-605,10.141
0.20196,0,0.105805,-637,9.874
0.20196,0,0.176381,-654,9.993
0.20196,0,0.101289,-654,9.939
0.20196,0,0.146718,-589,10.266
0.20196,0,0.154548,-589,9.744
0.20196,0,0.107924,-589,10.232
0.20196,0,0.174751,-637,9.888
0.20196,0,0.0997535,-654,10.121
0.20196,0,0.152677,-702,10.151
0.20196,0,0.156856,-654,9.807
0.20196,0,0.108393,-654,9.8
0.20196,0,0.170263,-589,10.401
0.20196,0,0.08849,-621,9.539
0.20196,0,0.143255,-621,10.307
0.20196,0,0.142749,-621,10.033
0.20196,0,0.105088,-621,10.029
0.20196,0,0.169608,-654,10.182
0.20196,0,0.107568,-621,9.626
0.20196,0,0.144676,-702,9.9
0.20196,0,0.155805,-670,10.103
0.20196,0,0.112805,-621,10.042
0.20196,0,0.16858,-621,10.08
0.20196,0,0.0880357,-621,10.067
0.20196,0,0.137154,-686,9.927
0.20196,0,0.150961,-621,9.781
0.20196,0,0.112121,-637,10.358
0.20196,0,0.172282,-670,9.616
0.20196,0,0.102449,-654,10.182
0.20196,0,0.1423,-670,9.863
0.20196,0,0.150221,-670,10.075
0.20196,0,0.107533,-621,9.897
0.20196,0,0.168337,-621,10.211
0.20196,0,0.0901852,-621,9.865
0.20196,0,0.148674,-686,10.264
0.20196,0,0.157958,-686,9.616
0.20196,0,0.108872,-654,10.598
0.20196,0,0.16863,-702,9.473
0.20196,0,0.0897836,-670,10.132
0.20196,0,0.149463,-654,10.003
0.20196,0,0.145187,-654,10.072
0.20196,0,0.0977422,-686,9.955
0.20196,0,0.143217,-654,10.345
0.20196,0,0.0641697,-654,9.483
0.200165,0,0.118952,-702,10.334
0.197472,0,0.0471953,-702,9.533
0.192984,-0.897599,0.065318,-718,10.406
0.184008,-0.897599,0.0365775,-621,9.698
0.169646,-1.7952,0.0162166,-637,10.153
0.153489,-2.6928,0.0555703,-476,9.851
0.113097,-2.6928,0.0685954,-412,10.464
0.0933503,-2.6928,0.0685954,-202,9.625
0.0897599,-1.7952,0.0199033,23,10.415
0.0709103,-0.897599,0.0137753,490,9.427
0.0592415,0,-0.0133324,668,10.092
0.0520607,0,-0.0780786,571,9.936
0.0484703,0,-0.0820977,652,10.266
0.0466751,-0.897599,-0.0476538,571,9.833
0.0421871,0,-0.130359,652,10.548
0.0421871,-0.897599,-0.0582714,652,9.324
0.0368016,-0.897599,-0.10889,684,10.214
0.0215424,-1.7952,-0.0792621,652,9.893
0.0197472,-0.897599,-0.128744,732,10.209
-0.000897599,-0.897599,-0.128744,700,11.876
-0.00897599,-0.897599,-0.0652558,958,8.299
-0.017952,-0.897599,-0.0845615,845,9.576
-0.0287232,-0.897599,-0.144414,990,10.158
-0.0376992,0,-0.0972355,1022,9.784
-0.0511631,0,-0.186153,1087,10.402
-0.0511631,0,-0.12482,1151,9.577
-0.0601391,0,-0.174354,1054,10.412
-0.0601391,0,-0.145323,1216,9.803
-0.0646271,-0.897599,-0.205009,1151,9.931
-0.0745007,0,-0.175683,1216,9.962
-0.0753983,-0.897599,-0.135169,1151,10.181
-0.0807839,-0.897599,-0.210125,1280,9.737
-0.0861695,0,-0.166763,1199,10.177
-0.0906575,0,-0.130484,1280,9.8
-0.0933503,0,-0.203743,1328,10.5
-0.0942479,0,-0.144526,1199,9.604
-0.0951455,0,-0.148754,1248,10.205
-0.0951455,0,-0.191016,1216,9.727
-0.0960431,0,-0.131726,1183,10.337
-0.0996335,0,-0.208072,1151,9.599
-0.0996335,0,-0.129919,1103,10.417
-0.106814,0,-0.18059,1087,10.257
-0.106814,0,-0.115951,1071,9.666
-0.111302,0,-0.100886,1022,10.381
-0.114893,0,-0.179063,1054,9.621
-0.116688,0,-0.108151,1071,9.891
-0.116688,0,-0.0984728,1119,10.108
-0.116688,0,-0.127063,1087,9.89
-0.116688,0,-0.083675,1119,10.099
-0.116688,0,-0.160138,1087,9.778
-0.116688,0,-0.0844856,1087,10.106
-0.116688,0,-0.0908623,1022,9.845
-0.116688,0,-0.138095,1022,10.175
-0.116688,0,-0.0693448,990,9.933
-0.116688,0,-0.142928,942,10.112
-0.116688,0,-0.0840978,958,9.903
-0.116688,0,-0.0936765,958,9.952
-0.116688,0,-0.111699,909,10.168
-0.116688,0,-0.0659364,893,9.999
-0.116688,0,-0.146071,893,9.806
-0.116688,0,-0.0785027,861,10.16
-0.116688,0,-0.0830553,893,9.78
-0.116688,0,-0.120722,845,10.173
-0.116688,0,-0.0520046,861,9.885
-0.116688,0,-0.130781,845,10.023
-0.116688,0,-0.0634583,813,10.027
-0.116688,0,-0.0694797,764,10.004
-0.116688,0,-0.0999499,797,9.942
-0.116688,0,-0.0465413,764,10.263
-0.116688,0,-0.122839,797,9.805
-0.116688,0,-0.0645566,732,9.958
-0.116688,0,-0.0662456,764,10.149
-0.116688,0,-0.0905535,764,9.915
-0.116688,0,-0.0395236,813,9.917
-0.116688,0,-0.12625,732,10.037
-0.116688,0,-0.0637293,748,9.925
-0.116688,0,-0.0954294,716,10.499
-0.116688,0,-0.0911958,700,9.68
-0.116688,0,-0.0401545,700,10.385
-0.116688,0,-0.119679,700,9.473
-0.116688,0,-0.0566375,732,10.068
-0.116688,0,-0.0572619,700,9.918
-0.116688,0,-0.0891246,700,10.11
-0.116688,0,-0.0325541,652,10.016
-0.116688,0,-0.112927,732,10.038
-0.116688,0,-0.0488164,684,9.906
-0.116688,0,-0.0531873,700,9.936
-0.116688,0,-0.0815577,684,10.399
-0.116688,0,-0.0303078,668,9.698
-0.116688,0,-0.10761,700,9.896
-0.116688,0,-0.0477161,635,10.171
-0.116688,0,-0.0522748,668,9.846
-0.116688,0,-0.0800086,700,10.052
-0.116688,0,-0.0298452,635,10.121
-0.116688,0,-0.108312,635,9.826
-0.116688,0,-0.0389702,619,9.992
-0.116688,0,-0.0545059,668,10.028
-0.116688,0,-0.080388,668,10.388
-0.116688,0,-0.0254746,635,9.642
-0.116688,0,-0.111789,635,9.946
-0.116688,0,-0.0378227,635,10.419
-0.116688,0,-0.0516183,619,9.576
-0.116688,0,-0.0832396,603,10.181
-0.116688,0,-0.0273172,652,9.849
-0.116688,0,-0.10371,635,10.074
-0.116688,0,-0.0323466,635,9.966
-0.116688,0,-0.0539842,684,10.022
-0.116688,0,-0.0860668,635,9.917
-0.116688,0,-0.0275576,603,10.141
-0.116688,0,-0.104058,684,9.891
-0.116688,0,-0.0470855,603,10.058
-0.116688,0,-0.0703926,619,9.826
-0.116688,0,-0.0732074,635,10.318
-0.116688,0,-0.0250269,635,9.801
-0.116688,0,-0.10324,635,10.048
-0.116688,0,-0.0325083,603,10.757
-0.116688,0,-0.0687107,635,9.347
-0.116688,0,-0.0828058,603,9.89
-0.116688,0,-0.0188226,635,10.017
-0.116688,0,-0.0841073,603,12.658
-0.116688,0,-0.0345825,587,7.413
-0.116688,0,-0.0566275,635,9.874
-0.116688,0,-0.071457,603,10.15
-0.116688,0,-0.02406,635,9.86
-0.116688,0,-0.103816,603,10.138
-0.116688,0,-0.0432961,619,9.784
-0.116688,0,-0.0662903,603,10.117
-0.116688,0,-0.0713772,635,10.113
-0.116688,0,-0.0248539,635,9.816
-0.116688,0,-0.107392,587,9.985
-0.116688,0,-0.0340109,635,10.407
-0.116688,0,-0.0619444,635,9.611
-0.116688,0,-0.0770059,571,10.095
-0.116688,0,-0.0233291,603,9.88
-0.116688,0,-0.106033,587,10.029
-0.116688,0,-0.0442875,603,9.96
-0.116688,0,-0.0618762,619,10.272
-0.116688,0,-0.0788006,571,9.798
-0.116688,0,-0.0220451,635,9.968
-0.116688,0,-0.106505,619,10.017
-0.116688,0,-0.0433721,587,9.986
-0.116688,0,-0.0626879,603,10.092
-0.116688,0,-0.0609853,603,9.975
-0.116688,0,-0.0233821,587,9.868
-0.116688,0,-0.101221,603,10.072
-0.116688,0,-0.0430984,571,9.961
-0.116688,0,-0.061057,635,9.993
-0.116688,0,-0.0791734,587,10.046
-0.116688,0,-0.0214008,571,10.646
-0.116688,0,-0.104412,603,9.5
-0.116688,0,-0.0409454,587,9.822
-0.116688,0,-0.0745486,635,10.138
-0.116688,0,-0.0774143,619,9.937
-0.116688,0,-0.0197258,603,9.929
-0.116688,0,-0.100814,635,9.985
-0.116688,0,-0.0371833,571,9.921
-0.116688,0,-0.07901,555,10.186
-0.116688,0,-0.0808554,619,9.913
-0.116688,0,-0.0241881,603,10.077
-0.116688,0,-0.10635,555,9.926
-0.116688,0,-0.0369677,619,10.096
-0.116688,0,-0.0587826,555,9.88
-0.116688,0,-0.0747516,555,10.225
-0.116688,0,-0.0201702,603,9.774
-0.116688,0,-0.102434,587,10.014
-0.116688,0,-0.0374561,619,9.986
-0.116688,0,-0.0646932,603,10.119
-0.116688,0,-0.0707844,619,10.033
