,q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
0,-0.0637295,0.0,-0.0340481,-25,15.058
1,-0.0637295,0.0,-0.0199624,-25,5.071
2,-0.0637295,0.0,-0.0257125,-25,12.549
3,-0.0637295,0.0,-0.0257125,-25,8.25
4,-0.0637295,0.0,-0.0175442,-25,8.88
5,-0.0637295,0.0,-0.0114295,-25,9.629
6,-0.0637295,0.0,-0.00228239,-25,10.007
7,-0.0637295,0.0,-0.0121965,-25,9.936
8,-0.0637295,0.0,-0.00248248,-25,10.129
9,-0.0637295,0.0,0.00511214,-9,9.846
10,-0.0637295,0.897599,0.00895807,-9,10.044
11,-0.0628319,0.0,0.0131004,7,9.967
12,-0.0619343,0.897599,0.0061006,39,10.093
13,-0.0601391,0.0,0.0175609,-25,9.959
14,-0.0547535,0.0,0.00734867,39,10.109
15,-0.0547535,0.0,0.0127814,7,9.738
16,-0.0511631,0.0,0.00692376,7,10.306
17,-0.0457775,0.897599,0.0160029,-9,9.607
18,-0.0412895,0.897599,0.0129497,104,10.244
19,-0.035904,0.897599,0.00998157,7,9.919
20,-0.031416,0.0,0.0179542,-90,10.288
21,-0.0296208,0.0,0.0294848,-106,9.763
22,-0.0287232,0.0,0.0217671,-122,10.21
23,-0.0287232,0.0,0.0345221,-170,9.766
24,-0.0287232,0.0,0.0296172,-90,10.226
25,-0.0287232,0.0,0.0460499,-235,9.798
26,-0.0242352,0.0,0.0558387,-106,10.325
27,-0.0233376,0.897599,0.0574246,-138,9.559
28,-0.0170544,0.897599,0.0589737,-106,10.354
29,-0.00628319,1.7952,0.0588617,-154,9.749
30,0.00718079,1.7952,0.0513345,-251,10.263
31,0.02244,1.7952,0.0496441,-283,9.715
32,0.0376992,1.7952,0.0745423,-380,10.256
33,0.0538559,0.897599,0.0763003,-509,9.673
34,0.0664223,0.897599,0.0906173,-686,10.165
35,0.0771935,0.897599,0.123827,-783,9.91
36,0.0843743,0.897599,0.121493,-895,10.482
37,0.0897599,0.0,0.151061,-992,9.578
38,0.0924527,0.0,0.171974,-1089,9.983
39,0.0951455,0.0,0.161677,-1105,9.814
40,0.0969407,0.0,0.173749,-1153,10.51
41,0.0996335,0.0,0.174949,-1105,9.624
42,0.102326,0.897599,0.178471,-1105,10.126
43,0.1122,0.0,0.171768,-1121,9.79
44,0.113097,0.897599,0.175206,-1105,10.255
45,0.120278,0.897599,0.183624,-1153,9.748
46,0.135537,0.897599,0.186044,-1153,10.402
47,0.142718,0.897599,0.179116,-1218,9.642
48,0.143616,0.897599,0.205423,-1250,10.342
49,0.149001,0.0,0.200451,-1379,9.622
50,0.150797,0.0,0.205023,-1443,10.421
51,0.151694,0.0,0.205953,-1395,9.826
52,0.151694,0.0,0.203721,-1395,9.976
53,0.151694,0.0,0.218047,-1379,9.888
54,0.152592,0.897599,0.206343,-1330,10.032
55,0.153489,0.0,0.209899,-1330,9.963
56,0.155285,0.0,0.219909,-1314,10.076
57,0.162465,0.0,0.199398,-1379,9.796
58,0.162465,0.897599,0.210545,-1266,10.141
59,0.167851,0.897599,0.199833,-1314,9.979
60,0.172339,0.0,0.209879,-1314,9.97
61,0.176827,0.0,0.207211,-1363,9.848
62,0.18311,0.897599,0.202835,-1395,10.474
63,0.18311,0.0,0.210041,-1314,9.678
64,0.184905,0.897599,0.214043,-1427,10.133
65,0.186701,0.0,0.210202,-1475,9.901
66,0.186701,0.0,0.200847,-1411,10.117
67,0.186701,0.0,0.189573,-1475,9.881
68,0.186701,0.0,0.203214,-1346,10.209
69,0.186701,0.0,0.191839,-1346,9.772
70,0.186701,0.0,0.196083,-1346,10.371
71,0.186701,0.0,0.203204,-1346,9.649
72,0.186701,0.0,0.192157,-1346,10.13
73,0.186701,0.0,0.201614,-1282,10.479
74,0.186701,0.0,0.19267,-1282,9.699
75,0.186701,0.0,0.197317,-1282,10.584
76,0.187598,0.897599,0.200777,-1282,9.072
77,0.188496,0.0,0.18438,-1201,10.065
78,0.189393,0.0,0.204159,-1218,10.292
79,0.190291,0.0,0.18449,-1282,9.579
80,0.191189,0.0,0.185909,-1185,10.252
81,0.192086,0.0,0.191176,-1218,9.817
82,0.192086,0.0,0.180638,-1185,10.109
83,0.192086,0.0,0.191555,-1185,9.902
84,0.192984,0.0,0.183227,-1218,10.006
85,0.192984,0.0,0.181076,-1185,10.026
86,0.193881,0.0,0.186782,-1201,10.015
87,0.194779,0.0,0.17418,-1185,9.93
88,0.194779,0.0,0.18451,-1185,10.028
89,0.195677,0.0,0.173675,-1153,10.095
90,0.195677,0.0,0.166183,-1185,10.001
91,0.195677,0.0,0.171954,-1185,9.869
92,0.195677,0.0,0.157892,-1153,10.168
93,0.195677,0.0,0.170755,-1153,9.885
94,0.195677,0.0,0.165118,-1169,10.073
95,0.195677,0.0,0.171737,-1105,9.885
96,0.195677,0.0,0.176699,-1121,10.028
97,0.195677,0.0,0.166739,-1137,10.162
98,0.195677,0.0,0.173396,-1121,10.235
99,0.195677,0.0,0.159733,-1089,9.881
100,0.195677,0.0,0.161364,-1089,9.803
101,0.195677,0.0,0.1716,-1121,9.871
102,0.195677,0.0,0.163564,-1105,10.369
103,0.195677,0.0,0.174275,-1121,12.012
104,0.195677,0.0,0.164447,-1089,7.781
105,0.195677,0.0,0.169315,-1089,9.933
106,0.196574,0.0,0.174551,-1089,9.98
107,0.196574,0.0,0.158529,-1089,9.971
108,0.197472,0.0,0.171486,-1056,10.28
109,0.197472,0.0,0.160482,-1056,10.049
110,0.197472,0.0,0.159848,-1089,10.376
111,0.198369,0.0,0.165521,-1040,9.316
112,0.198369,0.0,0.157207,-1024,10.137
113,0.198369,0.0,0.171142,-1056,9.894
114,0.198369,0.0,0.167239,-1073,9.993
115,0.198369,0.0,0.168879,-1089,9.957
116,0.200165,0.0,0.174834,-1056,10.166
117,0.200165,0.0,0.162132,-992,9.655
118,0.201062,0.0,0.173533,-1056,10.343
119,0.20196,0.0,0.163426,-1056,9.798
120,0.203755,0.0,0.162114,-1056,10.072
121,0.203755,0.0,0.170056,-1073,9.982
122,0.204653,0.0,0.15634,-1056,9.974
123,0.204653,0.0,0.173044,-1056,9.967
124,0.204653,0.0,0.172185,-1056,10.053
125,0.204653,0.0,0.171382,-1089,9.956
126,0.204653,0.0,0.179322,-1089,10.14
127,0.206448,0.0,0.164791,-1040,9.954
128,0.207345,0.0,0.174112,-1056,9.942
129,0.209141,0.0,0.161772,-1073,9.975
130,0.210936,0.0,0.164408,-1089,9.99
131,0.210936,0.0,0.17327,-1105,9.934
132,0.210936,0.0,0.165184,-1089,10.284
133,0.210936,0.0,0.178263,-1121,9.892
134,0.210936,0.897599,0.170185,-1121,9.982
135,0.211833,0.0,0.171193,-1089,9.911
136,0.211833,0.0,0.184601,-1089,10.202
137,0.212731,0.0,0.169914,-1185,9.821
138,0.212731,0.0,0.178031,-1089,10.028
139,0.215424,0.0,0.168892,-1137,9.924
140,0.215424,0.0,0.170753,-1089,10.139
141,0.216321,0.0,0.172574,-1121,9.895
142,0.217219,0.0,0.153462,-1121,9.967
143,0.217219,0.0,0.160261,-1121,9.925
144,0.217219,0.0,0.145052,-1121,10.29
145,0.217219,0.0,0.150081,-1137,10.335
146,0.217219,0.0,0.158239,-1153,9.487
147,0.217219,0.0,0.147753,-1137,9.978
148,0.217219,0.0,0.16016,-1153,10.057
149,0.217219,0.0,0.153673,-1121,9.971
150,0.217219,0.0,0.151947,-1153,9.984
151,0.217219,0.0,0.159428,-1121,10.064
152,0.217219,0.0,0.141911,-1121,10.127
153,0.217219,0.0,0.149704,-1121,9.811
154,0.217219,0.0,0.137359,-1137,10.229
155,0.217219,0.0,0.139168,-1121,9.777
156,0.217219,0.0,0.149112,-1153,10.066
157,0.217219,0.0,0.137264,-1137,10.024
158,0.217219,0.0,0.151671,-1121,9.941
159,0.217219,0.0,0.143442,-1153,10.367
160,0.217219,0.0,0.14811,-1169,9.698
161,0.217219,0.0,0.154509,-1153,9.909
162,0.217219,0.0,0.134326,-1121,10.212
163,0.217219,0.0,0.144545,-1153,9.779
164,0.217219,0.0,0.137565,-1121,10.202
165,0.217219,0.0,0.139687,-1153,9.789
166,0.217219,0.0,0.147826,-1153,10.032
167,0.217219,0.0,0.138139,-1169,10.385
168,0.217219,0.0,0.146817,-1185,9.579
169,0.217219,0.0,0.139586,-1121,10.189
170,0.217219,0.0,0.140396,-1137,10.27
171,0.217219,0.0,0.140826,-1153,9.906
172,0.217219,0.0,0.126225,-1218,9.662
173,0.217219,0.0,0.139354,-1185,9.984
174,0.217219,0.0,0.134479,-1169,10.102
175,0.217219,0.0,0.132204,-1169,9.833
176,0.217219,0.0,0.142641,-1137,10.16
177,0.217219,0.0,0.126327,-1153,9.929
178,0.217219,0.0,0.138694,-1185,9.967
179,0.217219,0.0,0.129851,-1169,10.116
180,0.217219,0.0,0.127054,-1185,9.927
181,0.217219,0.0,0.136365,-1201,9.967
182,0.217219,0.0,0.121161,-1185,10.472
183,0.217219,0.0,0.135288,-1201,9.795
184,0.216321,0.0,0.130988,-1218,9.782
185,0.216321,0.0,0.13348,-1201,10.096
186,0.216321,0.0,0.138386,-1218,9.954
187,0.216321,0.0,0.125422,-1201,9.894
188,0.216321,0.0,0.133624,-1169,10.016
189,0.216321,0.0,0.127126,-1185,10.026
190,0.216321,0.0,0.128459,-1169,9.987
191,0.215424,0.0,0.135448,-1201,10.0
192,0.215424,0.0,0.123358,-1185,10.145
193,0.215424,0.0,0.133911,-1185,9.901
194,0.215424,0.0,0.126919,-1185,10.099
195,0.215424,0.0,0.125808,-1218,9.699
196,0.214526,0.0,0.135059,-1201,10.324
197,0.214526,0.0,0.123264,-1185,9.798
198,0.214526,0.0,0.132667,-1201,10.128
199,0.214526,0.0,0.127318,-1201,9.902
200,0.214526,0.0,0.128615,-1218,9.985
201,0.213629,0.0,0.134965,-1185,9.988
202,0.213629,0.0,0.131424,-1185,10.207
203,0.213629,0.0,0.139958,-1218,13.154
204,0.213629,0.0,0.13328,-1218,6.735
205,0.213629,0.0,0.130219,-1185,9.916
206,0.213629,0.0,0.138384,-1218,10.09
207,0.213629,0.0,0.126492,-1218,10.083
208,0.213629,0.0,0.137202,-1218,9.849
209,0.213629,0.0,0.130201,-1185,10.246
210,0.213629,0.0,0.129502,-1218,9.738
211,0.213629,0.0,0.13672,-1218,10.282
212,0.213629,0.0,0.124235,-1218,9.76
213,0.213629,0.0,0.137598,-1218,9.962
214,0.213629,0.0,0.130455,-1185,10.172
215,0.213629,0.0,0.128328,-1185,9.909
216,0.213629,0.0,0.135396,-1185,9.964
217,0.213629,0.0,0.125665,-1218,10.044
218,0.213629,0.0,0.133929,-1185,9.897
219,0.213629,0.0,0.131543,-1218,10.56
220,0.213629,0.0,0.131696,-1201,9.533
