,q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
0,-0.172339,0.0,-0.0758881,233,10.048
1,-0.172339,0.0,-0.0639594,217,5.577
2,-0.172339,0.0,-0.0798023,378,12.396
3,-0.172339,0.0,-0.0697014,217,10.45
4,-0.172339,0.0,-0.0653535,217,7.045
5,-0.172339,0.0,-0.0769902,362,9.948
6,-0.172339,0.0,-0.0662254,329,10.003
7,-0.172339,0.0,-0.0740251,184,9.934
8,-0.172339,0.0,-0.0715177,184,10.12
9,-0.172339,0.0,-0.0606053,168,9.977
10,-0.172339,0.0,-0.0716,136,10.039
11,-0.172339,0.0,-0.0575513,152,9.986
12,-0.172339,0.0,-0.0658107,249,9.941
13,-0.172339,0.0,-0.0578005,136,10.107
14,-0.172339,0.0,-0.0468339,120,9.908
15,-0.172339,0.0,-0.0547577,200,10.112
16,-0.172339,0.0,-0.0314776,104,9.901
17,-0.172339,0.0,-0.0296035,184,10.06
18,-0.172339,0.0,-0.0177294,168,9.92
19,-0.172339,0.0,-0.00389197,168,9.997
20,-0.171441,0.0,-0.00711334,88,10.218
21,-0.171441,0.0,0.00535466,88,9.871
22,-0.167851,0.0,0.00294659,168,10.684
23,-0.167851,0.897599,0.0120218,71,9.431
24,-0.162465,0.897599,0.003124,249,9.793
25,-0.148104,0.897599,0.016682,184,10.125
26,-0.146309,1.7952,0.0181332,71,9.806
27,-0.123869,1.7952,0.0245235,71,9.999
28,-0.122073,0.897599,0.0245235,-122,10.027
29,-0.101429,0.897599,0.0274482,-186,10.255
30,-0.0933503,0.0,0.0442687,-315,9.741
31,-0.0924527,0.0,0.0760296,-347,10.201
32,-0.0861695,0.0,0.0771489,-573,9.962
33,-0.0825791,0.897599,0.0900027,-509,9.935
34,-0.0798863,0.0,0.0989622,-509,9.827
35,-0.0762959,0.0,0.108441,-573,10.071
36,-0.0655247,0.897599,0.115526,-637,9.894
37,-0.0574463,0.897599,0.102104,-509,10.28
38,-0.0475727,1.7952,0.118219,-509,9.896
39,-0.0376992,0.897599,0.115047,-670,10.228
40,-0.0278256,0.897599,0.112028,-734,9.811
41,-0.0188496,0.897599,0.127289,-815,10.032
42,-0.017952,0.897599,0.123225,-783,9.942
43,-0.0107712,0.0,0.134923,-895,10.169
44,-0.00538559,0.0,0.130786,-928,9.668
45,-0.000897599,0.897599,0.139021,-928,10.208
46,0.0026928,0.0,0.133018,-863,10.059
47,0.00807839,0.897599,0.143051,-847,10.429
48,0.013464,0.897599,0.152603,-944,9.37
49,0.0206448,0.897599,0.154254,-831,10.363
50,0.0287232,0.897599,0.156985,-976,9.692
51,0.0376992,0.897599,0.16434,-976,10.223
52,0.0475727,1.7952,0.152733,-960,9.916
53,0.0574463,0.897599,0.162173,-1024,9.968
54,0.0736031,0.897599,0.168601,-1008,10.085
55,0.0745007,0.0,0.164797,-1137,9.956
56,0.0798863,0.897599,0.165663,-1089,9.829
57,0.0861695,0.0,0.17354,-1218,10.616
58,0.0879647,0.0,0.186801,-1153,9.332
59,0.0879647,0.0,0.191065,-1218,10.136
60,0.0897599,0.0,0.182369,-1169,10.035
61,0.0924527,0.897599,0.186323,-1121,10.116
62,0.103224,0.897599,0.175286,-1073,9.817
63,0.111302,0.897599,0.174685,-1024,10.181
64,0.120278,0.897599,0.186663,-1040,9.982
65,0.122073,0.897599,0.175018,-1073,9.936
66,0.140025,0.897599,0.18104,-1137,10.077
67,0.140923,0.0,0.168176,-1169,10.01
68,0.153489,0.897599,0.187949,-1153,9.814
69,0.153489,0.0,0.185952,-1314,10.312
70,0.157977,0.0,0.187548,-1121,9.62
71,0.16067,0.0,0.195464,-1330,10.193
72,0.162465,0.0,0.189286,-1185,9.762
73,0.164261,0.897599,0.196056,-1169,10.218
74,0.166056,0.0,0.18977,-1153,9.772
75,0.169646,0.897599,0.191821,-1121,10.24
76,0.174134,0.0,0.186856,-1153,9.76
77,0.180417,0.897599,0.175063,-1056,10.229
78,0.193881,0.897599,0.165491,-1089,9.904
79,0.194779,0.897599,0.166734,-1024,10.172
80,0.206448,0.897599,0.172527,-1073,9.802
81,0.206448,0.897599,0.174272,-1169,10.107
82,0.210936,0.0,0.178169,-1137,9.892
83,0.213629,0.897599,0.180402,-1185,10.261
84,0.215424,0.897599,0.174265,-1153,9.822
