q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.191189,0,-0.0955073,1020,13.063
-0.191189,0,-0.10089,1020,4.872
-0.191189,0,-0.0943398,1052,12.067
-0.191189,0,-0.106643,1052,7.881
-0.191189,0,-0.0983807,1020,9.763
-0.191189,0,-0.0991407,1020,9.984
-0.191189,0,-0.105351,1020,10.192
-0.191189,0,-0.101211,1052,9.795
-0.191189,0,-0.110238,1020,10.024
-0.191189,0,-0.101995,987,10.052
-0.191189,0,-0.100217,1020,10.029
-0.191189,0,-0.10294,1020,9.9
-0.191189,0,-0.0966114,987,9.994
-0.191189,0,-0.108269,1004,10.17
-0.191189,0,-0.107728,1020,9.855
-0.191189,0,-0.110481,1020,10.016
-0.191189,0,-0.112653,971,10.183
-0.191189,0,-0.108183,987,9.845
-0.191189,0,-0.118515,987,10.137
-0.191189,0,-0.108889,987,9.811
-0.191189,0,-0.104124,955,10.018
-0.191189,0,-0.104897,955,10.281
-0.191189,0,-0.0910364,987,9.842
-0.191189,0,-0.0848681,987,10.346
-0.191189,0,-0.0677975,1020,9.563
-0.191189,0,-0.0638003,939,9.862
-0.189393,0.897599,-0.0647704,987,10.114
-0.186701,0,-0.0608659,955,9.971
-0.182213,0,-0.058771,987,9.941
-0.177725,0.897599,-0.0640346,859,10.03
-0.171441,0,-0.0764044,971,10.132
-0.165158,0,-0.0550803,923,10.008
-0.159773,0.897599,-0.0529515,730,9.902
-0.153489,0,-0.0572438,794,10.112
-0.153489,0,-0.0242128,762,9.886
-0.151694,0,-0.021154,601,9.975
-0.149899,0,-0.0256798,665,10.178
-0.146309,0.897599,-0.0265796,665,9.79
-0.136435,0.897599,-0.0190054,649,12.206
-0.126561,0.897599,-0.0190435,665,8.036
-0.119381,0.897599,-0.0136094,488,10.107
-0.118483,0,-0.00667233,440,10.17
-0.113097,0,0.00648089,343,9.591
-0.110405,0,-0.0048165,230,9.827
-0.107712,0,0.0131701,407,10.335
-0.105019,0,0.0202484,359,9.957
-0.101429,0.897599,0.0277329,391,9.776
-0.0960431,0.897599,0.0230375,343,9.929
-0.0879647,0.897599,0.0223141,375,10.085
-0.0789887,0.897599,0.0288394,182,10.015
-0.0637295,0.897599,0.0216993,53,10.242
-0.0628319,0,0.0342808,37,9.725
-0.0574463,0,0.0598485,21,10.038
-0.0538559,0,0.0469786,-92,9.933
-0.0511631,0,0.0568577,-12,10.155
-0.0484703,0,0.0605049,-12,9.801
-0.0412895,0,0.0592684,-44,10.459
-0.040392,0.897599,0.0553712,-44,9.49
-0.035904,0,0.0639426,-28,10.8
-0.0287232,0,0.0729638,-140,9.364
-0.0233376,0.897599,0.0728552,-237,10.118
-0.0170544,0,0.0700205,-76,9.977
-0.0116688,0,0.0914259,-173,10.11
-0.00628319,0.897599,0.0878064,-269,9.724
-0.0017952,0.897599,0.0952057,-221,10.252
0.0035904,0.897599,0.106825,-253,9.865
0.00807839,0,0.107168,-366,9.964
0.0116688,0,0.113546,-431,9.956
0.0152592,0,0.10214,-495,9.969
0.0197472,0,0.106095,-302,10.157
0.0197472,0.897599,0.111204,-286,9.882
0.0260304,0,0.110054,-431,10.051
0.0296208,0,0.127702,-382,10.215
0.0296208,0.897599,0.114584,-479,9.8
0.0332112,0,0.121009,-447,9.885
0.0376992,0,0.120814,-398,10.065
0.0412895,0.897599,0.115694,-527,9.954
0.0457775,0.897599,0.119284,-366,9.989
0.0493679,0,0.121749,-431,10.086
0.0529583,0,0.136688,-559,9.958
0.0556511,0,0.125942,-608,10.097
0.0592415,0,0.125645,-479,9.872
0.0628319,0.897599,0.136966,-463,10.06
0.0673199,0,0.121658,-463,9.986
0.0727055,0,0.137686,-527,10.068
0.0807839,0,0.127587,-656,10.073
0.0807839,0,0.127403,-527,9.906
0.0843743,0,0.144394,-559,9.861
