q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.136435,0,-0.0572681,859,18.837
-0.136435,0,-0.052206,826,1.975
-0.136435,0,-0.0604604,842,9.235
-0.136435,0,-0.0581223,859,9.909
-0.136435,0,-0.0615939,826,9.771
-0.136435,0,-0.0626811,826,10.257
-0.136435,0,-0.0582867,826,9.785
-0.136435,0,-0.0683668,859,10.383
-0.136435,0,-0.0579856,859,9.57
-0.136435,0,-0.0608882,875,10.229
-0.136435,0,-0.057649,826,9.766
-0.136435,0,-0.0528837,810,10.542
-0.136435,0,-0.0566106,826,9.561
-0.136435,0,-0.0458806,826,10.148
-0.136435,0,-0.051911,842,9.8
-0.136435,0,-0.0466243,842,10.097
-0.135537,0,-0.0422517,859,9.794
-0.13464,0,-0.0471368,859,10.431
-0.133742,0,-0.0362805,859,9.593
-0.131049,0,-0.0452495,794,10.14
-0.128357,0,-0.0400444,826,9.874
-0.123869,0.897599,-0.0378334,826,10.176
-0.119381,0.897599,-0.0444341,794,9.827
-0.113097,0,-0.0219338,714,9.985
-0.105917,0.897599,-0.0243997,617,10.011
-0.0924527,0.897599,-0.0203798,536,10.186
-0.0915551,0.897599,-0.00294235,665,9.8
-0.0843743,0.897599,-0.00160078,472,10.084
-0.0771935,0,0.0122549,311,10.027
-0.0700127,0.897599,0.0125908,359,9.921
-0.0574463,0.897599,0.0258057,246,10.341
-0.0493679,0.897599,0.0339734,311,9.892
-0.0484703,0.897599,0.0545729,117,10.257
-0.040392,0.897599,0.060325,-12,9.435
-0.0323136,0.897599,0.0636968,-44,10.021
-0.0233376,0.897599,0.0655631,-44,10.216
-0.0152592,0.897599,0.0732365,-189,9.783
-0.0017952,0.897599,0.0769824,-157,10.196
-0.000897599,0.897599,0.0816444,-237,9.933
0.00448799,0.897599,0.0976221,-382,10.032
0.00807839,0.897599,0.11347,-431,9.837
0.0107712,0,0.119036,-398,9.99
0.0143616,0,0.118183,-398,10.104
0.017952,0,0.118051,-463,10.213
0.0233376,0.897599,0.10611,-366,9.887
0.0287232,0.897599,0.115961,-350,10.016
0.0350064,0,0.119089,-334,9.82
0.0412895,0.897599,0.120587,-495,10.191
0.0466751,0,0.120808,-527,10.653
0.0520607,0.897599,0.121398,-463,9.775
0.0547535,0,0.13155,-624,9.378
0.0583439,0,0.147172,-527,10.104
0.0610367,0.897599,0.138011,-656,10.184
0.0628319,0,0.138732,-576,9.807
0.0655247,0,0.149077,-559,10.038
0.0682175,0,0.13747,-704,10.086
0.0718079,0,0.136429,-527,9.76
0.0753983,0,0.135814,-527,10.074
0.0789887,0.897599,0.139666,-559,10.092
0.0834767,0,0.135233,-592,9.911
0.0870671,0,0.148141,-624,9.887
0.0906575,0,0.147954,-688,10.234
0.0924527,0.897599,0.13822,-592,9.771
0.0951455,0,0.153242,-624,10.032
0.0969407,0,0.154425,-640,9.966
0.0987359,0,0.152921,-721,10.175
0.100531,0,0.151603,-624,9.94
0.103224,0,0.150069,-656,10.363
0.105917,0,0.155059,-608,9.694
0.108609,0.897599,0.143186,-592,10.695
0.113097,0,0.154032,-608,9.15
0.116688,0.897599,0.159162,-624,10.015
0.119381,0,0.144371,-785,10.059
0.122073,0,0.166676,-704,10.499
0.122971,0,0.153984,-817,9.435
0.124766,0.897599,0.155246,-704,10.238
0.126561,0,0.162564,-688,9.71
0.128357,0,0.16822,-688,10.258
0.131049,0,0.166044,-801,9.817
0.13464,0,0.151837,-656,10.24
0.13823,0.897599,0.161607,-688,9.776
0.142718,0.897599,0.160973,-688,10.243
0.147206,0,0.159816,-704,9.621
0.150797,0,0.172151,-833,10.225
0.152592,0,0.154293,-849,9.885
0.154387,0,0.164453,-737,10.297
0.155285,0,0.172887,-785,9.805
0.156182,0,0.164743,-785,10.065
0.15708,0,0.173961,-817,9.987
0.157977,0,0.169045,-801,9.956
0.159773,0.897599,0.173691,-753,9.972
0.162465,0,0.172828,-785,10.093
0.166056,0.897599,0.17421,-817,10.059
0.168749,0.897599,0.169133,-882,9.972
0.171441,0.897599,0.168376,-753,9.797
0.174134,0,0.179674,-914,10.119
0.175032,0,0.183325,-914,9.95
0.176827,0,0.171283,-898,10.096
0.176827,0,0.179372,-849,9.917
0.178622,0,0.177808,-785,10.05
0.181315,0.897599,0.171547,-849,9.889
0.185803,0,0.175198,-817,10.069
0.189393,0.897599,0.177398,-753,10.098
0.193881,0,0.175355,-914,9.816
0.198369,0,0.180335,-817,10.547
0.198369,0,0.182098,-994,9.696
0.198369,0,0.182254,-914,9.839
0.198369,0,0.183903,-914,9.983
0.198369,0,0.189096,-914,10.263
0.199267,0,0.182839,-898,9.86
0.200165,0,0.188416,-930,10.024
0.202857,0,0.191564,-914,9.871
0.20555,0.897599,0.180303,-882,9.899
0.209141,0.897599,0.185021,-849,10.008
0.211833,0,0.188328,-849,10.217
0.214526,0,0.196278,-1011,10.032
0.214526,0,0.184091,-1027,9.878
0.215424,0,0.181849,-930,10.063
0.215424,0,0.192693,-946,9.863
0.215424,0,0.191974,-930,10.001
0.215424,0,0.191928,-946,9.997
0.216321,0,0.195431,-914,10.225
0.218117,0.897599,0.188281,-898,9.775
0.220809,0.897599,0.190143,-882,10.064
0.223502,0,0.190877,-882,10.352
0.227093,0,0.200334,-978,9.698
0.227093,0,0.191598,-1059,9.965
0.227093,0,0.187734,-914,9.932
0.227093,0,0.19963,-946,9.985
0.227093,0,0.198964,-978,11.738
0.22799,0,0.197405,-946,8.297
0.229785,0.897599,0.199749,-898,10.218
0.231581,0,0.18921,-914,9.661
0.234273,0,0.20936,-914,10.042
0.236966,0,0.19141,-1011,10.002
0.238761,0,0.191391,-914,10.144
0.241454,0,0.201018,-898,10.018
0.241454,0,0.191368,-946,10.171
0.241454,0,0.200416,-914,9.754
0.242352,0,0.193929,-1011,10.1
0.242352,0,0.198528,-978,9.865
0.242352,0,0.20437,-962,10.031
0.243249,0,0.197709,-930,9.97
0.245044,0,0.201483,-914,10.08
0.24684,0.897599,0.190474,-962,9.917
0.248635,0,0.192945,-946,10.232
0.251328,0,0.199469,-978,9.956
0.252225,0,0.183033,-1043,9.859
0.252225,0,0.180937,-962,10.773
0.252225,0,0.184965,-978,9.487
0.252225,0,0.198138,-994,9.747
0.252225,0,0.201669,-1011,10.146
0.252225,0,0.196124,-994,10.445
