q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.0502655,0,-0.0173919,343,11.766
-0.0502655,0,-0.022179,311,4.776
-0.0502655,0,-0.0143857,343,16.458
-0.0502655,0,-0.0220133,311,3.069
-0.0502655,0,-0.0214837,327,9.684
-0.0502655,0,-0.0197092,327,10.073
-0.0502655,0,-0.0269362,295,9.893
-0.0502655,0,-0.0168979,327,10.282
-0.0502655,0,-0.0250272,295,9.71
-0.0502655,0,-0.0232377,311,10.043
-0.0502655,0,-0.0208963,311,10.089
-0.0502655,0,-0.0286911,311,9.987
-0.0502655,0,-0.0204586,311,9.891
-0.0502655,0,-0.022762,311,10.024
-0.0502655,0,-0.0225901,343,9.971
-0.0502655,0,-0.0199776,295,10.23
-0.0502655,0,-0.0277551,311,9.845
-0.0502655,0,-0.0179241,343,10.379
-0.0502655,0,-0.0273782,311,9.54
-0.0502655,-0.897599,-0.0228119,295,10.19
-0.0511631,0,-0.0210648,311,9.816
-0.0511631,0,-0.0230539,343,11
-0.0511631,0,-0.0147562,440,9.071
-0.0511631,0,-0.0137146,343,10.3
-0.0511631,0,-0.00409298,343,9.706
-0.0511631,0,0.00510172,327,10.296
-0.0511631,0,0.0108349,343,9.902
-0.0511631,0,0.0188814,311,9.921
-0.0502655,0,0.0173412,343,9.819
-0.0493679,0.897599,0.0279959,375,10.23
-0.0466751,0,0.0270658,311,9.764
-0.035904,0.897599,0.0266059,359,10.282
-0.0350064,1.7952,0.0257226,246,9.597
-0.0188496,0.897599,0.0301453,359,10.464
-0.0170544,0,0.0464785,85,9.589
-0.00987359,0.897599,0.0405006,-44,10.122
-0.00538559,0.897599,0.0396356,-12,9.829
-0.0017952,0,0.0655802,37,10.176
0,0,0.0736332,-189,9.933
0.000897599,0.897599,0.0701122,-108,10.11
0.0026928,0.897599,0.0794608,-44,9.877
0.00538559,0.897599,0.0864002,-76,10.102
0.0107712,0.897599,0.0974489,-253,9.908
0.0260304,0.897599,0.0829766,-189,10.662
0.0350064,0.897599,0.0872037,-140,9.429
0.0448799,0.897599,0.0942725,-173,10.106
0.0457775,0.897599,0.0850406,-382,9.836
0.0520607,0,0.125124,-431,10.298
0.0538559,0,0.112589,-511,9.555
0.0556511,0,0.107224,-527,10.286
0.0556511,0,0.127686,-398,9.859
0.0565487,0,0.124402,-463,10.245
0.0583439,0.897599,0.131917,-463,9.695
0.0628319,0,0.125227,-431,10.12
0.0753983,0.897599,0.136576,-398,10.259
0.0843743,0.897599,0.12276,-511,9.897
0.0861695,0.897599,0.126459,-447,10.363
0.0942479,0.897599,0.130423,-576,9.557
0.0987359,0.897599,0.126866,-688,9.849
0.102326,0,0.152299,-721,10.158
0.102326,0,0.151467,-801,9.81
0.102326,0.897599,0.154537,-833,10.199
0.103224,0,0.169634,-721,9.8
0.104121,0,0.171751,-688,10.072
0.106814,0.897599,0.165205,-753,10.197
0.110405,0,0.151617,-624,10.142
0.114893,0.897599,0.157337,-640,9.604
0.120278,0.897599,0.156849,-737,10.129
0.125664,0.897599,0.143533,-656,9.822
0.129254,0.897599,0.169571,-769,10.158
0.131947,0,0.176523,-785,9.848
0.133742,0,0.178013,-849,10.321
0.133742,0,0.176575,-849,9.637
0.137333,0.897599,0.169776,-769,10.332
0.137333,0,0.175739,-753,9.705
0.140923,0.897599,0.180557,-721,10.154
0.144513,0,0.16493,-833,9.891
0.149001,0,0.17225,-721,10.117
0.152592,0,0.161437,-801,9.834
