q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.192984,0,-0.0130988,278,22.015
-0.192984,0,-0.0150301,278,0.203
-0.193881,0,-0.0142196,246,5.825
-0.194779,0,-0.0234794,214,10.008
-0.194779,0,-0.0204948,133,10.036
-0.194779,0,-0.0257099,343,9.515
-0.194779,0,-0.0243011,311,10.176
-0.194779,0,-0.0158039,278,9.82
-0.194779,0,-0.0291894,198,10.054
-0.194779,0,-0.0192398,278,10.114
-0.194779,0,-0.0161891,343,9.915
-0.194779,0,-0.0236928,375,9.907
-0.194779,0,-0.0172643,407,10.083
-0.194779,0,-0.0288091,440,10.626
-0.194779,0,-0.0230613,472,9.794
-0.194779,0,-0.0275997,472,9.531
-0.194779,0,-0.0267654,472,10.083
-0.194779,0,-0.0221446,536,9.95
-0.194779,0,-0.0342235,568,10.358
-0.194779,0,-0.0255284,552,9.561
-0.193881,0,-0.0324857,601,10.082
-0.193881,0,-0.0374925,601,9.973
-0.192984,0,-0.0278725,649,10.358
-0.192086,0,-0.040225,633,9.647
-0.190291,0,-0.0359114,665,10.094
-0.188496,0,-0.0355925,681,9.846
-0.186701,0,-0.0347863,665,10.406
-0.18311,0.897599,-0.0378642,730,9.649
-0.178622,0.897599,-0.0354862,697,10.154
-0.165158,0.897599,-0.0114684,697,9.724
-0.156182,0.897599,-0.00869626,601,10.15
-0.145411,1.7952,-0.0028098,568,9.889
-0.144513,0.897599,0.0118395,407,10.115
-0.125664,0.897599,0.0135049,311,10.183
-0.124766,0.897599,0.0227164,133,9.826
-0.11579,0.897599,0.0156777,278,9.953
-0.108609,0,0.0321526,85,9.969
-0.0996335,0,0.0260876,117,10.49
-0.0996335,0,0.0272183,21,9.582
-0.0978383,0,0.0408229,182,10.106
-0.0951455,0,0.0451368,85,10.22
-0.0951455,0,0.0387471,117,9.675
-0.0942479,0.897599,0.0485856,53,10.362
-0.0933503,0,0.0370873,85,9.675
-0.0915551,0,0.0546863,101,10.211
-0.0888623,0.897599,0.0482474,-12,9.637
-0.0852719,0.897599,0.0390596,69,10.12
-0.0807839,0.897599,0.060261,214,10.085
-0.0682175,0.897599,0.0533166,101,10.151
-0.0673199,0.897599,0.0598739,-28,9.703
-0.0592415,0.897599,0.0531749,-12,10.597
-0.0520607,0.897599,0.0659765,-76,9.389
-0.0457775,0.897599,0.0738698,-76,9.908
-0.0394943,0,0.0637261,-140,10.152
-0.0341088,0.897599,0.0964209,-173,10.138
-0.0296208,0.897599,0.0795023,-269,9.825
-0.0242352,0,0.0829693,-140,9.983
-0.0206448,0.897599,0.109315,-302,10.015
-0.0116688,0,0.104408,-318,10.272
-0.0116688,0.897599,0.104773,-286,9.753
-0.00628319,0.897599,0.107601,-334,10.046
-0.000897599,0.897599,0.107192,-302,9.94
0.0035904,0,0.100384,-398,10.065
0.00897599,0.897599,0.111102,-447,9.857
0.013464,0.897599,0.109253,-431,10.309
0.0188496,0.897599,0.121957,-334,9.751
0.0233376,0,0.126254,-495,10.169
0.0278256,0,0.123041,-495,9.856
0.0350064,0.897599,0.126623,-527,10.141
0.0394943,0.897599,0.126008,-431,9.963
0.0394943,0.897599,0.134224,-463,9.89
0.0439823,0,0.139043,-624,9.918
0.0466751,0,0.145862,-624,10.141
0.0502655,0.897599,0.130077,-592,9.953
0.0529583,0.897599,0.143066,-479,10.073
0.0583439,0,0.138674,-463,10.129
0.0637295,0,0.148806,-624,9.824
0.0700127,0.897599,0.144263,-624,9.927
0.0771935,0.897599,0.133098,-559,9.972
0.0843743,0.897599,0.154949,-592,10.107
0.0915551,0.897599,0.151869,-721,9.924
0.0978383,0.897599,0.163625,-769,9.94
0.102326,0,0.178246,-785,10.065
0.106814,0.897599,0.172896,-866,10.038
0.110405,0,0.175289,-898,10.231
0.114893,0,0.180081,-785,9.949
0.118483,0.897599,0.177397,-914,9.899
0.122073,0,0.173424,-817,10.391
0.126561,0,0.186719,-849,9.505
0.131049,0,0.196031,-978,10.24
0.135537,0.897599,0.180292,-849,9.779
0.140923,0.897599,0.187463,-833,10.005
0.147206,0.897599,0.200169,-882,10.078
0.152592,0,0.19864,-978,9.995
0.15708,0,0.202971,-1075,10.119
0.159773,0.897599,0.197655,-1123,9.705
0.162465,0,0.192914,-1027,10.156
0.165158,0,0.215853,-1011,9.808
0.166056,0.897599,0.194855,-1107,10.102
0.167851,0,0.199993,-1027,10.065
0.168749,0,0.209094,-1011,9.989
0.169646,0,0.195417,-1107,9.916
0.171441,0,0.198075,-978,10.161
0.173237,0.897599,0.190919,-946,9.821
0.175032,0.897599,0.192138,-946,10.395
0.180417,0,0.203355,-946,9.8
0.180417,0,0.196498,-1043,9.948
0.181315,0,0.189983,-1027,10.01
0.182213,0,0.178317,-914,9.905
0.18311,0,0.178428,-946,9.934
0.18311,0,0.181193,-930,10.41
0.18311,0,0.181549,-914,9.858
0.18311,0,0.190634,-930,9.846
0.184008,0,0.180876,-882,9.99
0.184905,0,0.182886,-849,10.166
0.186701,0,0.177565,-849,9.821
0.189393,0,0.171324,-882,9.981
0.191189,0,0.176713,-817,9.956
0.192984,0,0.168346,-849,10.146
0.193881,0,0.176382,-817,9.907
0.193881,0,0.17336,-849,10.1
0.194779,0,0.172683,-866,9.904
0.194779,0,0.18124,-849,10.313
0.194779,0,0.169075,-849,9.785
0.194779,0,0.176585,-849,10.535
0.194779,0,0.174167,-849,9.386
0.194779,0,0.16773,-817,10.217
0.195677,0,0.172966,-801,9.748
0.195677,0,0.161946,-817,10.045
0.195677,0,0.170323,-817,10.114
0.196574,0,0.168428,-785,9.861
0.196574,0,0.164954,-785,9.995
0.197472,0,0.170273,-785,10.123
0.199267,0,0.163101,-753,10.026
0.200165,0,0.167052,-721,10.14
0.20196,0,0.164462,-753,9.66
0.202857,0,0.162059,-801,10.179
0.204653,0,0.167875,-753,9.866
0.204653,0,0.157759,-785,10.075
0.20555,0,0.16794,-769,10.938
0.20555,0,0.159938,-833,9.121
0.20555,0,0.158467,-785,10.059
0.20555,0,0.171181,-817,10.061
0.20555,0,0.161969,-753,9.8
0.20555,0,0.165882,-753,10.042
0.20555,0,0.167158,-721,10.01
0.20555,0,0.160297,-753,10.019
0.206448,0,0.165894,-737,9.935
0.207345,0,0.158879,-753,9.904
0.208243,0,0.165668,-737,10.581
0.209141,0,0.161857,-721,9.494
0.210038,0.897599,0.160491,-721,10.215
0.210936,0,0.16589,-753,9.785
0.210936,0,0.160017,-753,9.99
0.210936,0,0.162632,-882,10.764
0.210936,0,0.157881,-785,11.109
0.211833,0,0.162462,-753,8.533
0.211833,0,0.168565,-769,10.089
0.211833,0,0.158902,-753,9.928
0.211833,0,0.166297,-785,11.546
0.212731,0,0.160587,-769,8.917
0.213629,0,0.157297,-753,10.183
0.213629,0,0.162581,-753,9.386
0.214526,0,0.146705,-753,9.49
0.214526,0,0.150735,-737,10.317
0.214526,0,0.152451,-753,9.811
0.214526,0,0.15468,-753,9.934
0.214526,0,0.163941,-785,10.129
0.214526,0,0.153189,-737,9.997
0.214526,0,0.160098,-769,9.929
0.214526,0,0.156125,-785,10.047
0.214526,0,0.146878,-721,9.958
0.214526,0,0.155035,-785,10.13
0.214526,0,0.145253,-769,9.836
0.214526,0,0.154175,-753,10.061
0.214526,0,0.150451,-688,9.926
0.214526,0,0.149818,-753,10.075
0.214526,0,0.155663,-753,9.883
0.214526,0,0.144949,-737,10.052
0.214526,0,0.148452,-721,9.997
0.214526,0,0.142906,-721,10.002
0.214526,0,0.140741,-753,9.929
0.214526,0,0.147861,-721,10.206
0.214526,0,0.137988,-721,9.815
0.214526,0,0.146595,-721,10.035
0.214526,0,0.142182,-721,10.085
0.214526,0,0.139512,-721,9.94
0.214526,0,0.147976,-721,9.927
0.214526,0,0.136051,-769,10.209
0.214526,0,0.140591,-769,9.856
0.214526,0,0.142605,-753,10.172
0.214526,0,0.13807,-721,9.896
0.214526,0,0.144606,-753,10.527
0.214526,0,0.136895,-753,9.398
0.214526,0,0.142633,-721,10.031
0.214526,0,0.142199,-737,9.974
0.214526,0,0.139239,-721,9.948
0.214526,0,0.14633,-721,10.007
0.214526,0,0.134198,-753,10.024
0.214526,0,0.141643,-721,10.006
0.214526,0,0.143258,-721,10.088
0.214526,0,0.13656,-737,10.219
0.214526,0,0.143923,-769,9.84
0.214526,0,0.133024,-688,9.808
