q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.195677,0,-0.110341,907,14.118
-0.195677,0,-0.110341,907,1.737
-0.195677,0,-0.116692,955,9.908
-0.195677,0,-0.122249,955,10.464
-0.195677,0,-0.119042,955,9.595
-0.195677,0,-0.124787,939,9.977
-0.195677,0,-0.124553,923,9.893
-0.195677,0,-0.112504,923,10.05
-0.195677,0,-0.124373,939,10.37
-0.195677,0,-0.113688,923,9.796
-0.195677,0,-0.117968,923,9.776
-0.195677,0,-0.123075,923,10.007
-0.195677,0,-0.114937,923,10.035
-0.195677,0,-0.125012,891,10.197
-0.195677,0,-0.112468,923,9.698
-0.195677,0,-0.112026,891,10.28
-0.195677,0,-0.105426,891,10.055
-0.195677,0,-0.0931345,891,9.845
-0.195677,0,-0.0984391,891,10.293
-0.195677,0,-0.0846058,923,9.676
-0.195677,0,-0.0883053,955,9.907
-0.195677,0,-0.0867432,923,10.157
-0.195677,0,-0.0711104,923,13.814
-0.195677,0,-0.0751964,923,6.435
-0.195677,0,-0.0598811,891,9.891
-0.193881,0.897599,-0.0582551,955,10.619
-0.192086,0,-0.0562282,907,9.034
-0.188496,0,-0.0321067,955,10.036
-0.182213,0.897599,-0.0501158,826,9.972
-0.174134,0.897599,-0.0526359,955,10.074
-0.163363,1.7952,-0.0563264,923,9.918
-0.152592,0.897599,-0.0349147,730,10.124
-0.141821,0.897599,-0.0143903,665,9.885
-0.131947,0.897599,-0.0158736,440,9.96
-0.119381,0,0.000383754,440,10.171
-0.118483,0,0.00815435,343,9.864
-0.114893,0,0.0126106,295,10.021
-0.111302,0,0.0284678,327,10.072
-0.105019,0,0.0208311,262,9.822
-0.105019,0.897599,0.0405013,278,10.116
-0.0996335,0.897599,0.0392064,246,10.049
-0.0834767,0.897599,0.0421793,262,10.298
-0.0727055,0.897599,0.0423664,37,9.696
-0.0718079,0.897599,0.0452606,198,9.931
-0.0601391,0,0.053748,-44,10.072
-0.0511631,0.897599,0.0508755,-173,9.931
-0.0457775,0,0.0618537,-76,10.01
-0.0412895,0.897599,0.0830291,-140,10.245
-0.0385968,0,0.0809138,-286,9.978
-0.0376992,0.897599,0.098797,-205,9.843
-0.035904,0.897599,0.105249,-334,10.017
-0.0341088,0.897599,0.110606,-237,9.986
-0.0278256,0.897599,0.107422,-302,9.939
-0.0215424,0.897599,0.103581,-269,10.142
-0.0107712,0.897599,0.106985,-269,9.81
0,0.897599,0.105191,-253,10.111
0.0116688,0.897599,0.085728,-350,9.834
0.0260304,0,0.109442,-318,10.321
0.026928,0,0.118423,-463,9.815
0.0323136,0,0.127626,-592,10.026
0.0323136,0,0.131194,-608,12.954
0.0323136,0,0.146863,-559,9.92
0.0332112,0,0.160791,-624,7.106
0.0394943,0.897599,0.162137,-608,9.97
0.040392,0.897599,0.156312,-559,9.951
0.0475727,0.897599,0.157093,-527,10.09
0.0592415,1.7952,0.149215,-672,9.898
0.0718079,0.897599,0.145929,-592,10.367
0.0825791,0.897599,0.146152,-624,9.689
0.0996335,0.897599,0.164296,-882,10.043
0.100531,0.897599,0.164164,-849,9.979
0.105019,0,0.19132,-914,10.223
0.106814,0,0.19586,-1059,9.944
0.106814,0,0.184032,-1075,10.007
0.106814,0,0.205126,-978,9.825
0.107712,0,0.196201,-946,10.09
0.110405,0,0.202186,-882,9.888
0.114893,0.897599,0.194591,-882,9.998
0.127459,0.897599,0.181989,-866,9.912
0.128357,0.897599,0.19447,-817,10.103
0.136435,0.897599,0.196728,-978,10.081
0.141821,0,0.199882,-1059,10.013
0.145411,0,0.200565,-1043,9.925
0.147206,0,0.186782,-1075,10.05
0.147206,0,0.196772,-946,10.317
0.147206,0,0.202157,-1011,9.645
0.147206,0,0.20286,-962,9.849
0.149001,0.897599,0.20832,-946,10.361
0.155285,0,0.200667,-962,9.797
0.155285,0,0.209106,-882,10.7
0.16067,0.897599,0.190629,-994,9.211
0.170544,0.897599,0.179765,-946,10.167
0.171441,0.897599,0.177915,-914,9.905
0.175929,0,0.19811,-1043,10.025
0.177725,0,0.20542,-1140,10.11
0.178622,0,0.195395,-1091,10.009
0.178622,0,0.200018,-1011,10.237
0.17952,0,0.210148,-1011,9.527
0.180417,0,0.194438,-978,10.056
0.18311,0,0.201752,-962,10.012
0.185803,0.897599,0.190622,-930,10.035
0.190291,0.897599,0.191643,-946,10.03
0.194779,0,0.204736,-962,9.847
0.198369,0.897599,0.198984,-1075,10.34
0.201062,0,0.195678,-1091,9.741
0.202857,0,0.206162,-1011,10.124
0.202857,0,0.203188,-1140,10.074
0.203755,0,0.20846,-1011,9.753
0.204653,0,0.204459,-1043,10.052
0.20555,0,0.205671,-1043,9.974
0.208243,0,0.200456,-978,9.936
0.210936,0,0.197765,-978,10.118
0.214526,0,0.203941,-978,10.079
0.219014,0.897599,0.192356,-946,9.971
0.222605,0,0.198012,-978,9.957
0.225297,0,0.211707,-1011,10.178
0.226195,0,0.196994,-1140,9.935
0.226195,0,0.201992,-1075,10.029
0.226195,0,0.208053,-1075,10.146
0.226195,0,0.217002,-1043,9.902
0.227093,0,0.213931,-1043,9.896
0.22799,0,0.212649,-1011,10.291
0.233376,0,0.218919,-1011,14.453
0.235171,0.897599,0.214647,-994,5.663
0.237864,0,0.214079,-978,9.97
0.240556,0.897599,0.209892,-1011,9.861
0.243249,0,0.20747,-1172,10.242
0.245942,0,0.22622,-1043,9.776
0.24684,0,0.21753,-1172,9.63
0.248635,0,0.217245,-1107,10.132
0.25043,0,0.215204,-1107,9.839
0.253123,0,0.212213,-1059,10.073
0.255816,0.897599,0.220138,-1091,9.989
0.257611,0,0.208209,-1123,9.908
0.260304,0,0.231958,-1107,10.13
0.262099,0,0.218854,-1236,10.352
0.262099,0,0.21501,-1123,9.767
0.262099,0,0.22917,-1140,9.88
0.262996,0,0.211784,-1107,9.879
0.263894,0,0.220505,-1140,9.99
0.264792,0,0.21832,-1107,10.068
0.267484,0,0.215034,-1107,10.029
0.267484,0,0.220617,-1107,9.859
0.26928,0,0.215259,-1123,10.088
0.271075,0,0.219647,-1091,9.994
0.273768,0.897599,0.209236,-1107,10.363
0.275563,0.897599,0.212947,-1140,9.667
0.277358,0,0.229412,-1107,10.076
0.278256,0,0.214761,-1220,10.03
0.278256,0,0.217295,-1252,9.929
0.278256,0,0.219283,-1172,9.97
0.278256,0,0.21721,-1140,10.148
0.280051,0,0.225094,-1140,9.76
0.280948,0,0.214603,-1123,10.215
0.282744,0,0.219437,-1156,10.103
0.287232,0,0.209781,-1107,10.175
0.287232,0,0.210879,-1123,9.654
0.288129,0,0.221629,-1172,9.993
0.289924,0,0.212997,-1156,9.959
0.289924,0,0.22025,-1156,10.142
0.290822,0.897599,0.219539,-1140,9.927
0.29172,0,0.219748,-1172,10.361
0.292617,0,0.237907,-1140,9.582
0.292617,0,0.219497,-1268,10.013
0.293515,0,0.222496,-1156,9.907
0.294412,0,0.219026,-1172,10.314
0.29531,0,0.211748,-1140,9.686
0.296208,0,0.213891,-1140,10.085
0.296208,0,0.197331,-1172,10.164
0.296208,0,0.214446,-1172,9.919
0.296208,0,0.212083,-1172,10.22
0.296208,0,0.214242,-1204,9.814
0.296208,0,0.22265,-1156,9.958
0.296208,0,0.213845,-1172,10.002
0.297105,0,0.22176,-1172,9.957
0.297105,0,0.217143,-1156,10.078
0.2989,0,0.214546,-1156,9.986
0.299798,0,0.220333,-1123,10.008
0.300696,0,0.210201,-1123,10.058
0.301593,0,0.218664,-1140,9.866
0.302491,0,0.215406,-1140,9.959
0.302491,0,0.217893,-1140,10.103
