,q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
0,-0.15708,0.897599,-0.0496815,490,86.804
1,-0.15708,0.897599,-0.0496815,490,0.101
2,-0.15708,0.897599,-0.0496815,490,0.064
3,-0.15708,0.897599,-0.0496815,490,0.082
4,-0.15708,0.0,-0.0496815,490,0.078
5,-0.15708,0.0,-0.0496815,490,0.059
6,-0.15708,0.0,-0.0496815,490,0.052
7,-0.15708,0.0,-0.049629,490,0.323
8,-0.156182,0.0,-0.049629,490,0.603
9,-0.156182,0.0,-0.0487767,442,12.01
10,-0.156182,0.0,-0.0505495,474,8.752
11,-0.156182,0.897599,-0.0468874,507,8.83
12,-0.155285,0.0,-0.0490175,458,10.419
13,-0.155285,0.0,-0.0467802,458,9.728
14,-0.154387,0.0,-0.0489002,490,9.688
15,-0.154387,0.0,-0.0448184,426,10.676
16,-0.153489,0.0,-0.0454457,458,9.514
17,-0.151694,0.0,-0.0511637,490,9.92
18,-0.151694,0.0,-0.0506557,523,9.922
19,-0.148104,0.897599,-0.0499224,523,10.049
20,-0.148104,0.0,-0.054738,474,9.993
21,-0.145411,0.897599,-0.0474478,490,10.045
22,-0.142718,0.0,-0.0550308,458,10.187
23,-0.140025,0.0,-0.0554637,490,9.788
24,-0.137333,0.0,-0.0593374,426,10.189
25,-0.13464,0.0,-0.0601599,490,9.726
26,-0.133742,0.0,-0.0560481,458,10.101
27,-0.132845,0.0,-0.0668316,474,10.116
28,-0.132845,0.0,-0.0672079,458,10.121
29,-0.132845,0.0,-0.071781,410,9.719
30,-0.132845,0.0,-0.0671042,442,10.126
31,-0.132845,0.0,-0.0626542,426,10.074
32,-0.132845,0.0,-0.0650893,474,10.03
33,-0.132845,0.0,-0.0608905,458,9.849
34,-0.132845,0.0,-0.0600321,507,10.11
35,-0.132845,0.0,-0.0605447,507,9.813
36,-0.132845,0.0,-0.0531166,490,10.042
37,-0.132845,0.0,-0.0560077,507,10.072
38,-0.132845,0.0,-0.0538818,490,9.919
39,-0.131947,0.0,-0.0511039,490,10.001
40,-0.130152,0.897599,-0.0540438,523,10.114
41,-0.126561,0.897599,-0.0502708,507,9.786
42,-0.122971,0.897599,-0.0426926,507,10.221
43,-0.117585,0.897599,-0.040985,490,9.789
44,-0.111302,0.897599,-0.0376209,458,10.15
45,-0.103224,0.897599,-0.0303087,426,9.922
46,-0.0942479,1.7952,-0.0241854,345,10.091
47,-0.0834767,1.7952,-0.0204069,297,9.938
48,-0.0736031,0.897599,-0.00863392,233,9.983
49,-0.0628319,0.897599,-0.0103575,55,9.969
50,-0.0457775,0.897599,0.00805579,39,10.327
51,-0.0448799,0.0,0.0228701,-25,9.615
52,-0.0368016,0.0,0.0352549,-106,10.706
53,-0.0305184,0.0,0.039535,-267,9.341
54,-0.0260304,0.897599,0.0404144,-122,9.951
55,-0.0215424,0.897599,0.0437527,-283,9.974
56,-0.0170544,0.897599,0.0621163,-235,10.036
57,-0.0125664,0.897599,0.0626379,-380,10.037
58,-0.00897599,0.897599,0.0665689,-444,9.956
59,-0.00538559,0.0,0.072406,-364,10.024
60,-0.000897599,0.897599,0.069433,-412,10.02
61,0.0026928,0.0,0.0695086,-412,9.955
62,0.00718079,0.897599,0.069118,-380,10.297
63,0.013464,0.0,0.0772265,-476,9.654
64,0.0188496,0.897599,0.0768887,-412,10.062
65,0.0323136,0.897599,0.0798942,-541,10.099
66,0.0341088,0.897599,0.089647,-444,10.026
67,0.0421871,0.897599,0.0954906,-589,9.871
68,0.0493679,0.897599,0.102701,-686,10.192
69,0.0637295,0.897599,0.10485,-670,10.002
70,0.0646271,0.897599,0.109326,-815,9.807
71,0.0718079,0.897599,0.106524,-783,9.928
72,0.0816815,0.897599,0.127111,-863,10.405
73,0.0816815,0.0,0.128208,-863,9.669
74,0.0852719,0.0,0.135255,-863,10.121
75,0.0879647,0.0,0.131837,-992,9.873
76,0.0897599,0.897599,0.132544,-895,10.253
77,0.0915551,0.0,0.132173,-879,9.854
78,0.0924527,0.0,0.139988,-895,10.186
79,0.0933503,0.0,0.137183,-928,9.759
80,0.0951455,0.0,0.132578,-879,10.166
81,0.102326,0.897599,0.13449,-766,9.838
82,0.102326,0.897599,0.130901,-815,10.092
83,0.108609,0.897599,0.137922,-799,9.951
84,0.122073,0.897599,0.138662,-911,10.073
85,0.123869,0.897599,0.136738,-863,9.85
86,0.131947,0.897599,0.142078,-928,10.193
87,0.147206,0.0,0.143294,-1056,10.266
88,0.148104,0.0,0.146275,-1024,9.524
89,0.153489,0.0,0.154249,-1089,9.953
90,0.15708,0.0,0.153434,-1121,10.089
91,0.158875,0.0,0.144007,-1089,9.945
92,0.158875,0.0,0.145003,-1153,10.178
93,0.158875,0.0,0.152072,-1121,9.891
94,0.158875,0.0,0.163689,-1121,10.107
95,0.158875,0.0,0.165688,-1169,9.884
96,0.158875,0.0,0.169554,-1089,10.155
97,0.161568,0.0,0.165344,-1056,9.789
98,0.161568,0.0,0.164499,-1056,10.023
99,0.164261,0.897599,0.16308,-1056,9.909
100,0.172339,0.0,0.162698,-1024,10.483
101,0.172339,0.897599,0.161752,-1024,9.666
102,0.182213,0.897599,0.165071,-1056,10.395
103,0.18311,0.897599,0.169523,-1073,9.552
104,0.187598,0.897599,0.178886,-1121,9.949
105,0.192086,0.0,0.180038,-1201,10.08
106,0.195677,0.897599,0.182069,-1185,9.953
107,0.200165,0.897599,0.177285,-1250,10.029
108,0.203755,0.897599,0.181202,-1218,9.958
109,0.209141,0.0,0.182611,-1234,9.97
110,0.209141,0.0,0.18128,-1250,10.161
111,0.210038,0.0,0.176348,-1266,9.938
112,0.210936,0.0,0.168968,-1234,10.33
113,0.210936,0.0,0.174341,-1250,9.669
114,0.210936,0.0,0.183276,-1218,10.031
115,0.210936,0.0,0.1828,-1218,9.959
116,0.210936,0.0,0.183836,-1218,10.045
117,0.211833,0.897599,0.181425,-1185,10.09
118,0.214526,0.0,0.181224,-1185,9.944
119,0.218117,0.0,0.175957,-1185,9.874
120,0.222605,0.0,0.175236,-1201,10.118
121,0.231581,0.897599,0.172577,-1185,10.322
122,0.234273,0.0,0.174253,-1121,10.914
123,0.236966,0.0,0.183743,-1185,8.692
124,0.239659,0.0,0.180234,-1346,10.074
125,0.241454,0.897599,0.183589,-1314,9.801
126,0.242352,0.0,0.191056,-1314,10.14
127,0.242352,0.0,0.191702,-1314,10.0
128,0.242352,0.0,0.190489,-1346,10.035
129,0.242352,0.0,0.187819,-1314,10.172
130,0.242352,0.0,0.187009,-1282,9.878
131,0.243249,0.0,0.186584,-1282,9.959
132,0.244147,0.897599,0.182074,-1282,9.933
133,0.245044,0.0,0.186251,-1234,10.022
134,0.245942,0.0,0.192732,-1250,10.248
135,0.247737,0.0,0.187955,-1282,9.694
136,0.248635,0.897599,0.190732,-1218,10.308
137,0.251328,0.0,0.189679,-1250,9.829
138,0.254918,0.0,0.195403,-1266,10.32
139,0.258508,0.0,0.189538,-1314,9.576
140,0.262099,0.897599,0.19347,-1234,10.084
141,0.265689,0.897599,0.197659,-1282,9.811
142,0.26928,0.897599,0.200926,-1314,10.199
143,0.271972,0.0,0.206747,-1379,10.031
144,0.27287,0.0,0.205494,-1411,9.922
145,0.27287,0.0,0.198398,-1443,9.999
146,0.27287,0.0,0.199187,-1379,10.09
147,0.27287,0.0,0.205506,-1411,9.85
148,0.27287,0.0,0.206774,-1379,10.132
149,0.273768,0.0,0.205385,-1346,9.976
150,0.273768,0.0,0.209241,-1379,9.935
151,0.273768,0.897599,0.211663,-1346,9.91
152,0.274665,0.0,0.20985,-1346,10.22
153,0.275563,0.0,0.213101,-1314,9.723
154,0.277358,0.897599,0.206721,-1363,10.233
155,0.280051,0.0,0.203056,-1282,10.085
156,0.283641,0.0,0.209968,-1282,9.884
157,0.290822,0.0,0.205503,-1379,10.694
158,0.294412,0.0,0.202741,-1379,9.278
159,0.294412,0.0,0.211039,-1411,9.969
160,0.297105,0.0,0.212692,-1411,10.011
161,0.2989,0.0,0.211532,-1443,10.187
162,0.2989,0.0,0.20804,-1443,9.919
163,0.299798,0.0,0.206939,-1443,10.267
164,0.299798,0.0,0.198637,-1475,9.875
165,0.299798,0.0,0.192511,-1443,9.731
166,0.299798,0.0,0.189619,-1475,10.073
167,0.299798,0.0,0.181814,-1443,9.923
168,0.299798,0.0,0.188461,-1459,10.012
169,0.299798,0.0,0.196121,-1443,9.996
170,0.299798,0.0,0.19805,-1443,10.028
171,0.299798,0.0,0.205862,-1427,10.165
172,0.299798,0.0,0.213438,-1443,9.968
173,0.299798,0.0,0.217954,-1411,9.842
174,0.299798,0.0,0.217917,-1443,10.077
175,0.300696,0.0,0.210956,-1459,9.955
176,0.300696,0.0,0.21211,-1395,10.112
177,0.301593,0.0,0.207814,-1395,9.918
178,0.302491,0.0,0.196537,-1411,9.965
179,0.302491,0.0,0.186571,-1395,10.139
180,0.302491,0.0,0.175211,-1379,9.919
181,0.302491,0.0,0.170525,-1379,9.95
182,0.302491,0.0,0.170083,-1379,10.186
183,0.302491,0.0,0.175233,-1379,9.727
184,0.302491,0.0,0.17687,-1379,10.083
185,0.302491,0.0,0.174075,-1411,10.061
186,0.302491,0.0,0.175065,-1363,9.92
187,0.302491,0.0,0.166681,-1379,9.987
188,0.302491,0.0,0.163279,-1443,10.162
189,0.302491,0.0,0.156773,-1411,9.914
190,0.302491,0.0,0.15553,-1411,10.061
191,0.302491,0.0,0.153945,-1411,9.852
192,0.302491,0.0,0.154309,-1443,10.076
193,0.302491,0.0,0.157734,-1411,10.047
194,0.302491,0.0,0.159044,-1427,10.515
195,0.302491,0.0,0.162303,-1443,9.606
196,0.302491,0.0,0.166638,-1427,9.768
197,0.302491,0.0,0.16618,-1443,10.024
198,0.302491,0.0,0.165882,-1443,10.234
199,0.302491,0.0,0.163172,-1491,9.828
200,0.302491,0.0,0.157674,-1475,10.121
201,0.302491,0.0,0.157321,-1459,9.825
202,0.302491,0.0,0.154497,-1459,10.165
203,0.301593,0.0,0.157139,-1475,9.77
204,0.301593,0.0,0.159438,-1475,10.404
205,0.301593,0.0,0.158195,-1459,9.709
206,0.301593,0.0,0.161667,-1508,9.957
207,0.301593,0.0,0.158581,-1491,9.985
208,0.301593,0.0,0.158422,-1475,9.982
209,0.301593,0.0,0.154428,-1475,9.994
210,0.301593,0.0,0.152398,-1508,10.059
211,0.301593,0.0,0.152121,-1475,9.908
212,0.299798,0.0,0.152749,-1475,10.2
213,0.299798,0.0,0.152767,-1508,9.755
214,0.299798,0.0,0.152687,-1540,10.171
215,0.2989,0.0,0.156144,-1508,9.974
216,0.2989,0.0,0.163725,-1524,10.228
217,0.2989,0.0,0.163924,-1524,9.703
218,0.2989,0.0,0.164548,-1491,10.196
219,0.2989,0.0,0.159239,-1508,9.807
220,0.2989,0.0,0.15488,-1508,10.043
221,0.2989,0.0,0.153844,-1508,9.971
222,0.2989,0.0,0.151694,-1508,11.775
223,0.2989,0.0,0.154447,-1459,8.256
224,0.2989,0.0,0.154952,-1508,10.058
225,0.2989,0.0,0.157141,-1540,9.89
226,0.2989,0.0,0.160965,-1491,10.015
227,0.2989,0.0,0.16279,-1540,10.009
228,0.2989,0.0,0.164189,-1475,9.989
229,0.298003,0.0,0.160634,-1556,10.503
230,0.298003,0.0,0.158883,-1491,9.699
231,0.298003,0.0,0.156682,-1508,10.401
232,0.298003,0.0,0.151703,-1540,9.831
233,0.298003,0.0,0.152512,-1524,9.494
234,0.298003,0.0,0.155907,-1540,10.159
235,0.298003,0.0,0.154329,-1508,9.918
236,0.298003,0.0,0.159698,-1540,10.018
237,0.298003,0.0,0.156475,-1540,9.976
238,0.298003,0.0,0.15671,-1556,10.356
239,0.298003,0.0,0.155632,-1540,9.62
240,0.298003,0.0,0.153893,-1572,10.091
241,0.297105,0.0,0.156059,-1508,10.025
242,0.297105,0.0,0.153678,-1540,9.997
243,0.297105,0.0,0.151588,-1572,9.909
244,0.297105,0.0,0.152508,-1524,10.359
245,0.296208,0.0,0.153479,-1540,9.646
246,0.296208,0.0,0.15575,-1540,10.023
247,0.296208,0.0,0.154988,-1572,9.969
248,0.296208,0.0,0.160617,-1508,10.197
249,0.296208,0.0,0.163217,-1556,9.798
250,0.296208,0.0,0.16065,-1572,10.221
251,0.296208,0.0,0.161788,-1572,9.825
252,0.296208,0.0,0.158527,-1491,10.076
253,0.296208,0.0,0.158696,-1540,9.975
254,0.296208,0.0,0.156202,-1524,9.948
255,0.296208,0.0,0.155858,-1572,10.003
256,0.296208,0.0,0.157603,-1540,10.044
257,0.29531,0.0,0.155285,-1572,9.932
258,0.29531,0.0,0.159274,-1540,10.17
259,0.29531,0.0,0.161031,-1540,9.888
260,0.29531,0.0,0.15824,-1540,10.044
261,0.29531,0.0,0.157848,-1556,9.881
262,0.29531,0.0,0.154991,-1572,10.156
263,0.29531,0.0,0.154176,-1508,9.808
264,0.29531,0.0,0.152875,-1508,10.1
265,0.29531,0.0,0.14951,-1540,9.981
266,0.29531,0.0,0.152311,-1556,10.649
267,0.29531,0.0,0.151753,-1540,9.359
268,0.29531,0.0,0.155031,-1540,10.755
269,0.294412,0.0,0.153895,-1540,9.191
270,0.294412,0.0,0.155526,-1540,10.007
271,0.294412,0.0,0.157206,-1572,9.981
272,0.294412,0.0,0.15582,-1524,10.103
273,0.294412,0.0,0.157566,-1540,10.084
274,0.294412,0.0,0.154976,-1588,9.79
275,0.294412,0.0,0.1548,-1540,10.052
276,0.294412,0.0,0.157161,-1572,10.031
277,0.294412,0.0,0.155352,-1572,9.948
278,0.294412,0.0,0.159183,-1556,10.171
279,0.294412,0.0,0.161381,-1572,9.824
280,0.294412,0.0,0.15956,-1572,10.096
281,0.294412,0.0,0.162098,-1524,10.008
282,0.294412,0.0,0.159155,-1540,10.276
