,q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
0,-0.210038,0.0,-0.0425398,313,10.707
1,-0.210038,0.0,-0.0454958,313,9.274
2,-0.210038,0.0,-0.0473964,184,8.566
3,-0.210038,0.0,-0.0464836,378,9.445
4,-0.210038,0.0,-0.0445997,184,10.171
5,-0.210038,0.0,-0.0455727,329,9.787
6,-0.210038,0.0,-0.0398222,184,10.043
7,-0.210038,0.0,-0.0405889,184,10.137
8,-0.210038,0.0,-0.0361038,329,9.874
9,-0.210038,0.0,-0.034947,184,10.003
10,-0.210038,0.0,-0.0364142,168,9.932
11,-0.210038,0.0,-0.0318765,184,10.405
12,-0.210038,0.0,-0.0304899,313,9.65
13,-0.210038,0.0,-0.0282592,168,9.948
14,-0.210038,0.0,-0.0259553,281,10.505
15,-0.210038,0.0,-0.0277066,217,9.543
16,-0.210038,0.0,-0.0251229,184,10.504
17,-0.209141,0.0,-0.0211384,265,9.389
18,-0.208243,0.0,-0.0201589,345,10.127
19,-0.20555,0.0,-0.0169198,297,9.872
20,-0.202857,0.897599,-0.0151222,233,10.072
21,-0.198369,0.897599,-0.0121686,249,10.044
22,-0.192984,0.0,-0.00687515,217,9.959
23,-0.185803,0.897599,0.00573866,152,10.012
24,-0.170544,1.7952,0.0135318,184,10.08
25,-0.16067,0.897599,0.0152257,104,9.992
26,-0.149899,0.897599,0.03152,104,10.026
27,-0.140025,0.897599,0.0603327,-170,9.901
28,-0.13823,0.897599,0.0556513,-202,10.007
29,-0.117585,0.897599,0.0522135,-235,10.004
30,-0.106814,1.7952,0.0983876,-412,10.188
31,-0.104121,0.897599,0.0983876,-412,9.665
32,-0.0915551,1.7952,0.0835371,-525,10.008
33,-0.0762959,1.7952,0.0835371,-766,10.014
34,-0.0619343,1.7952,0.129249,-637,10.121
35,-0.0475727,0.897599,0.135583,-911,9.877
36,-0.0188496,1.7952,0.16807,-976,10.282
37,-0.0035904,1.7952,0.160478,-1024,9.96
38,0.0116688,1.7952,0.166227,-1169,9.86
39,0.0143616,1.7952,0.166227,-1411,10.093
40,0.0385968,0.897599,0.201486,-1508,9.952
41,0.040392,1.7952,0.22285,-1620,9.865
42,0.0502655,0.897599,0.255676,-1637,10.121
43,0.0610367,1.7952,0.259278,-1733,9.914
44,0.0709103,0.897599,0.262808,-1733,10.133
45,0.0807839,0.897599,0.277355,-1717,9.905
46,0.0906575,0.897599,0.280781,-1894,10.075
47,0.1122,0.897599,0.2781,-1798,9.805
48,0.113995,0.897599,0.279375,-1862,10.006
49,0.13823,1.7952,0.279375,-1910,10.061
50,0.145411,1.7952,0.279375,-2007,9.974
51,0.166953,0.897599,0.279375,-2007,10.754
52,0.177725,0.897599,0.317839,-2200,9.384
53,0.17952,0.897599,0.327237,-2217,9.936
54,0.186701,0.0,0.335484,-2345,9.961
55,0.191189,0.897599,0.332813,-2345,9.961
56,0.193881,0.0,0.331371,-2281,10.228
57,0.195677,0.0,0.33387,-2217,9.928
58,0.201062,0.0,0.32906,-2217,10.201
59,0.201062,0.897599,0.329978,-2120,9.741
60,0.20555,0.897599,0.318923,-2055,10.009
61,0.211833,0.897599,0.313326,-2039,9.914
62,0.220809,0.897599,0.30311,-1991,10.22
63,0.229785,0.897599,0.292528,-1975,9.771
64,0.240556,0.897599,0.293203,-1959,10.062
65,0.251328,0.897599,0.292588,-1991,10.136
66,0.261201,0.897599,0.29464,-1991,9.956
67,0.26928,0.897599,0.299564,-2055,9.829
68,0.273768,0.0,0.30102,-2136,10.307
69,0.275563,0.0,0.266711,-2152,9.866
70,0.275563,0.0,0.250968,-2168,10.136
71,0.275563,0.0,0.248051,-2055,9.786
72,0.275563,0.0,0.247727,-2055,10.238
73,0.275563,0.0,0.235796,-1927,9.798
74,0.275563,0.0,0.232531,-1927,9.995
75,0.275563,0.0,0.230564,-1846,10.001
76,0.275563,0.0,0.225017,-1798,10.08
77,0.275563,0.0,0.217517,-1765,9.889
78,0.275563,0.0,0.211244,-1701,10.038
79,0.275563,0.0,0.203374,-1669,9.964
80,0.275563,0.0,0.196476,-1620,10.087
81,0.275563,0.0,0.19665,-1572,9.914
82,0.275563,0.0,0.1952,-1556,10.211
83,0.275563,0.0,0.199553,-1459,9.865
84,0.275563,0.0,0.203233,-1459,10.071
85,0.275563,0.0,0.204496,-1395,9.864
86,0.275563,0.0,0.20573,-1346,10.184
87,0.275563,0.897599,0.20438,-1346,14.091
88,0.27646,0.0,0.200476,-1282,6.722
89,0.27646,0.0,0.19856,-1201,9.167
90,0.27646,0.0,0.186568,-1250,9.866
91,0.27646,0.0,0.182549,-1153,10.001
92,0.27646,0.0,0.186724,-1121,9.987
93,0.277358,0.0,0.173359,-1121,9.981
94,0.278256,0.0,0.174015,-1056,10.191
95,0.280051,0.0,0.168016,-1008,10.142
96,0.281846,0.0,0.167505,-992,9.85
97,0.283641,0.0,0.161039,-960,9.816
98,0.287232,0.0,0.159754,-960,9.961
99,0.289924,0.897599,0.154314,-976,10.074
100,0.292617,0.0,0.152175,-960,10.346
101,0.29531,0.0,0.155706,-960,9.549
102,0.296208,0.0,0.146538,-992,10.229
103,0.296208,0.0,0.134946,-960,9.876
104,0.296208,0.0,0.134813,-928,10.068
105,0.296208,0.0,0.139921,-928,9.891
106,0.296208,0.0,0.14663,-928,9.914
107,0.296208,0.0,0.142133,-911,10.261
108,0.296208,0.0,0.139446,-895,10.067
109,0.297105,0.0,0.13914,-879,9.787
110,0.297105,0.0,0.135016,-799,10.006
111,0.297105,0.0,0.133421,-831,9.953
112,0.298003,0.0,0.129126,-799,10.019
113,0.298003,0.0,0.124057,-734,10.049
114,0.2989,0.0,0.122583,-734,10.021
115,0.2989,0.0,0.114818,-766,9.944
116,0.2989,0.0,0.113955,-766,9.977
117,0.2989,0.0,0.112618,-750,10.005
118,0.2989,0.0,0.112605,-718,10.054
119,0.2989,0.0,0.113565,-686,9.954
120,0.2989,0.0,0.104577,-718,10.217
121,0.2989,0.0,0.105198,-670,9.879
122,0.2989,0.0,0.101252,-605,9.965
123,0.2989,0.0,0.0940655,-654,10.371
124,0.2989,0.0,0.0855478,-637,9.546
125,0.2989,0.0,0.0806057,-637,10.606
126,0.2989,0.0,0.0790955,-573,9.574
127,0.2989,0.0,0.0805515,-573,9.786
128,0.2989,0.0,0.0867191,-605,10.052
129,0.2989,0.0,0.0911863,-605,9.986
130,0.2989,0.0,0.089064,-492,9.955
131,0.2989,0.0,0.096696,-525,10.464
132,0.2989,0.0,0.100953,-525,10.106
133,0.2989,0.0,0.0993258,-589,9.691
134,0.2989,0.0,0.0988268,-476,9.968
135,0.299798,0.0,0.0972117,-509,9.862
136,0.300696,0.0,0.0936193,-509,10.01
137,0.301593,0.0,0.0933027,-476,10.397
138,0.303388,0.897599,0.0924114,-460,9.863
