q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.0736031,0,0.00980706,496,7.863
-0.0736031,0,-0.0265218,496,5.855
-0.0736031,0,0.00846323,496,11.975
-0.0736031,0,-0.0753076,480,8.17
-0.0736031,0,0.011699,480,9.453
-0.0736031,0,-0.0600753,513,9.94
-0.0736031,0,-0.0294682,480,10.198
-0.0736031,0,0.00777087,480,9.799
-0.0736031,0,-0.0799784,480,10.001
-0.0736031,0,0.00985672,513,10.005
-0.0736031,0,-0.0916478,480,10.028
-0.0736031,0,-0.032548,448,10.108
-0.0736031,0,-0.00301375,432,10.501
-0.0736031,0,-0.0908413,496,9.549
-0.0736031,0,-0.00460997,529,9.794
-0.0736031,0,-0.0938284,448,10.087
-0.0736031,0,-0.0494791,513,10.028
-0.0736031,0,-0.0106394,448,9.894
-0.0736031,0,-0.0986741,448,10.043
-0.0736031,0,-0.00808549,432,10.364
-0.0736031,0,-0.0797435,464,9.612
-0.0736031,0,-0.052712,448,10.105
-0.0736031,0,-0.0113224,480,9.898
-0.0736031,0,-0.101343,529,9.992
-0.0736031,0,-0.0124672,400,10.099
-0.0745007,0,-0.116135,448,9.993
-0.0745007,0,-0.0444862,464,10.061
-0.0753983,0,-0.0346923,448,10.127
-0.0762959,0,-0.0936527,513,10.044
-0.0771935,0,0.0042631,448,9.972
-0.0771935,0,-0.0874675,335,9.897
-0.0771935,0,-0.034414,335,9.783
-0.0771935,0,0.0219148,464,10.116
-0.0771935,0,-0.0512375,432,10.09
-0.0771935,0,0.0298164,432,9.918
-0.0753983,0,-0.0522641,480,9.998
-0.0727055,0,0.0370233,464,9.839
-0.0727055,0,0.0371227,480,9.962
-0.0664223,0.897599,-0.0156574,384,10.003
-0.0592415,1.7952,-0.0144003,400,10.072
-0.0332112,1.7952,0.0386881,448,10.101
-0.0161568,1.7952,0.0659113,255,9.793
-0.013464,1.7952,0.0566797,45,10.041
0.00538559,1.7952,0.0537443,-132,10.186
0.0233376,1.7952,0.145821,-374,10.014
0.040392,1.7952,0.129082,-358,9.859
0.0547535,0.897599,0.0945804,-470,9.982
0.0664223,1.7952,0.126543,-680,10.029
0.0861695,0.897599,0.129586,-857,10.156
0.0879647,0.897599,0.240021,-841,10.371
0.0978383,1.7952,0.157289,-1099,9.541
0.107712,1.7952,0.25671,-1083,9.939
0.120278,1.7952,0.174295,-1099,9.957
0.131049,0.897599,0.203096,-1260,10.188
0.141821,0.897599,0.294486,-1308,10.162
0.151694,0.897599,0.180568,-1389,9.596
0.159773,0.897599,0.268854,-1308,10.16
0.166953,0.897599,0.243287,-1421,9.967
0.173237,0.897599,0.233812,-1518,10.022
0.184008,0,0.320627,-1518,10.062
0.184905,0.897599,0.205987,-1566,9.937
0.189393,0.897599,0.314892,-1582,9.913
0.193881,0,0.266609,-1550,9.996
0.197472,0.897599,0.256036,-1647,9.984
0.206448,0.897599,0.326229,-1598,10.243
0.206448,0.897599,0.23083,-1453,9.878
0.215424,0,0.338721,-1582,12.405
0.218117,0.897599,0.224099,-1614,7.551
0.221707,0,0.333879,-1582,10.324
0.226195,0,0.337477,-1502,9.855
0.22799,0,0.20397,-1598,9.884
0.229785,0,0.27292,-1485,10.113
0.231581,0,0.26399,-1502,9.788
0.233376,0,0.247122,-1485,9.969
0.235171,0.897599,0.318089,-1453,10.325
0.238761,0,0.196267,-1437,9.825
0.243249,0.897599,0.263486,-1437,10.09
0.247737,0,0.221095,-1550,9.863
0.251328,0,0.244218,-1421,9.963
0.25402,0,0.2965,-1550,9.934
0.254918,0,0.185757,-1453,10.203
0.255816,0,0.262256,-1453,10.137
0.255816,0,0.271557,-1437,9.772
0.255816,0,0.217726,-1485,9.983
0.255816,0,0.315815,-1421,10.476
0.255816,0,0.187415,-1389,9.482
0.255816,0,0.261708,-1357,9.976
0.255816,0,0.281311,-1292,9.864
0.256713,0,0.215268,-1324,10.241
0.257611,0,0.290918,-1292,10.082
0.258508,0,0.179464,-1244,10.036
0.260304,0,0.26252,-1276,10.153
0.262099,0,0.239769,-1228,9.685
0.267484,0,0.246321,-1228,9.906
0.267484,0.897599,0.278396,-1276,10.082
0.271075,0,0.172067,-1260,9.922
0.273768,0,0.245203,-1260,10.145
0.275563,0,0.258318,-1357,9.987
0.275563,0,0.195496,-1276,10.04
0.275563,0,0.281337,-1292,9.968
0.275563,0,0.17526,-1228,10.009
0.27646,0,0.281648,-1260,9.987
0.277358,0,0.228641,-1244,9.999
0.280051,0.897599,0.208602,-1228,9.959
0.283641,0.897599,0.243069,-1195,10.016
0.287232,0,0.184232,-1195,10.036
0.29172,0,0.244911,-1357,10.139
0.293515,0,0.253507,-1357,9.781
0.294412,0,0.158808,-1276,10.079
0.294412,0,0.23654,-1292,10.205
0.294412,0,0.125827,-1292,9.759
0.294412,0,0.198741,-1340,10.108
0.294412,0,0.204212,-1324,9.981
0.294412,0,0.142645,-1324,9.872
0.293515,0,0.234908,-1357,10.112
0.293515,0,0.124048,-1276,9.926
0.293515,0,0.201616,-1292,10.331
0.292617,0,0.196351,-1276,9.727
0.290822,0,0.133405,-1324,10.053
0.287232,0,0.223544,-1324,10.051
0.287232,0,0.105917,-1292,9.843
0.285436,0,0.173281,-1244,10.432
0.282744,0,0.175971,-1228,9.518
0.281846,0,0.127605,-1228,9.992
0.281846,0,0.222785,-1228,10.088
0.281846,0,0.11173,-1212,9.915
0.281846,0,0.171751,-1115,10.106
0.281846,0,0.15716,-1163,9.891
0.281846,0,0.108818,-1212,10.061
0.280051,0,0.185852,-1195,9.859
0.277358,0,0.0842918,-1179,10.074
0.27287,0,0.139806,-1163,10.113
0.262099,-0.897599,0.101267,-1131,10.056
0.256713,0,0.207387,-1147,9.741
0.256713,0,0.202262,-1115,10.109
0.25402,0,0.104415,-905,10.054
0.25402,0,0.202583,-970,10.112
0.25402,0,0.178959,-921,9.817
0.25402,0,0.141015,-905,10.095
0.25402,0,0.235257,-938,9.838
0.25402,0,0.129404,-938,10.313
0.254918,0,0.196796,-938,9.774
0.254918,0,0.193449,-873,10.045
0.255816,0,0.15808,-938,9.938
0.256713,0.897599,0.237347,-954,10.119
0.257611,0.897599,0.128627,-905,9.768
0.258508,0,0.230443,-938,10.184
0.258508,0,0.209766,-1018,9.867
0.258508,0,0.141093,-1067,10.106
0.258508,0,0.236041,-986,9.958
0.258508,0,0.125723,-905,10.04
0.258508,0,0.197827,-986,9.945
0.258508,0,0.189131,-938,10.065
0.258508,0,0.165273,-905,9.948
0.259406,0,0.242769,-905,9.957
0.259406,0,0.13955,-905,10.244
0.260304,0,0.210974,-921,10.012
0.260304,0,0.167062,-905,10.082
0.260304,0,0.140131,-889,10.491
0.260304,0,0.225183,-873,9.222
0.260304,0,0.110666,-938,10.161
0.260304,0,0.196098,-905,9.864
0.260304,0,0.20995,-905,9.974
0.260304,0,0.160226,-905,9.986
0.260304,0,0.240117,-905,10.161
0.260304,0,0.123132,-857,9.908
0.260304,0,0.228635,-889,13.511
0.260304,0,0.163833,-905,6.468
0.260304,0,0.146699,-905,10.116
0.260304,0,0.235488,-921,9.852
0.260304,0,0.138088,-905,10.429
0.260304,0,0.217695,-954,9.567
0.260304,0,0.186743,-905,10.19
0.261201,0,0.157458,-873,9.835
0.262099,0,0.228559,-938,10.045
0.262996,0,0.124003,-905,10.031
0.262996,0,0.206401,-921,9.93
0.262996,0,0.164232,-873,9.971
0.262996,0,0.146275,-938,10.464
0.262996,0,0.23854,-905,9.476
0.262996,0,0.122522,-938,10.085
0.262996,0,0.214906,-905,10.107
0.262996,0,0.198441,-873,9.905
0.262996,0,0.150361,-921,9.859
0.262996,0,0.227068,-938,10.425
0.262996,0,0.105485,-905,9.612
0.262996,0,0.191571,-905,10.268
0.262996,0,0.175267,-938,9.83
0.262996,0,0.138873,-938,10.048
0.262996,0,0.217413,-938,9.92
0.262996,0,0.108841,-938,10.1
0.262996,0,0.219842,-938,10.174
0.262996,0,0.163333,-905,9.772
0.262996,0,0.146355,-938,10.607
0.262996,0,0.223238,-873,9.361
0.262996,0,0.103318,-938,10.907
0.262996,0,0.199148,-938,9.261
0.262996,0,0.145712,-921,9.928
0.262996,0,0.132639,-938,9.994
0.262996,0,0.22084,-905,10.081
0.262996,0,0.108182,-905,9.845
0.262996,0,0.191449,-905,9.941
0.262996,0,0.186952,-938,10.212
0.262996,0,0.144638,-921,9.809
0.262996,0,0.227644,-954,10.219
0.262996,0,0.118328,-938,9.85
0.262996,0,0.202154,-970,10.008
0.262996,0,0.15971,-921,10.026
0.262996,0,0.136797,-954,9.988
0.262996,0,0.222419,-938,9.948
0.262996,0,0.109788,-970,10.052
0.262996,0,0.19385,-921,9.918
0.262996,0,0.166745,-905,10.161
0.262996,0,0.141463,-970,9.835
0.262996,0,0.220767,-938,10.06
0.262996,0,0.109587,-954,9.935
0.262996,0,0.186603,-938,10.047
0.262996,0,0.162164,-905,9.961
0.262996,0,0.140974,-970,10.144
0.262996,0,0.221309,-1002,9.863
0.262996,0,0.10913,-970,10.021
0.262996,0,0.208244,-970,9.958
0.262996,0,0.154799,-954,10.132
0.262996,0,0.146745,-938,9.878
0.262996,0,0.216729,-970,10.14
0.262996,0,0.10069,-938,9.857
0.262996,0,0.205475,-905,10.223
0.262996,0,0.16239,-970,9.779
0.262996,0,0.147458,-986,10.565
0.262996,0,0.218638,-1002,9.448
0.262996,0,0.109546,-970,9.988
0.262996,0,0.20395,-1002,10.004
0.262996,0,0.155151,-954,10.051
0.262996,0,0.129082,-986,9.951
0.262996,0,0.21673,-970,10.113
0.262996,0,0.0994604,-938,9.939
0.262996,0,0.206028,-938,10.157
0.262996,0,0.153449,-970,9.792
0.262996,0,0.15279,-954,9.999
0.262996,0,0.223064,-970,10.003
0.262996,0,0.112715,-1002,10.131
0.262996,0,0.214149,-938,9.856
0.262996,0,0.154951,-970,10.153
0.262996,0,0.131103,-1018,9.899
0.262996,0,0.211303,-938,9.963
0.262996,0,0.113056,-986,10.066
0.262996,0,0.215118,-986,10.147
0.262996,0,0.157637,-954,9.828
0.262996,0,0.151656,-954,9.986
0.262996,0,0.223775,-938,9.964
0.262996,0,0.107796,-1002,10.211
0.262996,0,0.200613,-1002,9.783
0.262996,0,0.14688,-970,10.07
0.262996,0,0.130705,-1018,9.945
0.262996,0,0.21486,-1018,10.008
0.262996,0,0.103342,-1002,10.03
0.262996,0,0.205914,-1002,10.139
0.262996,0,0.146329,-1018,9.85
0.262996,0,0.136383,-986,10.062
0.262996,0,0.211967,-1002,10.083
0.262996,0,0.113777,-986,9.825
0.262996,0,0.203053,-1002,10.047
0.262996,0,0.144674,-970,10.276
0.262996,0,0.1669,-1002,9.916
0.262996,0,0.230933,-1002,9.759
0.262996,0,0.108701,-1002,10.583
0.262996,0,0.216188,-1002,13.491
0.262996,0,0.123656,-970,5.976
0.262996,0,0.144096,-970,10.058
0.262996,0,0.20936,-1002,10.078
0.262996,0,0.107869,-1002,10.025
0.262996,0,0.212559,-954,9.785
0.262996,0,0.16253,-1034,10.094
0.262996,0,0.164659,-1002,9.944
0.262996,0,0.232091,-1002,9.996
0.262996,0,0.119092,-1002,9.961
0.262996,0,0.207472,-986,10.02
0.262996,0,0.158588,-1002,10.028
0.262996,0,0.14705,-1018,10.068
