q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.0753983,0,0.0123753,513,11.564
-0.0762959,0,0.0123753,513,2.034
-0.0762959,0,-0.0580367,480,10.392
-0.0762959,0,-0.000476057,480,9.604
-0.0762959,0,0.0122633,480,10.19
-0.0762959,0,-0.106901,480,9.811
-0.0762959,0,-3.69537e-05,416,10.217
-0.0762959,0,-0.0918538,480,9.815
-0.0762959,0,-0.0674507,480,10.073
-0.0762959,0,0.0132768,480,10.507
-0.0762959,0,-0.100229,513,9.785
-0.0762959,0,-0.0140751,448,9.656
-0.0762959,0,-0.0548178,513,10.223
-0.0762959,0,-0.0617297,496,10.092
-0.0762959,0,0.00581273,480,10.011
-0.0762959,0,-0.104728,496,9.757
-0.0762959,0,-0.0167968,496,9.977
-0.0771935,0,-0.0617275,513,9.916
-0.0771935,0,-0.0787845,416,10.109
-0.0780911,0,-0.00608552,416,9.95
-0.0780911,0,-0.0972403,480,9.972
-0.0780911,0,-0.000581101,432,9.961
-0.0780911,0,-0.0418477,416,10.004
-0.0780911,0,-0.0420787,448,10.016
-0.0780911,0,0.0214318,448,10.008
-0.0780911,0,-0.0810407,529,9.973
-0.0780911,0,0.0201167,416,10.331
-0.0780911,0,-0.0553585,496,9.793
-0.0780911,0,-0.0229014,496,10.113
-0.0780911,0,0.0415371,496,9.757
-0.0780911,0,-0.0797667,448,10.081
-0.0780911,0,0.0341075,432,10.139
-0.0780911,0,-0.0420739,496,9.769
-0.0771935,0,-0.0325491,480,10.038
-0.0771935,0,0.0414039,448,10.181
-0.0753983,0,-0.0410423,480,9.802
-0.0745007,0,0.0404239,496,10.058
-0.0718079,0.897599,-0.0601697,513,9.884
-0.0646271,0,-0.00145756,480,10.21
-0.0646271,0.897599,-0.0356413,448,9.891
-0.0592415,0.897599,-0.00788453,319,10.095
-0.0448799,0.897599,0.077441,384,9.9
-0.0430847,0.897599,0.00195951,255,10.133
-0.0197472,1.7952,0.00195951,190,9.877
-0.0026928,1.7952,0.115359,61,10.012
0.0170544,1.7952,0.0301023,29,10.206
0.0215424,1.7952,0.144416,-325,10.266
0.0394943,1.7952,0.101697,-454,9.42
0.0682175,0.897599,0.208051,-535,9.993
0.0834767,1.7952,0.178123,-648,9.995
0.0960431,0.897599,0.181029,-793,10.148
0.0987359,0.897599,0.239262,-986,9.926
0.11579,0.897599,0.145295,-1195,10.125
0.116688,0.897599,0.251399,-1163,9.842
0.122073,0,0.272295,-1131,10.371
0.126561,0,0.204001,-1276,9.587
0.129254,0,0.259372,-1228,10.038
0.137333,0,0.229367,-1099,9.996
0.143616,0.897599,0.299457,-1163,10.042
0.144513,0.897599,0.229914,-1099,9.967
0.153489,0.897599,0.211409,-1163,9.974
0.162465,0.897599,0.305356,-1260,9.989
0.173237,0.897599,0.251117,-1244,10.007
0.192086,1.7952,0.247428,-1308,10.08
0.194779,0.897599,0.275995,-1389,9.919
0.203755,0.897599,0.312531,-1389,10.092
0.211833,0.897599,0.334835,-1711,9.952
0.218117,0,0.234837,-1550,9.953
0.223502,0.897599,0.292323,-1614,10.158
0.228888,0.897599,0.302301,-1614,9.827
0.233376,0.897599,0.247461,-1518,10.193
0.237864,0.897599,0.323339,-1679,10.029
0.242352,0,0.237316,-1679,9.883
0.245942,0,0.304641,-1679,9.985
0.249532,0.897599,0.332014,-1647,9.985
0.253123,0,0.230464,-1550,9.902
0.255816,0.897599,0.370432,-1518,10.255
0.259406,0.897599,0.25152,-1663,9.817
