q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.120278,0,-0.00139408,674,25.522
-0.120278,0,-0.00139408,674,0.132
-0.120278,0,0.0172262,674,6.747
-0.120278,0,-0.105396,674,8.905
-0.120278,0,0.015584,674,8.156
-0.120278,0,-0.073069,722,10.621
-0.120278,0,-0.0850155,642,9.421
-0.120278,0,-0.00212217,706,10.195
-0.120278,0,-0.109033,738,9.877
-0.120278,0,-0.0654195,722,10.129
-0.120278,0,0.0124831,738,9.781
-0.119381,0,-0.104641,674,10.237
-0.119381,0,-0.0037222,706,9.831
-0.118483,0,-0.0868953,722,10.22
-0.117585,0,-0.063951,722,9.766
-0.116688,0,0.00970391,706,10.067
-0.116688,0,-0.116392,690,9.982
-0.116688,0,-0.0173905,706,10.029
-0.116688,0,-0.0859538,706,10.09
-0.116688,0,-0.0681018,674,10.131
-0.116688,0,-0.0102888,674,9.943
-0.116688,0,-0.0989882,674,10.321
-0.116688,0,0.00135181,658,9.489
-0.116688,0,-0.0575651,674,9.959
-0.116688,0,-0.074712,706,9.919
-0.116688,0,-0.00773765,642,10.19
-0.116688,0,-0.101911,706,10.06
-0.116688,0,-0.0150612,674,9.933
-0.116688,0,-0.0604131,674,9.923
-0.116688,0,-0.0593585,674,10.035
-0.116688,0,0.00447866,674,9.882
-0.11579,0.897599,-0.0743247,674,10.151
-0.114893,0,0.0211828,642,9.741
-0.1122,0.897599,-0.0726642,706,10.342
-0.108609,0.897599,-0.0295001,513,9.863
-0.104121,0.897599,0.0312158,658,10.016
-0.0969407,0.897599,-0.0534396,545,9.99
-0.0879647,1.7952,-0.0376304,496,10.095
-0.0610367,1.7952,-0.016392,496,10.061
-0.0412895,1.7952,0.0484969,448,10.112
-0.0197472,1.7952,0.00184355,174,9.665
0.0035904,2.6928,0.00184355,-100,10.006
0.00628319,1.7952,0.0160119,-212,9.959
0.0475727,1.7952,0.10318,-583,10.33
0.0655247,1.7952,0.13471,-841,9.868
0.0816815,1.7952,0.102707,-760,9.858
0.0933503,1.7952,0.183971,-1147,10.049
0.0951455,0.897599,0.278574,-1308,9.89
0.102326,0.897599,0.215469,-1421,10.18
0.109507,0.897599,0.258722,-1485,9.974
0.116688,0.897599,0.274779,-1357,9.875
0.126561,0.897599,0.284337,-1373,10.011
0.13823,0.897599,0.216379,-1389,10.07
0.153489,1.7952,0.232002,-1389,9.882
0.170544,1.7952,0.285929,-1469,10.26
0.188496,1.7952,0.336779,-1469,9.917
0.207345,1.7952,0.274467,-1727,10.326
0.2244,0.897599,0.251125,-1872,9.649
0.237864,0.897599,0.266209,-2001,9.765
0.248635,0.897599,0.374258,-2130,10.103
0.255816,0,0.396978,-2114,10.023
0.260304,0,0.315252,-2243,9.984
0.261201,0,0.377905,-2291,10.019
0.261201,0,0.320066,-2162,10.228
0.261201,0,0.340907,-2130,9.896
0.261201,0,0.405262,-2098,9.929
0.262099,0.897599,0.330985,-2033,9.922
0.262996,0,0.411496,-1985,10.036
0.270177,0.897599,0.361663,-1904,9.869
0.271075,0.897599,0.329006,-1969,10.237
0.285436,0.897599,0.369696,-1840,10.324
0.286334,0.897599,0.282826,-1937,9.735
0.29531,0.897599,0.396452,-1937,9.773
0.305184,0.897599,0.315599,-2017,10.153
0.31416,0.897599,0.366565,-1937,9.863
0.327624,0,0.360537,-2001,10.204
0.328521,0.897599,0.291553,-2066,9.84
0.331214,0,0.36098,-2130,10.15
0.332112,0,0.220053,-2098,9.785
0.331214,0,0.286299,-2162,10.253
0.328521,0,0.308476,-2066,9.732
0.325828,-0.897599,0.227861,-2001,10.313
0.323136,-0.897599,0.318749,-2001,9.793
0.318648,0,0.209263,-1937,10.113
0.315955,0,0.218983,-1775,9.852
0.315057,0,0.285233,-1743,10.199
0.31416,0,0.18542,-1743,9.816
0.31416,0,0.284802,-1711,10.151
0.31416,0,0.182428,-1679,9.877
0.31416,0,0.216092,-1614,10.012
0.31416,0,0.239819,-1647,10.035
0.313262,-0.897599,0.183767,-1679,10.16
0.311467,0,0.278266,-1582,9.824
0.310569,0,0.190838,-1614,10.681
0.310569,0,0.231779,-1518,9.431
0.310569,0,0.269519,-1566,9.888
0.310569,0,0.14837,-1550,9.932
0.310569,0,0.240073,-1518,10.118
0.310569,0,0.176879,-1485,9.889
0.310569,0,0.210348,-1518,10.029
0.309672,0,0.214364,-1485,10.09
0.308774,0,0.14342,-1502,9.892
0.308774,0,0.247234,-1453,10.186
0.308774,0,0.171965,-1421,9.875
0.308774,0,0.221987,-1437,10.138
0.308774,0,0.252724,-1437,9.958
0.308774,0,0.170495,-1453,9.962
0.308774,0,0.236508,-1453,9.878
0.308774,0,0.134753,-1389,10.102
0.308774,0,0.197257,-1421,9.899
0.308774,0,0.205302,-1389,10.226
0.308774,0,0.142749,-1453,9.929
0.307876,0,0.222376,-1389,9.888
0.305184,0,0.129885,-1373,10.084
0.304286,0,0.198354,-1421,10.032
0.304286,0,0.238418,-1340,9.885
0.304286,0,0.142173,-1373,9.913
0.304286,0,0.251234,-1373,10.129
0.304286,0,0.144167,-1340,10.04
0.304286,0,0.193815,-1357,10.01
0.304286,0,0.231421,-1292,9.893
0.304286,0,0.134281,-1357,9.998
0.304286,0,0.236754,-1324,9.966
0.304286,0,0.138027,-1324,10.067
0.304286,0,0.19956,-1340,9.959
0.304286,0,0.238727,-1324,10.061
0.304286,0,0.155174,-1324,9.939
