,q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
0,-0.0816815,0.0,-0.00547166,206,13.423
1,-0.0816815,0.0,-0.00183496,125,7.183
2,-0.0816815,0.0,-0.014458,125,15.448
3,-0.0816815,0.0,-0.00333798,93,4.348
4,-0.0816815,0.0,-0.0175901,125,9.398
5,-0.0816815,0.0,-0.0157156,109,10.013
6,-0.0816815,0.0,-0.00754743,109,9.952
7,-0.0816815,0.0,-0.0154824,222,10.11
8,-0.0816815,0.0,-0.00592514,206,9.895
9,-0.0816815,0.0,-0.0107168,206,10.012
10,-0.0816815,0.0,-0.00897168,206,10.37
11,-0.0816815,0.0,-0.000931124,206,9.684
12,-0.0816815,0.0,-0.0131931,125,9.921
13,-0.0816815,0.0,-0.00260337,141,10.128
14,-0.0816815,0.0,-0.00868363,125,10.052
15,-0.0816815,0.0,-0.00722435,125,10.143
16,-0.0816815,0.0,0.00123153,206,9.673
17,-0.0816815,0.0,-0.00962656,125,10.049
18,-0.0816815,0.0,0.000414194,125,9.917
19,-0.0807839,0.0,-0.00470713,109,10.041
20,-0.0798863,0.0,-0.00567133,222,10.057
21,-0.0780911,0.0,-0.000491519,222,10.172
22,-0.0771935,0.897599,-0.00988601,206,9.831
23,-0.0753983,0.897599,0.00479084,93,9.899
24,-0.0736031,0.897599,-0.00105833,125,9.976
25,-0.0718079,0.0,0.00948196,109,10.131
26,-0.0664223,0.0,0.0205899,45,9.862
27,-0.0664223,0.897599,0.0093041,29,10.043
28,-0.0619343,0.0,0.0246793,77,9.982
29,-0.0556511,0.897599,0.0223956,45,10.1
30,-0.0484703,0.897599,0.0246144,-52,9.937
31,-0.040392,0.897599,0.0376437,-20,10.004
32,-0.0305184,0.897599,0.0391895,-132,9.95
33,-0.0125664,0.897599,0.054564,-213,10.495
34,-0.0107712,0.897599,0.0586543,-310,9.758
35,-0.0017952,0.897599,0.0758639,-406,9.767
36,0.00628319,0.0,0.0879645,-535,10.06
37,0.0116688,0.897599,0.08452,-535,10.025
38,0.0152592,0.0,0.110665,-632,9.931
39,0.017952,0.897599,0.108883,-632,10.099
40,0.0206448,0.0,0.113614,-729,10.474
41,0.02244,0.897599,0.129357,-680,9.708
42,0.0251328,0.0,0.118931,-793,9.718
43,0.0287232,0.897599,0.120364,-761,10.042
44,0.0332112,0.0,0.125997,-793,10.03
45,0.0394943,0.0,0.130142,-761,10.101
46,0.0538559,0.897599,0.134159,-841,9.874
47,0.0547535,0.897599,0.122706,-793,9.941
48,0.0628319,0.0,0.150733,-809,10.16
49,0.0745007,0.897599,0.152917,-1003,10.892
50,0.0780911,0.897599,0.150229,-986,9.009
51,0.0825791,0.0,0.169447,-1051,10.389
52,0.0861695,0.0,0.164835,-1131,9.573
53,0.0879647,0.0,0.174844,-1180,10.059
54,0.0888623,0.0,0.174661,-1148,10.381
55,0.0888623,0.0,0.179856,-1148,9.703
56,0.0897599,0.0,0.1902,-1148,9.771
57,0.0915551,0.0,0.178186,-1131,10.093
58,0.0951455,0.0,0.188566,-1131,10.231
59,0.0996335,0.897599,0.180282,-1083,9.878
60,0.1122,0.0,0.178317,-1083,10.083
61,0.113097,0.897599,0.187452,-1083,9.889
62,0.120278,0.0,0.182668,-1148,9.887
63,0.132845,0.0,0.18949,-1244,10.209
64,0.133742,0.0,0.180806,-1212,9.865
65,0.141821,0.0,0.195764,-1228,10.104
66,0.141821,0.0,0.201586,-1325,9.996
67,0.144513,0.0,0.191642,-1341,9.93
68,0.145411,0.897599,0.205806,-1389,9.892
69,0.146309,0.0,0.199178,-1341,10.079
70,0.146309,0.0,0.199107,-1341,9.978
71,0.146309,0.0,0.207413,-1405,10.102
72,0.146309,0.0,0.190509,-1309,9.834
73,0.147206,0.0,0.201887,-1276,9.992
74,0.148104,0.0,0.193539,-1260,9.979
75,0.151694,0.0,0.190234,-1244,10.478
76,0.151694,0.0,0.190232,-1212,9.561
77,0.154387,0.0,0.182674,-1180,10.521
78,0.156182,0.0,0.185684,-1196,9.503
79,0.158875,0.897599,0.176655,-1148,10.198
80,0.161568,0.0,0.178631,-1180,9.777
81,0.163363,0.0,0.186042,-1131,10.156
82,0.165158,0.0,0.169281,-1212,10.061
83,0.165158,0.0,0.171175,-1148,9.863
84,0.165158,0.0,0.163469,-1148,10.157
85,0.165158,0.0,0.17045,-1131,9.948
86,0.165158,0.0,0.180141,-1131,9.94
87,0.165158,0.0,0.162983,-1099,10.002
88,0.165158,0.0,0.174828,-1083,9.979
89,0.166056,0.0,0.161875,-1083,10.157
90,0.166953,0.0,0.161706,-1051,9.789
91,0.167851,0.0,0.162338,-1019,10.263
92,0.169646,0.0,0.150329,-1003,9.573
93,0.171441,0.0,0.163345,-1019,10.492
94,0.172339,0.897599,0.152307,-986,9.808
95,0.174134,0.0,0.153896,-954,9.883
96,0.175032,0.0,0.162617,-938,9.981
97,0.175929,0.0,0.146811,-1019,10.071
98,0.175929,0.897599,0.158405,-986,9.89
99,0.176827,0.0,0.150703,-954,10.136
100,0.176827,0.0,0.150146,-938,9.902
101,0.176827,0.0,0.150902,-986,10.09
102,0.176827,0.0,0.136523,-922,9.907
103,0.176827,0.0,0.149637,-874,10.127
104,0.176827,0.0,0.139429,-874,9.785
105,0.177725,0.0,0.136652,-858,10.122
106,0.177725,0.0,0.139908,-825,10.115
107,0.178622,0.0,0.124663,-793,9.807
108,0.178622,0.0,0.135635,-825,10.107
109,0.178622,0.0,0.128587,-793,10.004
110,0.17952,0.0,0.129274,-761,10.085
111,0.17952,0.0,0.130081,-793,10.079
112,0.17952,0.0,0.11282,-761,10.033
113,0.17952,0.0,0.122805,-729,9.992
114,0.17952,0.0,0.115689,-729,10.304
115,0.17952,0.0,0.118781,-680,9.513
116,0.17952,0.0,0.123288,-680,10.102
117,0.17952,0.0,0.11045,-680,9.833
118,0.17952,0.0,0.120442,-680,10.029
119,0.17952,0.0,0.109947,-664,10.298
120,0.180417,0.0,0.110641,-616,9.95
121,0.180417,0.0,0.113867,-632,9.727
122,0.181315,0.0,0.0972682,-632,10.077
123,0.181315,0.0,0.108496,-567,10.129
124,0.181315,0.0,0.0996337,-632,9.967
125,0.181315,0.0,0.10046,-567,9.918
126,0.181315,0.0,0.108292,-600,9.943
127,0.181315,0.0,0.0939269,-616,9.964
128,0.182213,0.0,0.105949,-567,9.998
129,0.182213,0.0,0.0934123,-551,10.029
130,0.18311,0.0,0.0961816,-567,10.009
131,0.18311,0.0,0.0979573,-535,9.932
132,0.18311,0.0,0.0861134,-535,10.165
133,0.18311,0.0,0.0965687,-535,10.061
134,0.18311,0.0,0.090374,-519,9.808
135,0.18311,0.0,0.0908502,-519,10.047
136,0.18311,0.0,0.0976387,-503,9.981
137,0.18311,0.0,0.0866081,-503,10.147
138,0.184008,0.0,0.0933106,-487,9.824
139,0.184008,0.0,0.0826211,-471,10.361
140,0.184905,0.0,0.0834446,-455,9.636
141,0.184905,0.0,0.0885799,-503,10.088
142,0.185803,0.0,0.0748419,-471,10.229
143,0.185803,0.0,0.085807,-487,9.702
