,q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
0,-0.163363,0.0,0.00533533,370,12.851
1,-0.163363,0.0,0.00533533,370,0.105
2,-0.163363,0.0,-0.100622,386,7.274
3,-0.163363,0.0,-0.0500215,225,11.38
4,-0.163363,0.0,-0.00843195,225,8.445
5,-0.163363,0.0,-0.132951,225,9.987
6,-0.163363,0.0,-0.0230987,305,10.041
7,-0.163363,0.0,-0.084569,241,10.013
8,-0.163363,0.0,-0.104349,225,9.896
9,-0.163363,0.0,0.00382498,241,10.062
10,-0.163363,0.0,-0.126492,353,10.177
11,-0.163363,0.0,-0.0332978,305,9.816
12,-0.163363,0.0,-0.085302,321,10.332
13,-0.163363,0.0,-0.0978006,305,9.638
14,-0.163363,0.0,-0.0095265,192,9.986
15,-0.163363,0.0,-0.12531,176,9.949
16,-0.163363,0.0,-0.014959,273,10.033
17,-0.163363,0.0,-0.0581289,176,10.023
18,-0.164261,0.0,-0.0693906,144,10.27
19,-0.164261,0.0,0.0104425,144,9.688
20,-0.164261,0.0,-0.124359,160,10.7
21,-0.164261,0.0,-0.0087865,160,9.491
22,-0.164261,0.0,-0.0494685,257,9.889
23,-0.164261,0.0,-0.0855892,128,10.34
24,-0.164261,0.0,0.0185637,257,9.826
25,-0.164261,0.0,-0.116543,160,9.748
26,-0.164261,0.0,-0.0142541,160,10.248
27,-0.164261,0.0,-0.0294876,144,9.763
28,-0.164261,0.0,-0.0676672,144,10.06
29,-0.164261,0.0,0.0491703,160,9.924
30,-0.164261,0.0,-0.0689519,128,10.104
31,-0.164261,0.0,0.0620295,112,9.953
32,-0.163363,0.0,0.00698096,112,10.181
33,-0.154387,0.897599,0.075139,241,9.687
34,-0.153489,0.897599,0.0654587,257,10.063
35,-0.129254,1.7952,0.0958159,176,9.988
36,-0.110405,1.7952,0.113887,15,9.968
37,-0.108609,2.6928,0.0952148,47,10.027
38,-0.0673199,1.7952,0.0952148,-210,10.157
39,-0.0457775,1.7952,-0.0161189,-468,9.912
40,-0.0260304,1.7952,0.0394165,-468,10.166
41,-0.0233376,1.7952,0.0859487,-903,9.752
42,-0.00987359,0.897599,0.144238,-1048,10.053
43,-0.000897599,0.0,0.155907,-1274,10.06
44,0.00538559,0.0,0.254484,-1274,10.073
45,0.00807839,0.0,0.142654,-1338,9.809
46,0.0107712,0.897599,0.281341,-1338,10.241
47,0.013464,0.897599,0.203049,-1322,9.763
48,0.017952,0.897599,0.228322,-1371,10.001
49,0.0242352,0.897599,0.245742,-1435,10.0
