,q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
0,-0.190291,0.0,0.0371365,241,13.694
1,-0.190291,0.0,0.0371365,241,0.108
2,-0.190291,0.0,0.0497407,273,9.868
3,-0.190291,0.0,-0.0528323,273,9.872
4,-0.190291,0.0,0.0176993,273,11.573
5,-0.189393,0.0,0.0313417,273,8.299
6,-0.189393,0.0,-0.0838102,273,10.049
7,-0.189393,0.0,0.022586,305,10.035
8,-0.189393,0.0,-0.0546677,321,10.061
9,-0.189393,0.0,-0.025652,289,10.161
10,-0.189393,0.0,0.0116577,353,9.79
11,-0.189393,0.0,-0.0879324,386,9.84
12,-0.189393,0.0,0.0273168,305,10.62
13,-0.189393,0.0,-0.0444256,305,9.516
14,-0.188496,0.0,-0.039554,289,10.005
15,-0.188496,0.0,0.0248722,353,10.243
16,-0.188496,0.0,-0.0882687,305,9.687
17,-0.188496,0.0,0.0189188,386,9.999
18,-0.188496,0.0,-0.0466445,386,10.124
19,-0.188496,0.0,-0.0488611,305,9.951
20,-0.188496,0.0,0.0264863,353,9.956
21,-0.188496,0.0,-0.0939645,370,9.981
22,-0.188496,0.0,0.0265884,321,10.198
23,-0.188496,0.0,-0.0612248,337,9.796
24,-0.188496,0.0,-0.0428905,402,10.027
25,-0.188496,0.0,0.0390246,337,9.939
26,-0.188496,0.0,-0.087229,370,9.982
27,-0.187598,0.0,0.025207,402,10.23
28,-0.187598,0.0,-0.0396848,370,9.822
29,-0.187598,0.0,-0.052599,402,9.987
30,-0.187598,0.0,0.023564,353,10.312
31,-0.187598,0.0,-0.0896939,370,9.778
32,-0.187598,0.0,0.0219727,402,9.925
33,-0.186701,0.0,-0.0388205,386,9.982
34,-0.186701,0.0,-0.0311316,418,10.386
35,-0.185803,0.0,0.0320378,434,9.689
36,-0.185803,0.0,-0.0958644,370,9.945
37,-0.184905,0.0,0.0323364,434,10.111
38,-0.184905,0.0,-0.0560978,402,10.088
39,-0.182213,0.0,-0.0419522,402,9.739
40,-0.182213,0.897599,0.0331454,402,10.208
41,-0.180417,0.897599,-0.0616299,337,9.789
42,-0.175929,0.897599,0.0475295,337,10.035
43,-0.170544,0.897599,-0.0688315,337,9.934
44,-0.153489,0.897599,0.0500292,305,10.321
45,-0.151694,1.7952,0.0500292,241,9.689
46,-0.123869,1.7952,0.0274271,176,10.336
47,-0.104121,1.7952,0.00695007,47,9.902
48,-0.0816815,2.6928,0.00695007,-17,9.757
49,-0.0789887,2.6928,0.100111,-323,10.748
50,-0.0394943,1.7952,0.0326465,-613,9.548
51,-0.035904,1.7952,0.0866248,-774,9.728
52,-0.0197472,1.7952,0.142125,-791,10.128
53,-0.00448799,0.897599,0.22131,-1161,9.742
54,0.00718079,0.897599,0.159967,-1242,10.104
55,0.0143616,0.897599,0.221881,-1338,10.019
56,0.017952,0.0,0.156321,-1338,10.177
57,0.0197472,0.0,0.272923,-1500,9.982
58,0.0197472,0.0,0.20637,-1564,10.115
59,0.0197472,0.897599,0.231309,-1467,9.746
60,0.0215424,0.897599,0.29425,-1467,9.972
61,0.0323136,0.897599,0.204018,-1467,10.049
62,0.0421871,0.897599,0.318077,-1435,10.055
63,0.0538559,0.897599,0.218094,-1435,9.998
64,0.0682175,1.7952,0.218094,-1548,10.156
65,0.0825791,1.7952,0.218094,-1612,9.856
66,0.0843743,0.897599,0.313699,-1693,10.054
67,0.0969407,0.897599,0.336341,-1854,9.912
68,0.113995,0.0,0.215909,-1983,10.069
69,0.114893,0.0,0.291773,-1902,9.825
70,0.120278,0.0,0.335629,-1999,10.219
71,0.123869,0.0,0.24961,-2047,10.048
72,0.124766,0.0,0.377761,-2080,9.857
73,0.125664,0.0,0.303781,-2080,10.011
74,0.126561,0.897599,0.327071,-2080,9.963
75,0.129254,0.0,0.378249,-2128,10.048
76,0.133742,0.897599,0.276608,-2047,9.917
77,0.140025,0.897599,0.39206,-2112,9.973
78,0.147206,0.897599,0.283661,-1983,10.102
79,0.155285,0.897599,0.388248,-2064,9.985
80,0.163363,0.897599,0.345155,-2080,9.951
81,0.173237,0.0,0.264035,-2112,10.02
82,0.173237,0.0,0.386948,-2192,10.058
83,0.174134,0.0,0.293669,-2192,9.921
84,0.174134,0.0,0.273602,-2241,10.217
85,0.174134,0.0,0.336062,-2176,10.116
86,0.174134,0.0,0.220009,-2176,10.257
87,0.174134,0.0,0.339228,-2144,9.617
88,0.174134,0.0,0.272221,-2080,9.824
89,0.174134,0.0,0.281523,-2080,10.289
90,0.174134,0.0,0.337815,-2047,9.739
91,0.174134,0.0,0.232558,-2015,9.989
92,0.174134,0.0,0.347401,-1983,9.89
93,0.174134,0.0,0.266885,-1918,10.082
94,0.174134,0.897599,0.313093,-1918,10.252
95,0.175032,0.0,0.333043,-1854,9.736
96,0.175929,0.0,0.23993,-1822,9.923
97,0.177725,0.897599,0.357437,-1918,10.091
98,0.18311,0.0,0.251244,-1822,10.052
99,0.186701,0.897599,0.325471,-1741,10.292
100,0.187598,0.897599,0.340081,-1822,9.921
101,0.191189,0.0,0.208732,-1790,9.628
102,0.193881,0.0,0.322733,-1822,10.236
103,0.194779,0.0,0.253794,-1822,9.868
104,0.194779,0.0,0.242924,-1757,10.224
105,0.194779,0.0,0.31808,-1757,9.872
106,0.194779,0.0,0.205724,-1709,10.278
107,0.194779,0.0,0.328205,-1725,9.545
108,0.195677,0.0,0.226169,-1693,10.372
109,0.195677,0.0,0.240426,-1693,9.744
110,0.197472,0.0,0.302296,-1628,10.258
111,0.199267,0.897599,0.198376,-1661,9.82
112,0.201062,0.897599,0.319127,-1628,9.834
113,0.203755,0.0,0.19491,-1596,10.086
114,0.206448,0.0,0.255072,-1661,10.126
115,0.209141,0.0,0.265223,-1628,9.794
116,0.210936,0.0,0.179065,-1628,10.03
117,0.211833,0.0,0.265676,-1596,10.085
118,0.211833,0.0,0.169543,-1564,9.946
119,0.211833,0.0,0.175953,-1596,10.104
120,0.211833,0.0,0.268631,-1596,9.912
121,0.211833,0.0,0.144679,-1564,10.198
122,0.211833,0.0,0.248728,-1532,9.982
123,0.211833,0.0,0.174936,-1500,10.413
124,0.211833,0.0,0.18568,-1532,9.453
125,0.211833,0.0,0.260511,-1516,9.918
126,0.211833,0.0,0.141614,-1467,10.042
127,0.211833,0.0,0.259097,-1435,10.003
128,0.211833,0.0,0.16658,-1403,10.18
129,0.211833,0.0,0.196201,-1419,9.832
130,0.211833,0.0,0.272245,-1403,9.984
131,0.211833,0.0,0.14984,-1338,10.018
132,0.211833,0.0,0.251366,-1322,10.025
133,0.211833,0.0,0.185739,-1338,10.048
134,0.211833,0.0,0.183718,-1306,10.058
