,q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
0,-0.140025,0.0,0.0252397,208,13.91
1,-0.140025,0.0,-0.0691126,144,4.891
2,-0.140025,0.0,0.0459113,257,9.633
3,-0.140025,0.0,0.00601387,257,10.153
4,-0.140025,0.0,-0.0226934,144,10.018
5,-0.140025,0.0,0.0519152,144,10.062
6,-0.139128,0.0,-0.0664891,257,9.779
7,-0.139128,0.0,0.0227346,257,10.168
8,-0.139128,0.0,-0.00976316,257,9.817
9,-0.13823,0.0,-0.0506439,257,10.004
10,-0.13823,0.0,0.0545474,160,10.103
11,-0.13823,0.0,-0.0741758,144,10.077
12,-0.137333,0.0,0.0414788,225,9.943
13,-0.137333,0.0,-0.00675842,144,9.966
14,-0.137333,0.0,-0.0388433,144,9.943
15,-0.137333,0.0,0.0552034,160,10.205
16,-0.137333,0.0,-0.0719184,257,9.785
17,-0.137333,0.0,0.0208817,273,9.996
18,-0.137333,0.0,-0.0302527,160,10.259
19,-0.137333,0.0,-0.0421111,144,9.789
20,-0.137333,0.0,0.0578197,273,9.937
21,-0.137333,0.0,-0.0724601,160,10.046
22,-0.137333,0.0,0.0495649,160,10.113
23,-0.137333,0.0,-0.00645106,257,9.95
24,-0.137333,0.0,-0.0402796,128,9.788
25,-0.136435,0.0,0.0516874,208,10.06
26,-0.13464,0.0,-0.0622386,273,10.096
27,-0.131947,0.0,0.0666091,144,9.908
28,-0.128357,0.897599,-0.0543538,96,10.14
29,-0.122971,0.897599,-0.00190627,176,9.954
30,-0.114893,1.7952,0.0770527,144,10.413
31,-0.104121,1.7952,0.0957983,80,9.567
32,-0.0762959,2.6928,0.0369988,-65,10.045
33,-0.0583439,1.7952,0.100399,-114,10.046
34,-0.0520607,2.6928,0.0712039,-243,9.807
35,-0.0287232,2.6928,0.0531801,-533,10.074
36,-0.00448799,2.6928,0.0790096,-774,9.92
37,0.0439823,2.6928,0.217491,-758,10.17
38,0.0475727,2.6928,0.173209,-984,9.818
39,0.0718079,1.7952,0.12322,-1145,10.27
40,0.0915551,0.897599,0.164187,-1661,9.749
41,0.114893,0.897599,0.17859,-1677,10.144
42,0.116688,0.0,0.322112,-1854,9.899
43,0.121176,0.0,0.302917,-1951,10.132
44,0.122073,0.0,0.271715,-2176,9.876
45,0.122073,0.0,0.371302,-2047,10.019
46,0.122073,0.0,0.254914,-2047,10.062
47,0.123869,0.0,0.381494,-1999,9.897
48,0.128357,0.897599,0.283874,-1918,10.009
49,0.143616,0.897599,0.306663,-1935,10.115
50,0.155285,0.897599,0.260143,-1822,10.056
51,0.15708,0.897599,0.355324,-1838,9.786
52,0.168749,0.897599,0.365732,-1983,9.97
53,0.178622,0.897599,0.236287,-2015,10.035
54,0.187598,0.897599,0.278476,-2015,10.021
55,0.193881,0.897599,0.348705,-2047,10.167
56,0.198369,0.0,0.235211,-2112,10.055
57,0.200165,0.0,0.316043,-2144,9.841
58,0.200165,0.0,0.281791,-2144,9.973
59,0.200165,0.0,0.277085,-2096,10.186
60,0.200165,0.0,0.358905,-2064,9.851
61,0.200165,0.0,0.224171,-1951,9.981
62,0.200165,0.897599,0.33423,-1951,9.975
63,0.20196,0.0,0.248037,-1870,10.485
64,0.20196,0.0,0.26303,-1806,9.52
65,0.202857,0.0,0.335856,-1822,10.445
66,0.204653,0.0,0.206138,-1725,9.482
67,0.206448,0.897599,0.303913,-1628,10.033
68,0.215424,0.897599,0.259996,-1628,10.081
69,0.216321,0.897599,0.304689,-1564,10.006
70,0.221707,0.0,0.194316,-1596,10.031
71,0.226195,0.0,0.184319,-1709,9.876
72,0.228888,0.0,0.286403,-1628,9.927
73,0.230683,0.0,0.177736,-1564,15.962
74,0.230683,0.0,0.206038,-1564,4.265
75,0.230683,0.0,0.261128,-1532,10.094
76,0.230683,0.0,0.128026,-1516,9.945
77,0.230683,0.0,0.224115,-1516,9.937
78,0.230683,0.0,0.184203,-1467,9.921
79,0.230683,0.0,0.153357,-1435,10.073
80,0.230683,0.0,0.237955,-1371,9.92
81,0.230683,0.0,0.11079,-1371,10.194
82,0.230683,0.0,0.202715,-1371,9.722
83,0.230683,0.0,0.148626,-1274,10.204
84,0.230683,0.0,0.128622,-1274,9.939
85,0.230683,0.0,0.221422,-1242,10.107
86,0.230683,0.0,0.0872866,-1177,9.842
87,0.230683,0.0,0.189098,-1210,10.03
88,0.230683,0.0,0.132142,-1145,10.028
89,0.230683,0.0,0.106297,-1097,10.088
90,0.230683,0.0,0.197484,-1113,10.144
91,0.230683,0.0,0.0752197,-1048,9.829
92,0.230683,0.0,0.166278,-1016,9.857
93,0.230683,0.0,0.137244,-1016,9.994
94,0.230683,0.0,0.111337,-1000,10.086
95,0.230683,0.0,0.191249,-1000,10.049
96,0.230683,0.0,0.0615139,-952,9.946
97,0.230683,0.0,0.165298,-952,10.023
98,0.230683,0.0,0.0901329,-936,10.154
99,0.230683,0.0,0.0819348,-919,9.86
100,0.230683,0.0,0.182335,-871,10.565
101,0.230683,0.0,0.0572738,-839,9.567
102,0.230683,0.0,0.149202,-807,9.889
103,0.230683,0.0,0.121508,-807,9.98
104,0.230683,0.0,0.0842998,-774,9.901
105,0.230683,0.0,0.165551,-758,10.046
106,0.230683,0.0,0.039772,-726,10.004
107,0.230683,0.0,0.140935,-791,10.018
108,0.230683,0.0,0.0981461,-694,9.983
109,0.230683,0.0,0.0695951,-726,9.981
