,q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
0,-0.0771935,0.0,0.0631797,-33,19.273
1,-0.0771935,0.0,0.0631797,-33,0.131
2,-0.0771935,0.0,0.0232323,-65,4.667
3,-0.0771935,0.0,-0.0534712,-146,12.914
4,-0.0771935,0.0,0.0541047,-17,7.01
5,-0.0771935,0.0,-0.052816,-17,10.096
6,-0.0771935,0.0,0.0299014,-17,9.999
7,-0.0771935,0.0,0.029344,-1,9.994
8,-0.0771935,0.0,-0.0473677,-17,9.956
9,-0.0771935,0.0,0.0589236,-17,10.053
10,-0.0771935,0.0,-0.0683591,-17,9.881
11,-0.0771935,0.0,0.0173008,-1,10.15
12,-0.0771935,0.0,0.0108969,-1,9.937
13,-0.0771935,0.0,-0.0356786,-1,10.17
14,-0.0771935,0.0,0.0564796,15,10.317
15,-0.0771935,0.0,-0.0697146,15,9.597
16,-0.0771935,0.0,0.00893629,15,9.901
17,-0.0771935,0.0,0.0158819,15,10.19
18,-0.0771935,0.0,-0.0420943,15,9.809
19,-0.0771935,0.0,0.0586199,15,9.994
20,-0.0771935,0.0,-0.0645234,-1,10.081
21,-0.0771935,0.0,0.0180636,15,10.094
22,-0.0771935,0.0,0.0108993,15,9.878
23,-0.0771935,0.0,-0.0598973,15,9.982
24,-0.0771935,0.0,0.0647236,15,9.971
25,-0.0771935,0.0,-0.0583672,15,10.158
26,-0.0771935,0.0,0.0477467,15,9.847
27,-0.0771935,0.0,0.0465967,47,9.997
28,-0.0762959,0.897599,-0.0227586,15,10.014
29,-0.0753983,0.897599,0.0888642,31,9.919
30,-0.0736031,0.0,-0.0336288,15,9.976
31,-0.0655247,0.897599,0.0839901,-17,10.197
32,-0.0646271,0.897599,0.0323995,-1,9.914
33,-0.0574463,0.897599,0.0361571,-49,10.297
34,-0.0475727,1.7952,0.0156528,-82,9.631
35,-0.035904,0.897599,0.0156528,-82,10.103
36,-0.0215424,1.7952,0.100184,-210,9.883
37,0.0107712,1.7952,0.0832031,-275,11.6
38,0.0305184,1.7952,0.137266,-517,8.539
39,0.0332112,0.897599,0.175144,-581,9.973
40,0.0511631,1.7952,0.0863843,-871,9.865
41,0.0682175,1.7952,0.175407,-1048,10.129
42,0.0852719,1.7952,0.18761,-1032,9.971
43,0.101429,1.7952,0.166114,-1242,10.114
44,0.118483,1.7952,0.15317,-1371,9.877
45,0.131049,1.7952,0.15317,-1548,9.986
46,0.144513,1.7952,0.276611,-1725,9.992
47,0.156182,0.897599,0.320786,-1822,9.983
48,0.166056,0.897599,0.295276,-1967,9.956
49,0.180417,0.897599,0.381704,-2015,10.105
50,0.181315,0.897599,0.260241,-2047,9.865
51,0.195677,0.897599,0.370764,-2096,10.436
52,0.196574,0.897599,0.303876,-2176,9.824
53,0.20555,0.897599,0.29066,-2144,10.526
54,0.221707,0.897599,0.402384,-2209,9.285
55,0.222605,0.897599,0.274825,-2209,10.049
56,0.230683,0.897599,0.388999,-2209,9.92
57,0.238761,0.897599,0.317963,-2337,10.162
58,0.244147,0.897599,0.377842,-2337,9.851
59,0.248635,0.0,0.425515,-2305,9.983
60,0.252225,0.0,0.303877,-2354,10.008
61,0.254918,0.0,0.415501,-2402,10.001
62,0.261201,0.0,0.348609,-2241,9.896
63,0.261201,0.0,0.330202,-2273,10.392
64,0.266587,0.897599,0.285791,-2257,9.801
65,0.271075,0.897599,0.294241,-2273,10.037
66,0.27646,0.897599,0.362589,-2209,9.941
67,0.280948,0.897599,0.363902,-2305,10.08
68,0.286334,0.0,0.305936,-2241,10.158
69,0.286334,0.0,0.412005,-2241,10.062
70,0.287232,0.0,0.28143,-2225,9.851
71,0.288129,0.0,0.365099,-2209,10.093
72,0.289924,0.0,0.32748,-2144,9.637
73,0.29172,0.0,0.285516,-2096,10.144
74,0.293515,0.0,0.377359,-2031,10.078
75,0.296208,0.0,0.247514,-2015,10.004
76,0.298003,0.0,0.349088,-1983,9.931
77,0.2989,0.0,0.309829,-1951,10.386
78,0.299798,0.0,0.240154,-1951,9.552
79,0.299798,0.0,0.361626,-1918,10.195
80,0.301593,0.897599,0.229581,-1902,9.89
81,0.301593,0.0,0.304659,-1854,9.885
82,0.302491,0.0,0.317487,-1790,10.039
83,0.305184,0.0,0.24932,-1806,9.941
84,0.310569,0.0,0.327122,-1725,9.916
85,0.31416,0.0,0.207447,-1661,10.231
86,0.31416,0.0,0.316497,-1661,10.01
87,0.31775,0.0,0.226865,-1677,10.113
88,0.319545,0.0,0.205991,-1725,10.189
89,0.320443,0.0,0.292898,-1661,9.867
90,0.320443,0.0,0.172524,-1661,10.262
91,0.320443,0.0,0.241925,-1661,9.508
92,0.320443,0.0,0.236064,-1661,9.97
93,0.320443,0.0,0.160415,-1596,10.04
94,0.320443,0.0,0.281649,-1596,10.33
95,0.320443,0.0,0.161417,-1532,9.849
96,0.320443,0.0,0.232084,-1516,9.766
97,0.320443,0.0,0.241615,-1500,10.009
98,0.320443,0.0,0.149467,-1419,10.086
99,0.320443,0.0,0.269212,-1403,10.093
100,0.320443,0.0,0.166858,-1371,14.472
101,0.320443,0.0,0.225483,-1306,5.517
102,0.320443,0.0,0.236506,-1306,9.839
103,0.320443,0.0,0.187893,-1306,10.047
104,0.322238,0.0,0.265067,-1274,10.138
105,0.322238,0.0,0.132107,-1242,10.165
106,0.323136,0.0,0.197663,-1210,9.69
107,0.323136,0.0,0.201479,-1193,10.054
108,0.323136,0.0,0.10899,-1129,9.883
109,0.323136,0.0,0.235468,-1161,10.12
110,0.323136,0.0,0.104644,-1145,10.099
111,0.323136,0.0,0.185088,-1113,9.912
112,0.323136,0.0,0.178618,-1081,10.22
113,0.323136,0.0,0.111885,-1064,9.739
114,0.323136,0.0,0.227301,-1048,9.891
115,0.323136,0.0,0.100973,-1016,10.107
116,0.323136,0.0,0.19859,-1016,9.984
117,0.323136,0.0,0.180079,-984,10.05
118,0.323136,0.0,0.0925138,-919,9.892
119,0.323136,0.0,0.223535,-919,10.052
120,0.323136,0.0,0.0979629,-919,9.995
121,0.323136,0.0,0.169877,-919,10.008
122,0.324033,0.0,0.176091,-855,9.986
123,0.324931,0.0,0.101848,-887,10.642
124,0.325828,0.897599,0.209968,-887,9.215
125,0.326726,0.0,0.083002,-887,10.106
126,0.326726,0.0,0.162829,-823,10.162
127,0.326726,0.0,0.164733,-887,9.935
128,0.326726,0.0,0.0812778,-807,9.89
129,0.326726,0.0,0.196934,-823,10.064
130,0.326726,0.0,0.088241,-791,9.961
131,0.326726,0.0,0.139229,-791,10.11
132,0.326726,0.0,0.164105,-791,9.877
133,0.326726,0.0,0.0629549,-758,9.975
134,0.326726,0.0,0.188737,-774,10.021
135,0.326726,0.0,0.0752852,-758,10.14
136,0.326726,0.0,0.14549,-710,9.909
137,0.326726,0.0,0.1609,-710,9.976
138,0.326726,0.0,0.0709736,-694,10.019
139,0.326726,0.0,0.182202,-646,10.059
140,0.327624,0.0,0.0762288,-646,9.896
141,0.327624,0.0,0.131927,-678,10.049
142,0.327624,0.0,0.139864,-629,9.955
143,0.328521,0.0,0.0487078,-629,10.006
144,0.329419,0.0,0.1745,-629,10.046
145,0.329419,0.0,0.0719965,-629,9.979
146,0.329419,0.0,0.116954,-597,10.072
147,0.329419,0.0,0.145538,-629,10.078
148,0.329419,0.0,0.061555,-597,9.876
149,0.329419,0.0,0.165499,-565,9.944
150,0.329419,0.0,0.0630345,-581,10.002
151,0.329419,0.0,0.128602,-533,10.185
152,0.330316,0.0,0.105473,-565,9.835
153,0.330316,0.0,0.0425057,-549,10.06
154,0.331214,0.0,0.164949,-517,9.929
155,0.332112,0.0,0.0608787,-533,10.15
156,0.332112,0.897599,0.148294,-565,9.754
157,0.333009,0.0,0.144997,-533,10.156
158,0.333009,0.0,0.0583803,-501,10.237
159,0.333009,0.0,0.159182,-613,9.941
160,0.333907,0.0,0.0435445,-549,10.288
161,0.333907,0.0,0.100705,-501,9.543
162,0.333907,0.0,0.100147,-533,9.997
163,0.334804,0.0,0.0522811,-501,9.976
164,0.335702,0.0,0.154839,-501,10.076
165,0.335702,0.0,0.0471659,-468,10.039
166,0.335702,0.0,0.108599,-484,9.871
167,0.3366,0.0,0.13683,-372,9.992
168,0.3366,0.0,0.0271232,-501,9.919
169,0.3366,0.0,0.154816,-468,10.118
170,0.3366,0.0,0.0394298,-549,9.922
171,0.3366,0.0,0.112952,-501,10.459
172,0.3366,0.0,0.135863,-420,9.468
173,0.3366,0.0,0.0242198,-404,10.28
174,0.3366,0.0,0.149075,-436,9.875
175,0.337497,0.0,0.0390962,-452,10.055
176,0.337497,0.0,0.100975,-517,9.907
177,0.337497,0.0,0.101152,-436,10.128
178,0.337497,0.0,0.0160393,-517,9.832
179,0.337497,0.0,0.142394,-436,10.091
180,0.337497,0.0,0.0368866,-484,9.91
181,0.337497,0.0,0.0814248,-436,10.115
182,0.337497,0.0,0.00684577,-356,11.532
183,0.337497,0.0,0.00801316,-436,8.384
184,0.337497,0.0,0.134057,-452,9.969
185,0.337497,0.0,0.00936599,-452,10.104
186,0.337497,0.0,0.0598008,-372,9.897
187,0.337497,0.0,0.10168,-404,10.113
188,0.337497,0.0,0.000672895,-436,9.89
189,0.337497,0.0,0.116095,-484,10.444
190,0.337497,0.0,-0.010533,-468,9.635
191,0.337497,0.0,0.0561709,-323,9.941
192,0.337497,0.0,0.0717494,-291,9.978
193,0.337497,0.0,-0.0250736,-372,10.094
194,0.337497,0.0,0.105133,-436,9.96
195,0.337497,0.0,0.00229486,-468,10.367
196,0.337497,0.0,0.05759,-436,9.579
197,0.337497,0.0,0.0786242,-388,10.6
198,0.337497,0.0,-0.0140735,-436,9.398
199,0.337497,0.0,0.106412,-452,10.172
200,0.337497,0.0,0.0141268,-323,9.796
201,0.337497,0.0,0.0379646,-420,10.428
202,0.337497,0.0,0.0566016,-436,9.676
203,0.337497,0.0,-0.0127808,-436,9.934
204,0.337497,0.0,0.107779,-436,10.014
205,0.337497,0.0,0.00565658,-436,10.028
206,0.337497,0.0,0.0340321,-323,9.939
207,0.337497,0.0,0.0814708,-484,10.116
208,0.337497,0.0,-0.010313,-323,10.065
209,0.3366,0.0,0.0988971,-468,9.933
210,0.3366,0.0,-0.0209779,-404,9.849
211,0.335702,0.0,0.0284706,-436,10.044
212,0.335702,0.0,0.0889365,-549,10.01
213,0.335702,0.0,-0.00785872,-468,10.375
214,0.334804,-0.897599,0.0977513,-468,9.693
215,0.333009,0.0,-0.0231467,-436,10.403
216,0.333009,0.0,0.0460756,-517,9.576
217,0.333009,0.0,0.0644604,-404,10.163
218,0.332112,0.0,-0.00696678,-420,9.729
219,0.331214,0.0,0.0964293,-388,10.097
220,0.331214,0.0,-0.0236172,-372,10.311
221,0.330316,0.0,0.0377779,-388,9.773
222,0.330316,0.0,0.0748839,-372,9.919
223,0.330316,0.0,-0.00512136,-468,10.154
224,0.330316,0.0,0.103734,-484,9.891
225,0.330316,0.0,0.00819567,-291,10.067
226,0.330316,0.0,0.0608656,-307,9.892
227,0.330316,0.0,0.0868295,-484,10.044
228,0.330316,0.0,-0.0122035,-452,9.936
229,0.330316,0.0,0.114138,-307,10.051
230,0.330316,0.0,-0.012338,-452,10.358
231,0.330316,0.0,0.0480712,-372,9.684
232,0.330316,0.0,0.0883021,-404,10.401
233,0.330316,0.0,-0.0129924,-323,9.589
234,0.330316,0.0,0.105092,-323,9.883
235,0.330316,0.0,0.00484449,-388,10.128
236,0.330316,0.0,0.0487227,-388,9.886
237,0.330316,0.0,0.0690159,-484,10.197
238,0.330316,0.0,-0.0314559,-484,9.793
239,0.330316,0.0,0.0867265,-468,10.04
240,0.329419,0.0,-0.0405132,-291,9.971
241,0.327624,0.0,0.0772695,-468,10.245
242,0.322238,-0.897599,-0.0327603,-404,9.647
243,0.315057,-0.897599,-0.0310342,-452,10.113
244,0.304286,-1.7952,-0.0310342,-436,9.975
245,0.290822,-1.7952,-0.0639829,-307,9.945
246,0.273768,-1.7952,0.0255584,-243,10.068
247,0.240556,-1.7952,-0.00676136,-82,10.095
248,0.236069,-1.7952,-0.082031,112,9.848
249,0.217219,-1.7952,-0.0173065,241,10.097
250,0.199267,-1.7952,-0.0497058,499,9.988
251,0.184008,-0.897599,-0.135027,724,9.979
252,0.171441,-0.897599,-0.135494,901,9.885
253,0.16067,-1.7952,-0.11277,885,10.176
254,0.149001,-0.897599,-0.115146,998,9.872
255,0.13823,-0.897599,-0.255821,1079,10.003
