q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.0816815,0,-0.0400179,74,12.23
-0.0816815,0,-0.0395067,74,5.999
-0.0816815,0,-0.0411844,171,10.517
-0.0816815,0,-0.0388344,74,9.059
-0.0816815,0,-0.0409798,74,10.264
-0.0816815,0,-0.0421718,155,9.738
-0.0816815,0,-0.0410952,74,10.424
-0.0816815,0,-0.0410375,74,9.548
-0.0816815,0,-0.0415327,74,10.338
-0.0816815,0,-0.0439552,171,9.754
-0.0816815,0,-0.0433171,74,10.186
-0.0816815,0,-0.0436149,155,9.693
-0.0816815,0,-0.0449284,171,10.263
-0.0816815,0,-0.0420025,74,10.041
-0.0816815,0,-0.0422202,171,10.029
-0.0816815,0,-0.0412568,171,9.714
-0.0816815,0,-0.040984,74,10.021
-0.0816815,0,-0.0421226,171,9.997
-0.0816815,0,-0.0418826,171,10.088
-0.0816815,0,-0.0422161,74,9.86
-0.0816815,0,-0.0404135,74,10.377
-0.0816815,0,-0.0394631,171,9.829
-0.0816815,0,-0.0397219,171,10.129
-0.0816815,0,-0.036084,171,10.04
-0.0816815,0,-0.0351049,74,10.282
-0.0816815,0,-0.0344196,74,9.393
-0.0816815,0,-0.0273515,171,10.72
-0.0816815,0,-0.0224519,74,9.648
-0.0816815,0,-0.0191488,74,9.774
-0.0816815,0,-0.0165777,155,9.867
-0.0807839,0,-0.0121869,74,10.133
-0.0762959,0,-0.00766843,171,9.676
-0.0762959,0,-0.00345538,155,10.545
-0.0655247,0.897599,0.000328406,171,9.847
-0.0646271,0.897599,-0.00450266,219,9.888
-0.0556511,0.897599,0.0133074,106,9.726
-0.0448799,0.897599,0.0163125,-23,10.185
-0.0341088,0.897599,0.0163125,-23,9.919
-0.0215424,1.7952,0.0159234,-55,10.043
-0.00718079,1.7952,0.0159234,-87,9.949
0.00718079,1.7952,0.0160561,-87,10.314
0.0215424,0.897599,0.0160561,-280,9.622
0.0350064,0.897599,0.0160561,-264,10.336
0.0475727,0.897599,0.030712,-264,9.747
0.0592415,0.897599,0.0302232,-232,10.056
0.0700127,0.897599,0.0388518,-216,9.904
0.0798863,0.897599,0.0415898,-329,10.299
0.0888623,0.897599,0.045579,-313,9.705
0.0978383,0.897599,0.04952,-377,10.34
0.105019,0,0.0536441,-329,9.673
0.111302,0.897599,0.0534331,-409,10.11
0.121176,0,0.0564236,-409,9.966
0.121176,0.897599,0.0478404,-329,10.145
0.126561,0.897599,0.0618789,-442,9.791
0.131049,0,0.0628781,-345,10.188
0.13464,0,0.0691193,-474,9.756
0.13823,0.897599,0.0618908,-538,10.135
0.142718,0,0.0587929,-409,9.918
0.150797,0,0.0690024,-361,10.307
0.155285,0,0.0703296,-538,9.97
0.16067,0,0.0610586,-442,10.071
0.16067,0,0.0702117,-442,10.257
0.166953,0.897599,0.0646685,-409,9.639
0.172339,0.897599,0.0655608,-458,9.834
0.184008,0,0.0765182,-409,10.266
0.184008,0.897599,0.0786143,-571,9.568
0.188496,0.897599,0.0767162,-538,10.412
0.193881,0,0.0768573,-442,9.638
0.197472,0,0.0813343,-587,10.409
0.203755,0.897599,0.0755253,-603,9.768
0.203755,0,0.0688854,-458,10.227
0.207345,0,0.0797396,-474,9.699
0.209141,0,0.0734265,-619,10.195
0.210936,0,0.0703116,-506,9.704
0.212731,0,0.0744648,-538,10.303
0.213629,0,0.0733817,-490,9.668
0.215424,0,0.0752925,-506,10.501
0.217219,0,0.07499,-522,9.733
0.219014,0,0.0775573,-506,9.987
0.220809,0.897599,0.0773539,-522,9.813
0.223502,0.897599,0.0746838,-474,10.175
0.226195,0,0.0790083,-506,9.959
0.22799,0,0.0756225,-651,10.215
