q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.142718,0,-0.0380312,235,12.492
-0.142718,0,-0.0381116,235,5.94
-0.142718,0,-0.0369538,267,9.74
-0.142718,0,-0.0411812,235,10.427
-0.142718,0,-0.0407476,267,9.6
-0.142718,0,-0.0408798,235,9.738
-0.142718,0,-0.0410837,300,10.773
-0.142718,0,-0.0416227,235,9.105
-0.142718,0,-0.0438486,267,10.035
-0.142718,0,-0.0416153,235,9.922
-0.142718,0,-0.0402384,235,10.12
-0.142718,0,-0.0368609,300,10
-0.142718,0,-0.0363974,267,10.484
-0.142718,0,-0.0371148,283,9.448
-0.141821,0,-0.0368111,235,10.044
-0.141821,0,-0.0348048,251,9.96
-0.140923,0,-0.0336136,267,10.129
-0.140025,0,-0.0333668,267,9.865
-0.13823,0.897599,-0.0330672,235,10.149
-0.136435,0.897599,-0.0326851,283,10.354
-0.13464,0,-0.0217616,235,9.713
-0.132845,0,-0.0147505,138,9.76
-0.131049,0.897599,-0.0140659,106,10.016
-0.128357,0.897599,-0.0231279,235,10.049
-0.122971,0.897599,-0.0159845,267,10.113
-0.116688,0,-0.0134177,138,9.809
-0.109507,0.897599,0.00310006,42,9.984
-0.100531,1.7952,0.000372936,187,10.022
-0.0888623,1.7952,0.000372936,203,10.003
-0.0753983,0.897599,0.000372936,138,9.996
-0.0619343,1.7952,-0.0112022,-55,9.995
-0.0475727,1.7952,0.02131,-119,9.891
-0.0323136,0.897599,0.004175,42,10.249
-0.0170544,0.897599,0.0164999,-135,9.832
-0.0026928,0.897599,0.0164999,-232,10.037
0.0116688,1.7952,0.0257099,-152,10.032
0.0260304,0.897599,0.0257099,-135,10.041
0.040392,0.897599,0.0257099,-232,10.04
0.0520607,1.7952,0.0383659,-393,10.262
0.0628319,0.897599,0.0332222,-216,9.609
0.0709103,0,0.0377898,-280,10.27
0.0780911,0,0.0402188,-442,10.141
0.0825791,0.897599,0.0284042,-377,9.826
0.0852719,0,0.0306715,-216,9.851
0.0861695,0,0.0371908,-297,10.312
0.0861695,0,0.0354449,-361,9.723
0.0861695,0,0.0310871,-297,10.044
0.0861695,0,0.043551,-280,10.135
0.0870671,0,0.0439814,-248,9.94
0.0888623,0,0.0440127,-313,10.274
0.0888623,0.897599,0.0454622,-280,9.767
0.0906575,0.897599,0.0449022,-168,9.905
0.0933503,0,0.0523687,-248,10.039
0.0969407,0.897599,0.0572273,-377,9.867
0.0996335,0,0.0508378,-361,10.174
0.104121,0.897599,0.048475,-313,9.807
0.108609,0,0.0570777,-409,9.988
0.113995,0.897599,0.0609682,-280,9.871
0.121176,0.897599,0.0569817,-409,10.189
0.128357,0.897599,0.0598588,-280,9.884
0.143616,0.897599,0.0718507,-442,10.022
0.144513,0.897599,0.0621446,-474,10.114
0.153489,0.897599,0.0689587,-442,10.063
0.159773,0.897599,0.0688864,-474,9.775
0.165158,0,0.0710505,-474,10.156
0.170544,0,0.0684248,-506,9.838
0.176827,0.897599,0.062541,-506,10.448
0.176827,0,0.0604029,-409,9.593
0.17952,0,0.0721242,-393,10.311
0.180417,0,0.0621211,-538,9.692
0.181315,0,0.0582879,-474,10.456
0.181315,0,0.0614111,-425,9.558
0.181315,0,0.0642798,-442,10.167
0.181315,0,0.0635581,-345,10.122
0.181315,0,0.0655398,-409,9.967
0.182213,0,0.0686509,-442,9.793
0.182213,0,0.0682269,-425,10.466
0.184008,0.897599,0.0672439,-361,9.523
0.185803,0,0.0642555,-409,10.333
0.188496,0.897599,0.072252,-425,9.536
0.190291,0,0.0649732,-571,10.211
0.192086,0,0.073532,-474,9.758
0.192984,0,0.0676892,-571,10.37
0.193881,0,0.0603174,-442,9.805
0.194779,0,0.0674831,-361,10.635
0.195677,0,0.0626675,-442,9.14
0.196574,0,0.0676687,-425,10.197
0.197472,0,0.0648868,-442,10.362
0.200165,0,0.0654761,-458,10.03
0.200165,0,0.0638174,-442,9.487
0.201062,0,0.0648143,-442,10.348
0.20196,0,0.0641709,-474,9.755
0.203755,0.897599,0.0657173,-442,10.12
0.204653,0,0.0635383,-442,10.014
0.20555,0,0.0762658,-409,9.932
0.20555,0,0.0677141,-571,9.977
0.20555,0,0.0652536,-409,10.309
0.206448,0,0.0728502,-393,9.67
0.209141,0,0.0673817,-425,10.504
0.209141,0,0.0677701,-474,9.657
0.212731,0.897599,0.0664507,-474,10.052
0.212731,0,0.0628939,-474,9.951
0.214526,0,0.0734297,-474,10.296
0.215424,0,0.061763,-603,9.518
0.215424,0,0.0431675,-409,10.21
0.215424,0,0.0447277,-458,9.881
0.215424,0,0.0500799,-458,10.503
0.215424,0,0.0581561,-442,9.377
0.215424,0,0.0500508,-506,10.201
0.215424,0,0.0505853,-409,10.014
0.215424,0,0.0504295,-490,10.052
0.215424,0,0.0502903,-474,9.976
0.215424,0,0.0484288,-458,10.034
0.215424,0,0.0431931,-425,9.748
0.215424,0,0.0386691,-458,10.214
0.215424,0,0.0369767,-425,9.913
0.215424,0,0.04221,-409,10.093
0.215424,0,0.0451215,-490,9.794
0.215424,0,0.0410592,-490,10.298
0.215424,0,0.0432036,-425,10.438
0.215424,0,0.0420543,-409,9.459
0.215424,0,0.0422427,-522,9.815
0.215424,0,0.0438159,-409,10.268
0.215424,0,0.0419491,-490,9.895
0.215424,0,0.0454368,-442,10.076
0.215424,0,0.0412755,-409,9.784
0.215424,0,0.039234,-409,10.061
0.215424,0,0.0386008,-522,9.992
0.215424,0,0.0383105,-409,10.218
0.215424,0,0.0399831,-490,9.753
0.215424,0,0.037235,-490,10.153
0.215424,0,0.0370519,-474,9.823
0.215424,0,0.0409309,-490,10.162
0.215424,0,0.0380061,-490,9.779
0.215424,0,0.0405079,-490,10.147
0.215424,0,0.0422227,-458,10.001
0.215424,0,0.0388938,-409,10.085
0.215424,0,0.041468,-442,9.925
0.215424,0,0.0390101,-458,10.082
0.215424,0,0.0371949,-409,9.811
0.215424,0,0.0345537,-490,10.208
0.215424,0,0.0368657,-474,9.757
0.215424,0,0.0364253,-474,10.215
0.215424,0,0.0359723,-474,9.783
0.215424,0,0.0378752,-425,10.605
0.215424,0,0.0391369,-442,9.529
0.215424,0,0.0361349,-425,10.091
0.215424,0,0.0404896,-490,9.826
0.215424,0,0.0433802,-474,10.307
0.215424,0,0.0419645,-522,9.56
0.215424,0,0.0434123,-425,10.303
0.215424,0,0.0419668,-442,9.775
0.215424,0,0.0427149,-393,10.28
0.215424,0,0.03902,-490,9.903
0.215424,0,0.0385309,-409,10.322
0.215424,0,0.0373448,-442,9.918
0.215424,0,0.0319994,-474,10.238
0.215424,0,0.033719,-425,9.283
0.215424,0,0.0322291,-442,10.38
0.215424,0,0.0343691,-474,9.868
0.215424,0,0.0320415,-442,9.939
0.215424,0,0.0309801,-425,9.954
0.215424,0,0.0343915,-425,10.283
0.215424,0,0.0324187,-490,9.577
0.215424,0,0.0312891,-474,10.312
0.215424,0,0.0320675,-409,9.739
0.215424,0,0.0304105,-474,10.227
0.215424,0,0.0309623,-458,9.788
0.215424,0,0.0304016,-474,9.934
0.215424,0,0.030121,-474,10.074
0.215424,0,0.0319979,-458,10.045
0.215424,0,0.0319998,-506,9.849
0.215424,0,0.0348138,-506,10.287
0.215424,0,0.0344049,-409,10.207
0.215424,0,0.0364197,-409,9.637
0.215424,0,0.0367284,-474,10.029
0.215424,0,0.0388036,-506,10.038
0.215424,0,0.0407763,-458,9.938
0.215424,0,0.0402217,-425,10.175
0.215424,0,0.0411658,-442,10.084
0.215424,0,0.0383347,-506,9.934
0.215424,0,0.0392825,-506,9.813
0.215424,0,0.0403733,-474,10.028
0.215424,0,0.0391983,-458,9.928
0.215424,0,0.040089,-442,10.129
0.215424,0,0.0384867,-506,9.996
0.215424,0,0.0388463,-474,9.841
0.215424,0,0.041777,-474,10.049
0.215424,0,0.0411448,-506,9.984
0.215424,0,0.0436773,-458,10.234
0.215424,0,0.04005,-474,9.82
