q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.176827,0,-0.0673217,267,11.39
-0.176827,0,-0.0677894,267,4.727
-0.176827,0,-0.0694677,300,9.414
-0.176827,0,-0.0683437,300,9.829
-0.176827,0,-0.0682084,300,9.894
-0.176827,0,-0.0684927,267,9.955
-0.176827,0,-0.0675008,267,10.05
-0.176827,0,-0.0681692,267,10.168
-0.176827,0,-0.0687466,300,10.252
-0.176827,0,-0.0697104,300,9.535
-0.176827,0,-0.0722049,300,10.139
-0.176827,0,-0.0693887,267,10.118
-0.176827,0,-0.0740336,267,9.802
-0.176827,0,-0.0742892,300,10.098
-0.176827,0,-0.0752359,267,9.919
-0.176827,0,-0.0758716,300,9.985
-0.176827,0,-0.072549,267,10.008
-0.176827,0,-0.0720246,300,10.023
-0.176827,0,-0.0751268,235,10.487
-0.176827,0,-0.075229,267,9.548
-0.176827,0,-0.0723294,300,10.627
-0.176827,0,-0.0730541,267,9.295
-0.176827,0,-0.0739949,267,9.989
-0.176827,0,-0.0684867,267,10.092
-0.176827,0,-0.0650473,300,9.961
-0.176827,0,-0.0600262,267,10.05
-0.176827,0,-0.050802,283,9.932
-0.176827,0,-0.0405201,300,9.985
-0.176827,0,-0.0361387,300,9.979
-0.175929,0,-0.0277273,267,10.104
-0.174134,0,-0.0223578,267,10.024
-0.165158,0.897599,-0.0186437,267,9.968
-0.164261,0.897599,-0.0145669,219,9.921
-0.142718,0.897599,-0.0145669,300,10.072
-0.127459,1.7952,-0.0126155,138,9.904
-0.124766,1.7952,0.00707939,203,10.145
-0.105917,1.7952,0.0111337,74,9.81
-0.0655247,2.6928,0.0111337,-135,10.171
-0.0619343,2.6928,0.0111337,-87,9.855
-0.0233376,1.7952,0.0230027,-87,12.104
0.0026928,2.6928,0.022538,-409,8.004
0.0260304,2.6928,0.022538,-313,10.217
0.0305184,1.7952,0.022538,-248,9.704
0.0520607,1.7952,0.0635088,-538,9.969
0.0870671,1.7952,0.0529407,-603,10.062
0.0888623,1.7952,0.0508251,-442,9.953
0.105019,0.897599,0.0508251,-506,9.912
0.118483,1.7952,0.0694656,-571,10.1
0.133742,0.897599,0.0566853,-603,10.046
0.13464,0,0.0770997,-506,10.072
0.137333,0,0.0704272,-683,9.909
0.13823,0,0.0329487,-538,10.113
0.13823,0,0.0263896,-442,9.871
0.13823,0,0.0490186,-442,10.215
0.13823,0,0.0570759,-442,9.778
0.13823,0,0.0514391,-458,10.566
0.13823,0,0.0578426,-474,9.455
0.13823,0,0.0671747,-442,10.281
0.13823,0,0.0663833,-409,9.797
0.139128,0,0.0679233,-442,10.105
0.140025,0,0.0697117,-442,9.706
0.140923,0,0.0701641,-409,10.173
0.142718,0,0.0706513,-409,9.989
0.146309,0.897599,0.0726508,-409,10.127
0.149899,0,0.0706679,-345,9.821
0.154387,0,0.0806604,-442,10.343
0.159773,0.897599,0.0829898,-554,9.58
0.166056,0.897599,0.0671795,-442,10.455
0.172339,0,0.0816621,-393,9.69
0.184905,0,0.0880338,-603,10.219
0.185803,0.897599,0.0761779,-538,9.601
0.192086,0.897599,0.0687562,-506,10.26
0.198369,0.897599,0.0836952,-490,9.817
0.208243,0,0.0876328,-587,10.246
0.208243,0,0.0806178,-635,9.662
0.211833,0.897599,0.0788062,-651,10.366
0.213629,0.897599,0.0728286,-538,9.928
0.215424,0,0.082206,-506,9.922
0.215424,0,0.0731384,-667,9.964
0.215424,0,0.0651622,-699,10.036
0.215424,0,0.0700076,-538,9.99
0.215424,0,0.0795298,-538,10.312
0.216321,0,0.077753,-554,9.599
0.216321,0,0.0811977,-506,10.177
0.217219,0,0.0829739,-538,9.857
0.219014,0.897599,0.0805558,-554,10.348
0.221707,0.897599,0.0806229,-506,9.59
0.225297,0.897599,0.0862166,-490,10.131
0.22799,0.897599,0.0941725,-603,9.915
0.233376,0.897599,0.0886036,-603,10.337
0.233376,0.897599,0.0886159,-667,10.21
0.235171,0,0.0910749,-603,9.798
