q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.0915551,0,-0.0268173,203,9.874
-0.0915551,0,-0.0325118,90,11.008
-0.0915551,0,-0.033203,90,9.947
-0.0915551,0,-0.0288285,106,8.868
-0.0915551,0,-0.0252589,219,9.974
-0.0915551,0,-0.028394,219,10.018
-0.0915551,0,-0.0325643,235,9.97
-0.0915551,0,-0.0294933,171,10.125
-0.0915551,0,-0.0277498,122,9.891
-0.0915551,0,-0.0279833,219,10.003
-0.0915551,0,-0.0297797,122,10.002
-0.0915551,0,-0.0287247,106,10.16
-0.0915551,0,-0.0273701,187,10.182
-0.0915551,0,-0.0306196,203,9.782
-0.0915551,0,-0.0259953,106,9.841
-0.0915551,0,-0.0281366,122,10.033
-0.0915551,0,-0.0292544,122,10.061
-0.0915551,0,-0.0284811,106,9.954
-0.0915551,0,-0.0296811,203,10.41
-0.0915551,0,-0.0275025,203,9.783
-0.0915551,0,-0.0290073,235,9.722
-0.0915551,0,-0.0284057,106,10.249
-0.0915551,0,-0.025472,187,9.869
-0.0915551,0,-0.0294301,122,10.063
-0.0915551,0,-0.0274578,203,9.799
-0.0906575,0,-0.0237145,187,10.087
-0.0906575,0,-0.0248769,106,10.145
-0.0897599,0,-0.0216634,235,9.805
-0.0888623,0,-0.0216752,171,10.114
-0.0879647,0,-0.0161616,219,9.885
-0.0852719,0.897599,-0.017736,90,9.954
-0.0834767,0,-0.0179843,90,10.1
-0.0798863,0,-0.0145885,90,9.926
-0.0762959,0.897599,-0.00796548,10,10.008
-0.0664223,0,-0.0111031,58,10.179
-0.0655247,0.897599,0.000639123,58,9.862
-0.0592415,0.897599,-0.0034271,10,10.071
-0.0502655,0.897599,0.00529521,138,10.183
-0.040392,0.897599,0.00925798,-23,9.824
-0.0206448,0.897599,0.0100849,-71,10.086
-0.0197472,1.7952,0.0112403,-39,9.838
-0.00807839,0.897599,0.0143726,-55,10.11
0.0026928,0.897599,0.0194979,-55,9.798
0.02244,0.897599,0.0164797,-264,10.266
0.0233376,0.897599,0.0179624,-119,9.812
0.0332112,0.897599,0.030784,-152,10.108
0.0484703,0.897599,0.0261356,-200,9.91
0.0484703,0,0.0296833,-168,14.736
0.0583439,0,0.0319232,-200,6.329
0.0619343,0,0.0359384,-280,9.563
0.0664223,0,0.0212516,-264,9.327
0.0700127,0,0.0275261,-135,10.118
0.0745007,0.897599,0.0306612,-152,9.823
0.0789887,0.897599,0.0299428,-216,10.433
0.0834767,0,0.0432465,-232,9.792
0.0870671,0.897599,0.0513231,-377,10.391
0.0906575,0.897599,0.0430925,-345,9.637
0.0942479,0.897599,0.0496328,-216,9.811
0.100531,0,0.0577841,-345,10.169
0.100531,0,0.0581231,-377,9.831
0.104121,0.897599,0.0490454,-393,10.261
0.108609,0,0.0482209,-280,9.81
0.113097,0,0.0536038,-248,9.923
0.118483,0.897599,0.0531391,-393,10.216
0.131049,0,0.0494027,-280,9.826
0.131947,0.897599,0.0611989,-313,10.04
0.144513,0.897599,0.0610144,-458,9.921
0.145411,0,0.0607983,-313,10.16
0.152592,0.897599,0.0651582,-442,9.866
0.162465,0,0.0560597,-490,10.127
