,q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
0,-0.173237,0.0,-0.117607,850,17.692
1,-0.173237,0.0,-0.116217,850,2.286
2,-0.173237,0.0,-0.115825,882,9.738
3,-0.173237,0.0,-0.125122,882,10.305
4,-0.173237,0.0,-0.127177,882,9.79
5,-0.173237,0.0,-0.117346,882,10.092
6,-0.173237,0.0,-0.130352,882,10.27
7,-0.173237,0.0,-0.120576,882,9.678
8,-0.173237,0.0,-0.11918,850,9.979
9,-0.173237,0.0,-0.125853,850,9.963
10,-0.173237,0.0,-0.110698,850,9.914
11,-0.173237,0.0,-0.12697,882,10.283
12,-0.173237,0.0,-0.114345,850,9.965
13,-0.173237,0.0,-0.122145,802,9.945
14,-0.173237,0.0,-0.129342,834,9.929
15,-0.173237,0.0,-0.11817,834,10.004
16,-0.173237,0.0,-0.135043,850,10.066
17,-0.173237,0.0,-0.12637,882,10.083
18,-0.173237,0.0,-0.12845,850,9.694
19,-0.173237,0.0,-0.134217,850,10.224
20,-0.173237,0.0,-0.122656,850,9.878
21,-0.173237,0.0,-0.13656,802,10.044
22,-0.173237,0.0,-0.123582,850,10.193
23,-0.173237,0.0,-0.124823,818,9.921
24,-0.173237,0.0,-0.133418,834,9.884
25,-0.173237,0.0,-0.122472,818,9.957
26,-0.173237,0.0,-0.133257,850,10.028
27,-0.173237,0.0,-0.121492,786,10.089
28,-0.173237,0.0,-0.123012,786,9.851
29,-0.173237,0.0,-0.121118,818,10.245
30,-0.173237,0.0,-0.100931,818,10.384
31,-0.173237,0.0,-0.101833,802,9.606
32,-0.173237,0.0,-0.0787748,737,9.887
33,-0.173237,0.0,-0.0752118,786,10.209
34,-0.172339,0.897599,-0.0693976,769,9.846
35,-0.161568,0.897599,-0.0587015,818,9.912
36,-0.16067,0.897599,-0.0656619,737,9.88
37,-0.13823,0.897599,-0.0596619,753,10.098
38,-0.120278,2.6928,-0.0426072,657,10.228
39,-0.117585,2.6928,-0.0321158,624,9.779
40,-0.0951455,2.6928,-0.0321158,415,9.876
41,-0.0700127,1.7952,-0.0321158,141,10.001
42,-0.0350064,1.7952,-0.0263804,77,10.101
43,-0.0332112,0.897599,0.0375527,-133,10.15
44,-0.00538559,0.897599,0.0420597,-310,9.951
45,-0.00448799,0.897599,0.0931896,-665,9.844
46,0.0035904,0.897599,0.0933402,-632,9.982
47,0.00807839,0.0,0.167456,-906,10.017
48,0.0107712,0.0,0.138169,-874,9.903
49,0.013464,0.0,0.136913,-922,10.272
50,0.0206448,0.0,0.159874,-890,9.86
51,0.0206448,0.897599,0.154828,-826,9.978
52,0.0287232,0.897599,0.162523,-858,9.971
53,0.0394943,1.7952,0.161055,-858,10.209
54,0.0682175,1.7952,0.16382,-955,9.92
55,0.0709103,1.7952,0.189287,-939,9.916
