q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.210038,0,-0.0245567,-90,17.841
-0.210038,0,-0.0309652,-90,0.579
-0.210038,0,-0.0218154,-74,10.373
-0.210038,0,-0.0203311,-154,9.275
-0.210038,0,-0.0269309,-154,10.626
-0.210038,0,-0.0175804,-154,9.556
-0.210038,0,-0.0294781,-74,9.968
-0.210038,0,-0.0266932,-154,9.841
-0.210038,0,-0.0191671,-138,10.204
-0.210038,0,-0.0289497,-74,9.789
-0.210038,0,-0.0172303,-25,10.12
-0.210038,0,-0.0238675,-138,9.959
-0.210038,0,-0.0205708,-25,10.456
-0.210038,0,-0.0152432,-25,9.743
-0.210038,0,-0.0238165,-41,10.016
-0.210038,0,-0.0121138,-25,9.779
-0.210038,0,-0.0213168,-25,10.238
-0.210038,0,-0.013157,-9,9.749
-0.210038,0,-0.011753,-9,10.13
-0.210038,0,-0.0182787,7,10.073
-0.210038,0,-0.0101418,39,9.968
-0.210038,0,-0.0161444,7,9.838
-0.210038,0,-0.00984652,39,10.136
-0.210038,0,-0.0099523,55,9.783
-0.210038,0,-0.0148644,55,10.204
-0.209141,0,-0.00609006,55,9.777
-0.208243,0.897599,-0.0152433,39,10.385
-0.206448,0.897599,-0.0103403,168,9.661
-0.204653,0,-0.00207112,55,10.322
-0.202857,0,-0.00588617,-25,9.778
-0.20196,0.897599,-0.00116597,7,10.575
-0.200165,0,-0.0146027,55,9.351
-0.197472,0,0.00236836,71,10.134
-0.194779,0,-0.00105804,-9,9.823
-0.185803,0.897599,-0.0155178,200,10.307
-0.184905,0.897599,-0.00320038,152,9.701
-0.17952,0,-0.0116932,55,10.301
-0.173237,0,0.00586055,-25,9.714
-0.166953,0.897599,-0.00662508,7,10.135
-0.154387,0.897599,-0.0160869,71,10.008
-0.153489,0,0.0096329,152,10.126
-0.147206,0.897599,0.00365176,-41,9.718
-0.140923,0,-0.00296973,-41,10.172
-0.13464,0,0.000876014,71,10.175
-0.122971,0.897599,0.0116907,-25,9.798
-0.11579,0.897599,0.0052694,88,9.992
-0.114893,0.897599,0.00712269,39,9.921
-0.107712,0.897599,0.0266993,-90,9.913
-0.0933503,0.897599,0.0234378,-154,10.157
-0.0924527,0.897599,0.0188569,-41,9.879
-0.0843743,0.897599,0.0351976,-122,10.04
-0.0682175,0.897599,0.0216558,-186,10.06
-0.0592415,0.897599,0.0238067,-186,10
-0.0583439,0.897599,0.0327804,-154,9.897
-0.0493679,0.897599,0.0271988,-186,10.186
-0.0412895,0.897599,0.0379151,-235,9.834
-0.0332112,0,0.0275507,-219,10.292
-0.0206448,0.897599,0.038964,-186,13.412
-0.017952,0,0.0317731,-202,6.909
-0.0125664,0.897599,0.0290088,-90,9.94
-0.00718079,0,0.0396158,-315,9.87
-0.0017952,0.897599,0.0368344,-186,9.599
0.00987359,0.897599,0.0402563,-283,10.064
0.0107712,0.897599,0.0457138,-219,9.918
0.0161568,0.897599,0.0467461,-283,9.998
0.0215424,0,0.0523392,-331,10.576
0.031416,0,0.0478983,-347,9.598
0.0323136,0,0.0569419,-364,9.883
0.0421871,0.897599,0.0441792,-202,10.404
0.0484703,0.897599,0.0392752,-251,9.606
0.0547535,0.897599,0.0611199,-283,10.161
0.0547535,0,0.0569629,-412,9.941
0.0664223,0,0.0621811,-380,10.04
0.0727055,0.897599,0.0549382,-396,9.765
0.0736031,0.897599,0.0482207,-283,9.994
0.0807839,0.897599,0.0711987,-283,10.064
0.0951455,0.897599,0.0600563,-444,9.961
0.0951455,0.897599,0.0668138,-412,10.109
0.108609,0,0.0708855,-412,10.124
0.109507,0.897599,0.0694432,-476,9.868
0.11579,0,0.0699904,-492,10.005
0.122073,0.897599,0.0649114,-380,9.978
0.128357,0,0.0680607,-460,10.028
0.140923,0.897599,0.0772859,-444,9.955
0.147206,0.897599,0.0671302,-525,10.141
0.148104,0.897599,0.0835074,-444,9.815
0.158875,0,0.0804197,-573,10.306
0.164261,0.897599,0.0836979,-541,9.833
0.164261,0,0.0786211,-573,9.791
0.169646,0,0.0802303,-476,10.112
0.174134,0,0.0892274,-605,10.041
0.178622,0.897599,0.0830646,-476,9.973
0.18311,0.897599,0.0815286,-460,9.944
0.187598,0.897599,0.0790838,-509,10.04
0.192086,0,0.0844686,-605,10.065
0.194779,0.897599,0.0944552,-605,9.986
0.197472,0,0.0793618,-621,9.959
0.199267,0,0.0955607,-509,10.104
0.20196,0,0.0912893,-621,10.026
0.204653,0.897599,0.0799081,-541,9.857
0.207345,0,0.0932662,-525,10.433
0.210936,0,0.0825903,-541,9.486
0.214526,0,0.0912686,-670,10.092
0.218117,0,0.0839302,-541,9.882
0.221707,0.897599,0.0898397,-509,10.164
0.231581,0,0.0908063,-573,10.069
0.231581,0.897599,0.0862429,-509,9.97
0.236966,0.897599,0.101791,-670,9.952
0.241454,0,0.0791624,-573,9.945
0.245044,0,0.0928792,-670,10.138
0.247737,0.897599,0.0925127,-654,9.949
0.25043,0,0.0836374,-605,9.819
0.253123,0,0.101065,-573,10.293
0.25402,0,0.0928574,-702,9.826
0.255816,0,0.0811657,-573,9.996
0.257611,0,0.0958386,-573,10.02
0.258508,0,0.0866442,-605,9.956
0.259406,0,0.0890737,-605,10.018
0.260304,0.897599,0.0964473,-557,10.083
0.262099,0,0.0866166,-637,9.847
0.262996,0,0.108808,-605,10.271
0.263894,0,0.0895041,-702,9.78
0.264792,0.897599,0.0936189,-605,9.956
0.266587,0,0.0980136,-573,10.006
0.267484,0,0.097483,-573,10.272
0.26928,0,0.0969216,-734,9.768
0.270177,0.897599,0.084614,-605,10.113
0.271075,0,0.0967239,-605,9.867
