q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.169646,0,-0.0549819,297,12.853
-0.169646,0,-0.0549819,313,1.691
-0.169646,0,-0.0531113,297,11.628
-0.169646,0,-0.0515881,297,9.287
-0.169646,0,-0.0555252,297,8.65
-0.169646,0,-0.0481369,297,9.697
-0.169646,0,-0.0467712,329,10.288
-0.169646,0,-0.051695,297,9.992
-0.169646,0,-0.0408998,265,9.907
-0.169646,0,-0.0524839,297,9.875
-0.169646,0,-0.0437933,297,10.009
-0.169646,0,-0.0461538,297,10.339
-0.169646,0,-0.0412949,329,13.97
-0.169646,0,-0.0388249,329,6.583
-0.169646,0,-0.0460914,297,9.614
-0.169646,0,-0.0355678,265,10.026
-0.168749,0,-0.039227,378,9.916
-0.167851,0,-0.0389239,265,10.457
-0.166953,0,-0.0337325,362,9.93
-0.165158,0,-0.0427589,297,9.624
-0.16067,0,-0.0286938,297,11.183
-0.16067,0.897599,-0.0393962,297,8.579
-0.157977,0,-0.0305332,297,10.491
-0.152592,0.897599,-0.027213,297,9.427
-0.151694,0.897599,-0.0317159,200,9.95
-0.147206,0.897599,-0.0115762,297,10.236
-0.142718,0,-0.0189552,88,9.627
-0.13823,0.897599,-0.0135269,168,10.713
-0.124766,0.897599,-0.0110382,136,9.338
-0.116688,0.897599,-0.0191346,233,10.034
-0.11579,0.897599,0.00164881,88,9.996
-0.0978383,0.897599,-0.0110145,71,10.005
-0.0888623,0.897599,-0.00842309,71,10.204
-0.0798863,0.897599,-0.000357195,88,9.883
-0.0709103,0.897599,-0.00668001,-9,10.01
-0.0691151,0.897599,0.00425798,-41,9.915
-0.0610367,0.897599,0.0036004,-9,9.871
-0.0466751,0.897599,0.00225551,-57,10.096
-0.0457775,0.897599,0.0143803,-25,10.03
-0.0323136,0,0.00838464,-57,9.851
-0.0260304,0,0.0169871,-106,10.192
-0.0251328,0.897599,0.0065657,-90,9.805
-0.0143616,0,0.00364971,7,10.063
-0.013464,0.897599,0.0261796,-9,9.949
-0.00807839,0.897599,0.0318921,-219,10.06
-0.0017952,0.897599,0.0267935,-57,10.096
0.00897599,0.897599,0.032255,-219,10.02
0.00987359,0.897599,0.0306615,-122,9.854
0.0161568,0.897599,0.0393725,-219,10.201
0.0233376,0.897599,0.0281017,-267,9.815
0.035904,0.897599,0.0395566,-251,10.002
0.0421871,0,0.0319138,-251,10.087
0.0430847,0.897599,0.036005,-235,9.98
0.0538559,0.897599,0.0356537,-267,9.895
0.0592415,0,0.0336136,-235,10.053
0.0592415,0.897599,0.0518043,-283,9.964
0.0646271,0.897599,0.0307498,-347,10.228
0.0700127,0.897599,0.0429314,-219,9.884
0.0753983,0.897599,0.0581416,-299,10.224
0.0807839,0.897599,0.0532433,-315,9.736
0.0906575,0,0.0530222,-283,10.553
0.0951455,0,0.0442896,-315,9.468
0.0996335,0,0.0564935,-315,10.555
0.104121,0,0.0423501,-186,9.303
0.108609,0,0.0403779,-364,10.224
0.108609,0,0.0423148,-219,9.83
0.113097,0,0.038111,-235,9.994
0.121176,0.897599,0.0436391,-283,10.115
0.121176,0,0.039403,-347,13.349
0.129254,0,0.0432377,-315,6.837
0.129254,0,0.0526249,-476,10.148
0.132845,0.897599,0.0505935,-235,9.62
0.136435,0,0.0514555,-347,10.189
0.139128,0,0.0668918,-347,9.709
0.141821,0,0.0507586,-476,10.052
0.144513,0,0.0528049,-380,10.09
0.148104,0,0.0562703,-347,9.986
0.150797,0,0.0553659,-347,9.91
0.153489,0.897599,0.062898,-380,9.998
0.159773,0,0.0525068,-380,10.309
0.159773,0.897599,0.0773985,-412,9.87
0.162465,0.897599,0.0600157,-509,9.816
0.165158,0,0.0688833,-412,10.067
0.167851,0.897599,0.0850725,-476,9.981
0.169646,0,0.0548626,-509,10.34
0.171441,0,0.0803992,-412,9.711
0.173237,0,0.0676971,-509,9.941
0.175032,0.897599,0.0591701,-412,10.002
0.177725,0.897599,0.0738301,-412,10.076
0.180417,0.897599,0.0717259,-428,9.865
0.18311,0,0.0830836,-509,10.198
0.184905,0,0.0752436,-509,9.81
0.186701,0,0.0641366,-525,10.017
0.187598,0,0.0722228,-428,10.044
0.189393,0.897599,0.063564,-412,10.029
0.191189,0.897599,0.0704665,-412,10.341
0.192984,0,0.0787141,-444,9.765
0.193881,0,0.0777859,-541,10.452
0.194779,0,0.0781539,-557,9.396
0.195677,0.897599,0.0643827,-396,10.042
0.197472,0,0.0778958,-460,9.929
0.199267,0,0.083498,-444,9.965
0.20196,0.897599,0.0710057,-557,10.072
0.206448,0,0.0732933,-476,9.944
0.208243,0,0.0787344,-476,10.118
0.208243,0,0.0760695,-541,10.009
0.210038,0,0.0685287,-444,10.117
0.210936,0,0.0698379,-444,9.707
0.212731,0,0.074489,-476,10.649
0.214526,0,0.0645068,-492,9.562
0.216321,0,0.0762056,-444,10.244
0.218117,0,0.0710174,-444,9.619
0.219912,0.897599,0.0680514,-444,10.289
0.221707,0,0.0764838,-444,9.675
0.223502,0,0.077161,-476,10.178
0.2244,0,0.076027,-589,9.846
0.225297,0,0.0701103,-509,10.101
0.227093,0.897599,0.0715044,-428,10.049
0.22799,0,0.077435,-509,10.205
0.229785,0,0.0745312,-509,9.807
0.230683,0,0.0781179,-605,9.986
0.231581,0,0.06967,-460,9.95
0.232478,0,0.0697988,-476,9.996
0.233376,0,0.0768081,-444,10.319
0.234273,0,0.0672624,-509,9.753
0.234273,0,0.0731443,-476,9.819
0.235171,0,0.0751617,-476,10.26
0.235171,0,0.0716409,-509,9.854
0.235171,0,0.0798068,-509,10.02
0.236069,0,0.0693844,-444,9.909
0.236966,0,0.0774617,-460,10.188
0.237864,0,0.0732411,-492,9.954
0.237864,0,0.0684367,-476,10.302
0.238761,0,0.0754508,-492,9.606
0.238761,0,0.0629952,-525,10.542
0.238761,0,0.0752742,-476,9.738
0.238761,0,0.0739242,-509,9.92
0.238761,0.897599,0.0707397,-444,9.682
0.239659,0,0.0836364,-492,10.201
0.239659,0,0.0786577,-444,9.954
0.240556,0,0.0779789,-589,10.067
0.241454,0,0.0695135,-541,9.949
0.241454,0,0.0688051,-476,10.063
0.242352,0.897599,0.0774761,-444,9.782
0.243249,0,0.0648899,-509,10.213
0.243249,0,0.0713009,-525,9.946
0.243249,0,0.068045,-589,10.159
0.243249,0,0.0687261,-476,10.091
0.243249,0,0.0814449,-509,9.765
0.243249,0,0.0680184,-492,9.973
0.243249,0,0.0790002,-509,10.011
0.244147,0,0.0753802,-476,9.927
0.244147,0,0.0668134,-476,10.219
0.244147,0,0.0712081,-476,9.869
0.244147,0,0.054734,-476,9.986
0.244147,0,0.0622346,-557,9.97
0.244147,0,0.061408,-509,10.081
0.244147,0,0.0594651,-509,9.852
0.244147,0,0.0747551,-509,10.202
0.244147,0,0.0641263,-444,9.829
0.244147,0,0.0756373,-492,10.069
0.244147,0,0.0734296,-476,9.849
0.244147,0,0.0689043,-476,10.432
0.244147,0,0.0757272,-476,9.78
0.244147,0,0.0640627,-509,9.991
0.245044,0,0.0723101,-509,9.852
0.245044,0,0.0669088,-460,10.12
0.245044,0,0.0677758,-492,9.887
0.245044,0,0.0783336,-509,13.501
0.245044,0,0.0698666,-509,6.948
0.245044,0,0.079362,-541,9.791
0.245942,0,0.0725434,-509,10.456
0.24684,0,0.0710307,-557,9.714
0.249532,0,0.0788052,-460,9.67
0.249532,0,0.0642944,-509,9.972
0.249532,0,0.0720108,-444,10.008
0.249532,0,0.0649398,-476,10.022
0.249532,0,0.0586186,-476,10.013
0.249532,0,0.0718418,-509,10.396
0.249532,0,0.0608126,-492,9.913
0.249532,0,0.0710596,-476,9.702
0.249532,0,0.0705286,-509,9.935
0.249532,0,0.0686761,-476,10.132
0.249532,0,0.0781019,-476,9.844
0.249532,0,0.0653034,-476,10.217
0.249532,0,0.0758915,-476,9.729
0.25043,0,0.0731922,-476,10.196
0.25043,0,0.0659092,-509,9.95
0.25043,0,0.074783,-509,10.192
0.25043,0,0.0607401,-509,9.912
0.25043,0,0.0704187,-509,9.835
0.25043,0,0.0698215,-476,9.96
0.25043,0,0.0625594,-525,10.123
0.25043,0,0.0716882,-444,9.889
0.25043,0,0.0620568,-476,10.083
0.25043,0,0.0692553,-476,9.86
0.25043,0,0.0667946,-476,10.174
0.25043,0,0.063969,-476,9.929
0.25043,0,0.0743753,-476,10.052
0.25043,0,0.0622911,-476,10.302
0.25043,0,0.0695742,-509,9.659
0.25043,0,0.0710242,-476,10.02
0.25043,0,0.0643983,-476,9.923
0.25043,0,0.0710398,-460,10.01
0.25043,0,0.0593045,-476,10.05
0.25043,0,0.0703104,-492,9.932
0.25043,0,0.0677117,-476,10.534
0.25043,0,0.0641367,-476,9.471
0.25043,0,0.074341,-476,10.699
0.25043,0,0.0646001,-476,9.297
0.25043,0,0.0696118,-476,10.114
0.25043,0,0.0704844,-509,9.92
0.25043,0,0.0661036,-476,10.068
0.25043,0,0.0719658,-476,10.088
0.25043,0,0.0635933,-492,9.963
0.25043,0,0.0714312,-476,9.99
0.25043,0,0.0698252,-476,9.867
0.25043,0,0.0616945,-509,9.986
0.25043,0,0.0712149,-541,10.025
0.25043,0,0.0587181,-476,9.919
0.25043,0,0.0649158,-492,10.267
0.25043,0,0.0624134,-509,9.789
0.25043,0,0.0586317,-509,9.916
0.25043,0,0.0718867,-428,10.133
0.25043,0,0.0601292,-476,9.956
0.25043,0,0.0664668,-509,9.933
0.25043,0,0.0652252,-476,10.196
0.25043,0,0.0607517,-476,9.952
0.25043,0,0.0700659,-476,10.129
0.25043,0,0.0576104,-476,9.86
0.25043,0,0.0664029,-476,10.043
0.25043,0,0.0635305,-476,10.1
0.25043,0,0.0618325,-476,9.79
0.25043,0,0.0733336,-476,10.056
0.25043,0,0.0608086,-476,10.049
0.25043,0,0.0681207,-476,9.891
0.25043,0,0.0659648,-492,10.116
0.25043,0,0.0617768,-428,9.931
0.25043,0,0.0717035,-444,10.041
0.25043,0,0.0598,-476,9.874
0.25043,0,0.069095,-476,10.221
0.25043,0,0.0671777,-476,9.969
0.25043,0,0.0625752,-476,9.971
0.25043,0,0.0709575,-492,10.369
0.25043,0,0.0589351,-492,9.717
0.25043,0,0.0627358,-476,9.789
0.25043,0,0.0645017,-557,10.287
0.25043,0,0.0566753,-492,9.755
0.25043,0,0.0644688,-476,10.089
0.25043,0,0.0537715,-476,9.824
0.25043,0,0.0592819,-476,10.139
0.25043,0,0.0558379,-444,9.992
0.25043,0,0.0508356,-476,10.287
0.25043,0,0.0603672,-509,9.57
0.25043,0,0.048391,-444,10.36
0.25043,0,0.0583777,-444,9.812
0.25043,0,0.0558261,-476,9.988
0.25043,0,0.0486378,-509,9.835
0.25043,0,0.0572387,-444,10.181
0.25043,0,0.0458678,-476,9.943
0.25043,0,0.0522925,-476,10.03
0.25043,0,0.0515271,-509,9.9
0.25043,0,0.0461205,-444,10.092
0.25043,0,0.0535749,-476,10.118
0.25043,0,0.0416709,-492,9.832
0.25043,0,0.0481503,-509,10.074
0.25043,0,0.0474572,-509,10.101
0.25043,0,0.0410658,-525,9.894
0.25043,0,0.048565,-492,15.083
0.25043,0,0.0362727,-444,4.883
0.25043,0,0.0447529,-509,10.231
0.25043,0,0.0445693,-509,9.771
0.25043,0,0.0377908,-444,10.142
0.25043,0,0.0458429,-492,9.884
0.25043,0,0.0331186,-557,9.912
0.25043,0,0.0395046,-476,10.082
0.25043,0,0.0334921,-444,9.912
0.25043,0,0.0268022,-509,10.329
0.25043,0,0.0368955,-509,10.27
0.248635,0,0.0230064,-525,9.5
0.248635,0,0.0298423,-492,10.859
0.247737,0,0.022291,-541,9.092
0.245942,0,0.0212241,-460,11.104
0.244147,0,0.0238133,-476,8.799
0.242352,-0.897599,0.0169252,-509,10.074
0.236069,0,0.0242968,-509,9.861
0.236069,-0.897599,0.00730022,-509,10.376
0.232478,-0.897599,0.0135293,-347,9.681
0.22799,0,0.0146941,-476,10.137
0.222605,0,-0.00520237,-347,9.934
0.217219,-0.897599,0.0197645,-347,10.261
0.210038,-0.897599,0.0105893,-476,9.636
0.20196,-0.897599,0.00304475,-428,10.294
0.192984,-0.897599,0.00465464,-380,9.813
0.184905,0,-0.00563349,-299,10.144
0.175032,-0.897599,0.000725013,-267,9.793
0.166056,-0.897599,-0.00495561,-315,10.297
0.156182,-0.897599,-0.00944545,-347,9.692
0.147206,-0.897599,-0.0176413,-235,10.222
0.135537,-1.7952,-0.0160812,-202,9.809
0.123869,-0.897599,-0.0201019,-154,10.084
0.103224,-1.7952,-0.0211121,-170,9.921
0.101429,-1.7952,-0.0381535,39,10.337
0.0906575,-0.897599,-0.0378797,-90,9.619
0.0727055,-0.897599,-0.0467984,55,10.311
0.0700127,-0.897599,-0.0338286,71,9.704
0.0619343,-0.897599,-0.0439846,-25,10.109
0.0529583,-0.897599,-0.0496702,23,10.018
0.0439823,-0.897599,-0.0379865,23,10.043
0.0350064,-0.897599,-0.0537988,23,9.801
0.0260304,-0.897599,-0.0450239,71,10.269
0.0161568,-0.897599,-0.0515776,136,9.797
0.00807839,-0.897599,-0.0549393,39,10.318
0,0,-0.0512352,104,9.683
-0.00718079,0,-0.0621609,168,10.45
-0.0188496,0,-0.0443231,136,9.852
-0.0251328,-0.897599,-0.0512862,55,9.918
