q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.172339,0,-0.0482593,297,9.61
-0.172339,0,-0.05293,329,10.478
-0.172339,0,-0.0472194,281,9.681
-0.172339,0,-0.0550027,281,12.121
-0.172339,0,-0.0521267,313,7.935
-0.172339,0,-0.0479026,265,10.035
-0.172339,0,-0.0573888,281,9.999
-0.172339,0,-0.0475104,362,10.009
-0.172339,0,-0.0513648,265,9.83
-0.172339,0,-0.0492386,217,10.337
-0.172339,0,-0.0470078,345,9.912
-0.172339,0,-0.0567155,345,9.994
-0.172339,0,-0.0472796,329,9.833
-0.172339,0,-0.0528983,313,9.999
-0.172339,0,-0.0498404,297,10.063
-0.172339,0,-0.0435829,362,10.304
-0.172339,0,-0.0528196,345,10.115
-0.172339,0,-0.0419934,297,9.552
-0.172339,0,-0.045487,345,10.513
-0.172339,0,-0.047914,313,9.553
-0.172339,0,-0.0401464,329,10.265
-0.172339,0.897599,-0.0493968,394,9.874
-0.171441,0,-0.0369304,265,9.757
-0.171441,0,-0.0297508,345,10.076
-0.169646,0,-0.0306002,233,9.951
-0.167851,0,-0.0340662,297,9.95
-0.165158,0,-0.0330182,362,9.99
-0.161568,0.897599,-0.0274795,233,10.283
-0.149899,0.897599,-0.0285209,313,9.683
-0.149001,0.897599,-0.0203319,265,10.245
-0.13464,0.897599,-0.013831,168,9.903
-0.133742,0.897599,-0.0254919,136,9.903
-0.125664,0.897599,-0.0107683,136,10.001
-0.118483,0.897599,-0.0177983,184,9.995
-0.102326,0.897599,-0.0105712,104,10.132
-0.101429,0.897599,-0.00218138,104,9.901
-0.0924527,0.897599,-0.00841991,104,9.933
-0.0745007,1.7952,0.00657866,23,10.176
-0.0727055,0.897599,-0.00293937,-9,9.821
-0.0529583,0.897599,0.0168824,71,10.356
-0.0511631,0.897599,0.0187831,-170,9.692
-0.0412895,0.897599,0.0105975,-25,9.956
-0.0296208,0.897599,0.0234228,-57,9.957
-0.00897599,1.7952,0.0218694,-90,10.244
0.0017952,0.897599,0.0244234,-170,9.878
0.0125664,0.897599,0.0195633,-122,10.316
0.0233376,1.7952,0.0479251,-299,9.74
0.0341088,1.7952,0.0389669,-219,10.062
0.0350064,0.897599,0.0527934,-251,9.788
0.0547535,1.7952,0.0582475,-364,10.119
0.0556511,0.897599,0.044664,-412,9.957
0.0753983,0.897599,0.0526414,-347,10.162
0.0852719,0.897599,0.059366,-460,9.876
0.0951455,1.7952,0.0417049,-283,10.664
0.0969407,0.897599,0.058022,-315,9.267
0.105917,0.897599,0.0691799,-412,10.182
0.11579,0.897599,0.0557497,-541,9.773
