q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.172339,0,-0.107094,398,9.858
-0.172339,0,-0.00920816,302,10.942
-0.172339,0,-0.111185,398,10.368
-0.172339,0,-0.0383063,221,8.721
-0.172339,0,-0.0143537,221,9.693
-0.172339,0,-0.105845,398,10.003
-0.172339,0,0.00913283,221,10.04
-0.172339,0,-0.0909149,398,10.128
-0.172339,0,-0.0381316,350,9.872
-0.172339,0,-0.0135698,221,10.006
-0.172339,0,-0.0883817,221,9.951
-0.172339,0,0.000900586,350,10.176
-0.172339,0,-0.104638,221,9.917
-0.172339,0,-0.0418915,221,10.065
-0.172339,0,-0.0162536,398,10.227
-0.172339,0,-0.0969275,237,9.669
-0.172339,0,0.0148458,350,9.969
-0.172339,0,-0.0994285,269,10.091
-0.172339,0,-0.0181123,237,9.948
-0.172339,0,-0.018572,286,10.154
-0.172339,0,-0.088336,221,9.832
-0.172339,0,0.0124273,302,10.275
-0.172339,0,-0.0982899,334,9.672
-0.172339,0,-0.026462,269,10.286
-0.172339,0,-0.0171206,334,9.885
-0.172339,0,-0.0684308,253,9.937
-0.170544,0,0.0444258,286,10.062
-0.168749,0.897599,-0.0827896,318,10.062
-0.166056,0.897599,0.0279413,302,9.715
-0.16067,0,-0.000837431,302,10.136
-0.153489,0.897599,-0.0396478,173,9.811
-0.144513,1.7952,0.047936,157,10.355
-0.131947,0.897599,0.0185541,286,9.798
-0.11579,1.7952,0.035763,173,10.174
-0.100531,2.6928,-0.00328967,28,9.718
-0.0637295,2.6928,0.0443207,108,10.454
-0.0592415,1.7952,0.0723745,12,9.57
-0.0260304,1.7952,-0.0233933,-182,10.318
-0.02244,1.7952,0.0747688,-246,9.636
-0.00718079,1.7952,0.0747688,-182,10.303
0.00807839,0.897599,0.00307677,-214,9.85
0.0197472,0.897599,0.081377,-246,10.199
0.0305184,0.897599,-0.0243558,-311,9.729
0.0484703,0.897599,0.0592266,-182,10.391
0.0502655,0.897599,0.0460913,-246,9.579
0.0601391,0.897599,0.0400247,-198,10.212
0.0709103,0.897599,0.102085,-343,9.892
0.0807839,0.897599,0.0807189,-343,10.053
0.0924527,0.897599,0.036011,-278,9.948
0.104121,0.897599,0.0796264,-375,10.368
0.11579,0.897599,0.117708,-440,9.492
0.135537,0.897599,0.00950951,-359,10.361
0.13823,0.897599,0.0141979,-520,9.647
0.147206,0.897599,0.122538,-472,10.636
0.155285,0,0.0640169,-472,9.49
0.166056,0.897599,0.0474156,-536,10.389
0.169646,0.897599,0.116695,-536,9.607
0.169646,0,0.024855,-407,10.33
0.172339,0,0.106859,-569,9.512
0.173237,0,0.109425,-585,10.156
0.174134,0,0.0470444,-440,10.095
0.175032,0,0.139303,-440,10.467
0.176827,0,0.0276149,-472,9.361
0.182213,0,0.131867,-456,15.554
0.184008,0.897599,0.092625,-440,5.058
0.187598,0.897599,0.0926091,-504,9.632
0.192086,0.897599,0.150886,-407,9.73
0.204653,0.897599,0.0476052,-536,10.297
0.20555,0.897599,0.150763,-569,9.677
0.213629,0.897599,0.0958404,-536,10.1
0.222605,0.897599,0.0673925,-633,9.852
0.231581,0.897599,0.162311,-649,10.05
0.248635,0.897599,0.0412666,-665,10.126
0.25043,0.897599,0.145939,-649,10.128
0.258508,0.897599,0.0849641,-665,9.766
0.270177,0,0.0807372,-697,10.356
0.270177,0,0.0359134,-697,9.652
0.273768,0.897599,0.0321499,-730,10.095
0.275563,0,0.142528,-633,9.973
0.275563,0,0.108498,-633,10.013
0.275563,0,0.0382257,-794,10.052
0.275563,0,0.133214,-633,10.276
0.275563,0,0.0234794,-601,9.85
0.275563,0,0.0931904,-665,9.809
0.275563,0,0.0660502,-601,10.854
0.275563,0,0.0367817,-617,9.351
0.275563,0,0.130248,-633,9.754
0.275563,0,0.00829185,-633,10.15
0.275563,0,0.0744052,-649,9.794
0.275563,0,0.0482991,-633,10.273
0.275563,0,0.0115334,-633,9.781
0.275563,0,0.105494,-633,10.392
0.275563,0,-0.00511724,-633,9.907
0.275563,0,0.0941877,-633,9.956
0.275563,0,0.0372169,-633,10.041
0.275563,0,0.00778173,-585,9.724
0.275563,0,0.108147,-601,9.993
0.275563,0,-0.0082007,-617,10.026
0.275563,0,0.0694794,-617,9.958
0.275563,0,0.0615961,-649,10.132
0.275563,0,0.0130481,-633,9.883
0.275563,0,0.111659,-633,10.083
0.275563,0,-0.00379378,-601,9.933
0.274665,0,0.0873519,-633,10.088
0.274665,0,0.0714801,-601,9.871
0.274665,0,0.0132098,-601,10.224
0.274665,0,0.11838,-633,9.792
0.274665,0,-0.00111436,-633,10.035
0.274665,0,0.0767002,-633,10.045
0.274665,0,0.0465792,-633,10.088
0.274665,0,0.0297519,-649,9.922
0.274665,0,0.120954,-585,9.922
0.274665,0,0.000422796,-569,10.06
0.274665,0,0.119802,-601,10.429
0.274665,0,0.0755127,-617,9.52
0.274665,0,0.0207515,-633,9.965
0.274665,0,0.12211,-601,10.025
0.274665,0,0.000471709,-601,10.026
0.274665,0,0.0814146,-552,9.964
0.274665,0,0.0677159,-585,10.462
0.274665,0,0.0214466,-585,9.737
0.274665,0,0.12067,-601,9.816
0.274665,0,0.000982841,-601,9.994
0.274665,0,0.0963699,-585,10.209
0.274665,0,0.0627019,-601,9.862
0.274665,0,0.0198141,-585,10.045
0.274665,0,0.109652,-601,9.889
0.274665,0,-0.00158557,-569,10.164
0.274665,0,0.0924835,-617,9.836
0.274665,0,0.0646645,-601,9.998
0.274665,0,0.0138437,-649,9.929
0.274665,0,0.107882,-552,10.139
0.274665,0,-0.00175659,-569,9.94
0.274665,0,0.0950469,-520,10.064
0.274665,0,0.0689808,-569,9.907
0.274665,0,0.0213267,-601,10.235
0.274665,0,0.108059,-585,9.744
0.274665,0,-0.00500863,-601,10.069
0.274665,0,0.090996,-601,9.967
0.274665,0,0.0380769,-585,10.211
0.274665,0,0.0166864,-552,9.979
0.274665,0,0.0991488,-601,9.929
0.274665,0,-0.013216,-601,9.883
0.274665,0,0.0735,-633,10.147
0.274665,0,0.0389982,-633,9.85
0.274665,0,0.0106424,-569,10.013
0.274665,0,0.103955,-504,9.994
0.274665,0,-0.0066351,-633,10.075
0.274665,0,0.0712491,-569,9.854
0.274665,0,0.054888,-585,10.072
0.274665,0,0.0235095,-569,10.045
0.274665,0,0.104648,-569,10.027
0.274665,0,-0.0106087,-569,9.891
0.274665,0,0.073466,-569,10.173
0.274665,0,0.0199632,-601,10.259
0.274665,0,0.0300761,-633,9.825
