q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.0520607,0,-0.0333737,189,11.204
-0.0520607,0,-0.0032673,76,9.207
-0.0520607,0,0.00722127,92,9.321
-0.0520607,0,-0.0689775,189,10.08
-0.0520607,0,0.0331591,60,10.031
-0.0520607,0,-0.0545973,76,9.758
-0.0520607,0,-0.0176952,76,10.138
-0.0520607,0,0.0144602,108,9.982
-0.0520607,0,-0.0749164,108,10.029
-0.0520607,0,0.0227707,76,9.988
-0.0520607,0,-0.0561586,92,9.908
-0.0520607,0,-0.0160161,76,10.249
-0.0520607,0,0.0203332,76,9.741
-0.0520607,0,-0.0834923,76,10.042
-0.0520607,0,0.0254787,108,10.005
-0.0520607,0,-0.0562353,189,10.043
-0.0520607,0,-0.0146604,76,10.293
-0.0520607,0,0.0157201,205,9.796
-0.0520607,0,-0.0872304,173,10.001
-0.0520607,0,0.0230024,76,10.068
-0.0520607,0,-0.0474798,205,9.812
-0.0520607,0,-0.0413716,108,9.993
-0.0520607,0,0.0215931,76,10.019
-0.0520607,0,-0.0753032,76,9.976
-0.0520607,0,0.0416105,92,10.007
-0.0520607,0,-0.0334722,76,10.105
-0.0520607,0,0.0106943,108,10.051
-0.0520607,0,0.0419122,60,9.854
-0.0511631,0,-0.0407712,76,10.528
-0.0502655,0.897599,0.0659307,157,9.503
-0.0430847,0,-0.0401992,44,10.073
-0.0430847,0.897599,0.0364471,28,9.784
-0.0368016,0.897599,0.0277696,-5,10.034
-0.0206448,0.897599,-0.0269101,92,10.369
-0.00897599,0.897599,-0.0345031,-21,9.649
0.0026928,0.897599,-0.0228985,-53,10.123
0.00448799,0.897599,0.0298684,-117,9.877
0.0161568,0.897599,-0.0112249,-85,9.999
0.0368016,0.897599,0.0847395,-198,10.059
0.0475727,0.897599,0.0837318,-150,10.058
0.0565487,0.897599,-0.00669717,-150,9.924
0.0574463,0.897599,0.0495723,-278,10.163
0.0655247,0,0.0684119,-311,9.661
0.0771935,0.897599,0.0121131,-311,10.244
0.0780911,0.897599,0.115209,-359,9.871
0.0915551,0.897599,0.00169801,-214,10.25
0.0996335,0.897599,0.0912013,-278,10.043
0.107712,0.897599,0.0809759,-391,9.952
0.11579,0.897599,0.0409202,-311,9.862
0.116688,0.897599,0.127451,-375,10.041
0.123869,0,0.0233299,-407,9.888
0.131049,0.897599,0.0794155,-375,10.198
0.140923,0,0.0005486,-375,9.85
0.140923,0.897599,0.0749262,-343,9.952
0.145411,0.897599,0.127778,-440,9.965
0.148104,0,0.0244992,-343,10.053
0.154387,0,0.0659392,-472,10.631
0.15708,0.897599,0.0537686,-504,9.64
0.15708,0.897599,0.0489969,-343,9.768
0.161568,0.897599,0.131194,-375,10.07
0.164261,0,0.0317556,-504,9.798
0.167851,0,0.0844952,-472,10.226
0.169646,0,0.107897,-520,10.029
0.170544,0,0.0230846,-440,10.365
0.175032,0,0.124927,-407,9.56
0.175032,0,0.0130259,-423,9.88
0.176827,0,0.0888124,-407,10.008
0.17952,0.897599,0.100723,-375,10.214
0.184905,0,0.013675,-423,9.833
0.184905,0,0.131202,-391,9.994
0.186701,0,0.0495628,-488,9.993
0.186701,0,0.0809825,-440,10.328
0.187598,0,0.112258,-407,9.725
0.187598,0,0.0103583,-407,9.974
0.187598,0,0.12416,-440,9.966
0.187598,0,0.0238746,-407,10.211
0.188496,0,0.0689882,-407,9.85
0.189393,0.897599,0.0992501,-391,9.917
0.191189,0.897599,0.024695,-440,10.043
0.192984,0,0.141357,-407,10.214
0.193881,0,0.0503556,-504,9.844
0.193881,0,0.0489378,-536,10.02
0.193881,0,0.090399,-407,10.003
0.193881,0,-0.0024936,-407,9.985
0.193881,0,0.10647,-440,9.932
0.193881,0,-0.00345105,-440,10.222
0.193881,0,0.0396731,-407,9.671
0.193881,0,0.0825628,-407,10.534
0.193881,0,-0.0231001,-375,9.613
0.193881,0,0.0924091,-440,9.969
0.193881,0,0.0213569,-391,9.976
0.193881,0,0.0367339,-407,10.116
0.193881,0,0.0996722,-407,9.904
0.193881,0,0.00727346,-423,10.061
0.193881,0,0.12482,-407,10.297
0.193881,0,0.00918601,-375,9.832
0.193881,0,0.0837624,-391,9.805
0.193881,0,0.113839,-456,10.159
0.193881,0,0.018034,-407,9.858
0.193881,0,0.115505,-440,9.999
0.193881,0,0.0205002,-375,10.579
0.193881,0,0.0818136,-407,9.607
0.193881,0,0.114885,-423,9.856
0.193881,0,0.0150184,-375,9.964
0.193881,0,0.121461,-423,10.364
0.193881,0,0.0130823,-375,9.663
0.194779,0,0.075646,-391,9.998
0.194779,0,0.0874543,-375,10.052
0.195677,0,0.00257885,-327,9.834
0.195677,0,0.1208,-375,10.022
0.196574,0,0.0439988,-407,10.029
0.196574,0.897599,0.0567711,-407,10.302
0.197472,0,0.116017,-375,9.716
0.197472,0,0.0260155,-343,10.434
0.197472,0,0.119521,-488,9.644
0.198369,0,0.0239744,-375,10.022
0.198369,0,0.0778428,-375,9.893
0.198369,0,0.0939597,-391,10.157
0.199267,0,0.0171529,-375,9.898
0.200165,0,0.115341,-391,9.968
0.200165,0,0.0121519,-375,10.324
0.201062,0,0.0521534,-391,9.755
0.201062,0,0.102623,-375,9.946
0.201062,0,0.00216073,-407,10.115
0.201062,0,0.11858,-440,9.821
0.201062,0,0.0238261,-375,10.225
0.20196,0,0.0563454,-375,9.867
0.202857,0,0.0943087,-407,10.138
0.202857,0,0.00439947,-391,9.89
0.202857,0,0.130822,-375,10.119
0.202857,0,0.0248137,-375,9.774
0.202857,0,0.055553,-375,10.071
0.202857,0,0.112933,-440,9.957
0.202857,0,0.0233623,-278,10.039
0.203755,0,0.119834,-407,9.945
0.203755,0,0.0153109,-375,10.272
0.204653,0,0.0850067,-407,9.885
0.204653,0,0.110564,-343,10.293
0.20555,0,0.00535647,-407,9.58
0.206448,0,0.115614,-375,9.987
0.206448,0,0.0182027,-423,10.019
0.206448,0,0.0481265,-456,10.035
0.206448,0,0.0992637,-343,9.915
0.206448,0,-0.00317052,-375,10.085
0.206448,0,0.108744,-423,10.04
0.206448,0,0.0215937,-456,9.944
0.206448,0,0.0375797,-440,9.891
0.206448,0,0.101623,-375,10.047
0.206448,0,0.00806856,-327,10.048
0.206448,0,0.109028,-343,10.15
0.206448,0,0.0105411,-440,9.97
0.206448,0,0.0518317,-359,9.795
0.206448,0,0.0990281,-456,10.048
0.206448,0,-0.00385843,-391,9.956
0.206448,0,0.107137,-343,10.135
0.206448,0,0.0357633,-359,9.919
0.206448,0,0.114844,-359,10.059
0.206448,0,0.0979446,-456,9.966
0.206448,0,0.00644978,-456,10.538
0.206448,0,0.105221,-343,9.418
0.206448,0,0.00700335,-391,9.995
0.206448,0,0.0444681,-407,10.017
0.206448,0,0.0827228,-407,10.128
0.206448,0,-0.00672396,-343,9.873
0.206448,0,0.103062,-375,10.02
0.206448,0,0.0323004,-327,10.04
0.206448,0,0.0432075,-375,9.995
0.206448,0,0.0875913,-423,9.948
0.206448,0,-0.00873,-375,9.968
0.206448,0,0.112326,-407,10.239
0.206448,0,0.0301286,-407,9.762
0.206448,0,0.0568701,-343,10.036
