q [rad],qvel [rad/s],tau [Nm],i [mA],dt [ms]
-0.150797,0,-0.0742451,221,7.113
-0.150797,0,-0.071469,382,6.601
-0.150797,0,-0.00982658,366,10.724
-0.150797,0,0.0107418,237,9.935
-0.150797,0,-0.091998,350,9.508
-0.150797,0,0.00446536,221,9.88
-0.150797,0,-0.0249822,302,9.913
-0.150797,0,-0.0788337,221,9.972
-0.150797,0,0.0110958,414,10.029
-0.150797,0,-0.0922425,221,9.96
-0.150797,0,-0.0172816,366,10.121
-0.150797,0,-0.0475434,221,9.889
-0.150797,0,-0.0885633,350,10.112
-0.150797,0,0.0235149,350,9.884
-0.150797,0,-0.100209,318,10.061
-0.150797,0,-0.000153339,414,10.331
-0.150797,0,-0.0554809,221,9.973
-0.150797,0,-0.0766559,221,14.034
-0.150797,0,0.0144257,221,5.824
-0.150797,0,-0.102407,350,9.79
-0.150797,0,-0.0186583,366,10.103
-0.150797,0,-0.0422791,221,9.885
-0.150797,0,-0.0886171,334,10.013
-0.150797,0,0.0258891,366,9.972
-0.150797,0,-0.0913102,366,10.147
-0.150797,0,0.0125808,350,10.006
-0.150797,0,-0.00615735,205,9.921
-0.149899,0,-0.0566019,269,10.078
-0.146309,0,0.0471684,269,10.168
-0.146309,0,-0.0774893,302,9.839
-0.141821,0,0.0123297,237,9.886
-0.13464,0.897599,-0.0444604,302,9.91
-0.125664,1.7952,0.00763793,302,10.12
-0.113097,1.7952,-0.0504596,302,9.838
-0.0978383,1.7952,-0.0380587,173,10.149
-0.0798863,1.7952,0.0465529,-101,10.089
-0.0610367,1.7952,-0.027295,28,9.856
-0.0368016,2.6928,-0.027295,-21,10.057
-0.0170544,2.6928,-0.027295,-150,10.087
0.00718079,1.7952,0.0321603,-198,9.852
0.0502655,2.6928,0.0138507,-295,10.65
0.0565487,1.7952,0.0680564,-407,9.329
0.0789887,2.6928,0.113838,-278,10.013
0.101429,1.7952,0.0178178,-601,9.95
0.121176,1.7952,0.0110768,-343,10.017
0.139128,0.897599,0.1236,-665,10.065
0.154387,1.7952,0.1236,-569,10.021
0.174134,0.897599,0.0360388,-569,10.082
0.175032,0,0.134812,-472,10.194
0.184008,0,0.0277627,-697,9.738
0.184008,0,0.101381,-601,10.02
0.184905,0,0.103259,-504,10.03
0.184905,0,0.0483811,-585,10.104
0.184905,0,0.135566,-504,9.975
0.184905,0,0.0316174,-488,9.892
0.185803,0,0.144157,-504,9.837
0.187598,0,0.0481817,-504,10.154
0.191189,0,0.147106,-504,9.923
0.202857,0.897599,0.136993,-472,10.001
0.203755,0.897599,0.0353168,-456,9.971
0.219912,0.897599,0.144463,-456,10.076
0.229785,0.897599,0.0730772,-633,9.997
0.238761,0.897599,0.0832056,-633,10.17
0.239659,0,0.147844,-617,9.896
0.245942,0.897599,0.0322995,-649,10.089
0.253123,0.897599,0.117001,-730,9.863
0.253123,0,0.0934832,-601,9.965
0.253123,0,0.0312616,-697,10.063
0.253123,0,0.122603,-746,9.956
0.253123,0,0.0018455,-569,10.155
0.253123,0,0.0752139,-601,9.842
0.253123,0,0.0276829,-601,9.988
0.253123,0,0.0134345,-601,10.057
0.252225,0,0.0941625,-633,9.866
0.251328,0,-0.0199616,-633,10.011
0.25043,0,0.093612,-633,10.236
0.248635,0,0.0163522,-601,9.703
0.245942,0,0.0142857,-601,10.642
0.243249,-0.897599,0.0957336,-601,9.468
0.240556,0,-0.0155147,-601,10.057
0.237864,0,0.0756553,-536,10.061
0.235171,0,0.0479027,-472,9.826
0.233376,0,0.00216958,-569,9.952
0.231581,0,0.0898552,-585,10.125
0.230683,0,-0.0151413,-585,10.089
0.229785,0,0.0566175,-601,9.871
0.228888,0,0.0260121,-569,10.237
0.228888,0,0.00286617,-569,9.78
0.228888,0,0.0917527,-504,10.12
0.228888,0,-0.0202937,-536,9.987
0.228888,0,0.0868681,-552,10.205
0.228888,0,0.0212348,-488,9.85
0.228888,0,-0.00116708,-488,9.903
0.228888,0,0.10236,-488,10.017
0.228888,0,-0.0149075,-536,10.13
0.228888,0,0.0854845,-504,9.839
0.228888,0,0.024347,-488,10.166
0.228888,0,0.00587924,-536,9.782
0.228888,0,0.0997843,-536,10.086
0.228888,0,-0.00720492,-536,9.923
0.228888,0,0.0778871,-552,10.102
0.228888,0,0.0450196,-472,9.931
0.228888,0,0.0369792,-520,10.193
0.228888,0,0.125646,-488,9.764
0.228888,0,0.0107367,-569,10.152
0.228888,0,0.111091,-520,9.881
0.228888,0,0.0360356,-536,10.105
0.228888,0,0.037206,-488,9.923
0.228888,0,0.117622,-504,10.043
0.228888,0,0.0153976,-504,11.111
0.230683,0,0.118899,-536,9.201
0.230683,0,0.0671408,-504,9.589
0.231581,0.897599,0.058512,-504,10.505
0.232478,0.897599,0.129745,-504,9.528
0.233376,0,0.0318519,-488,10.527
0.233376,0,0.130845,-601,9.442
0.233376,0,0.0878304,-633,10.084
0.233376,0,0.056929,-536,13.642
0.234273,0,0.130333,-423,6.454
0.235171,0.897599,0.0195912,-472,9.873
0.236069,0,0.119191,-504,10.334
0.236966,0,0.0945759,-520,9.684
0.236966,0,0.0542239,-601,10.355
0.236966,0,0.139888,-504,9.569
0.236966,0,0.0186455,-472,9.924
0.237864,0,0.129458,-488,9.987
0.238761,0,0.0733423,-504,10.041
0.240556,0.897599,0.0730017,-472,10.069
0.242352,0,0.134276,-504,10.057
0.245044,0,0.021926,-504,9.863
0.247737,0,0.110972,-601,10.207
0.249532,0,0.036516,-504,9.933
0.251328,0,0.0364763,-472,9.909
0.252225,0,0.125602,-472,10.012
0.252225,0,0.00200487,-520,10.011
0.252225,0,0.0863409,-536,10.021
0.252225,0,0.0463194,-536,10.036
0.252225,0,0.01919,-488,10.057
0.252225,0,0.10924,-504,9.967
0.252225,0,-0.00586529,-488,9.957
0.252225,0,0.084335,-488,9.96
0.252225,0,0.0358608,-520,10.122
0.252225,0,0.0128452,-536,10.096
0.252225,0,0.0963275,-536,9.975
0.252225,0,-0.00609091,-536,9.989
0.252225,0,0.099718,-536,9.781
0.252225,0,0.0374477,-504,10.417
0.252225,0,0.0592386,-504,9.621
0.252225,0,0.106323,-504,10.239
0.252225,0,-0.000171407,-536,10.403
0.252225,0,0.101953,-504,9.715
0.252225,0,0.0355359,-504,10.334
0.252225,0,0.0207257,-569,9.496
0.252225,0,0.111702,-520,9.864
0.252225,0,0.00282635,-504,10.046
0.252225,0,0.106521,-585,10.051
0.252225,0,0.0531553,-504,10.15
0.252225,0,0.0228446,-504,9.739
0.252225,0,0.114268,-504,10.326
0.252225,0,-0.0039567,-536,9.973
0.252225,0,0.089198,-536,9.777
0.252225,0,0.0682118,-520,9.851
0.252225,0,0.0254718,-504,10.19
0.252225,0,0.117548,-504,9.806
0.252225,0,-0.00161745,-536,10.267
0.252225,0,0.107224,-504,10.055
0.252225,0,0.0480183,-504,9.788
0.252225,0,0.0258722,-504,9.924
0.252225,0,0.105091,-488,10.411
0.252225,0,-0.00410919,-504,9.89
0.252225,0,0.103669,-504,10.047
0.252225,0,0.0383404,-504,9.808
0.252225,0,0.0254154,-536,10.053
0.252225,0,0.111129,-504,9.935
0.252225,0,-0.00409755,-504,10.305
0.252225,0,0.0886893,-536,9.474
0.252225,0,0.0571308,-472,10.306
0.252225,0,0.0299965,-536,9.772
0.252225,0,0.120395,-536,10.162
0.252225,0,-0.000310323,-536,9.981
0.252225,0,0.101284,-472,10.067
0.252225,0,0.0518099,-504,9.842
0.252225,0,0.035117,-536,10.12
0.252225,0,0.111379,-504,9.817
0.252225,0,0.000706909,-536,10.282
0.252225,0,0.112934,-488,9.838
0.252225,0,0.0506311,-488,10.744
0.252225,0,0.0396037,-504,9.145
0.252225,0,0.117084,-536,10.249
0.252225,0,0.00389394,-504,9.786
0.252225,0,0.113288,-520,10.067
0.252225,0,0.0605392,-504,9.897
0.252225,0,0.0322132,-504,10.234
0.252225,0,0.118832,-520,9.876
0.252225,0,0.00857709,-504,10.044
0.252225,0,0.102789,-504,9.927
0.252225,0,0.0474262,-520,10.236
0.252225,0,0.0451484,-536,9.73
0.252225,0,0.119117,-504,10.163
0.252225,0,0.00518554,-488,9.835
0.252225,0,0.109715,-504,10.184
0.252225,0,0.0525594,-536,9.779
0.252225,0,0.0497472,-504,10.259
0.252225,0,0.124116,-488,9.701
0.252225,0,0.011631,-504,10.294
0.252225,0,0.115116,-472,9.792
0.252225,0,0.0568358,-504,10.221
0.252225,0,0.0321772,-472,9.769
0.252225,0,0.121258,-488,10.063
0.252225,0,0.0131719,-504,9.899
0.252225,0,0.114608,-504,10.425
0.252225,0,0.0496573,-552,9.615
0.252225,0,0.0626658,-552,10.219
0.252225,0,0.116179,-504,9.933
0.252225,0,0.0139986,-472,10.057
0.252225,0,0.121133,-440,9.75
0.252225,0,0.0622986,-520,10.208
0.252225,0,0.0622015,-456,14.266
0.252225,0,0.116862,-536,5.857
0.252225,0,0.01012,-520,9.718
0.252225,0,0.111551,-536,10.232
0.252225,0,0.0507131,-440,10.096
0.252225,0,0.0636218,-504,9.978
0.252225,0,0.115665,-520,10.287
0.252225,0,0.0177764,-504,9.539
0.252225,0,0.12348,-488,9.839
0.252225,0,0.0691457,-520,10.174
0.252225,0,0.0364433,-472,9.923
0.252225,0,0.124156,-504,9.98
0.252225,0,0.0138353,-504,9.906
0.252225,0,0.123166,-440,10.175
0.252225,0,0.064664,-472,9.811
0.252225,0,0.054178,-504,10.354
0.252225,0,0.128746,-472,9.615
0.252225,0,0.0129333,-536,10.68
0.252225,0,0.126315,-504,9.556
0.252225,0,0.0667812,-520,9.959
0.252225,0,0.0411756,-504,9.9
0.253123,0,0.127171,-504,10.197
0.253123,0,0.0130001,-472,9.791
0.253123,0,0.115267,-504,10.085
0.253123,0,0.0623553,-472,9.969
0.253123,0,0.063541,-504,10.557
0.25402,0,0.119301,-472,9.386
0.25402,0,0.0157311,-456,10.194
0.25402,0,0.124528,-488,9.953
0.25402,0,0.0694065,-504,10.078
0.25402,0,0.0498656,-520,9.725
0.25402,0,0.124015,-504,10.405
0.25402,0,0.0144267,-520,10.017
